$0;1496429344993339930;1.10;KIEKER-SINGLETON;8310d5ebc3f3;1;false;0;NANOSECONDS;1
$1;1496429376844529946;api.vetsGET;291F0CCEE483C8B3F150CC5D7DB65073;8425812690345133553;1496429376825371025;1496429376844523352;8310d5ebc3f3;0;0
$1;1496429376865271107;api.ownersGET;291F0CCEE483C8B3F150CC5D7DB65073;8425812690345133554;1496429376846234720;1496429376865267714;8310d5ebc3f3;0;0
$1;1496429376876724265;api.ownersNumberedGET;291F0CCEE483C8B3F150CC5D7DB65073;8425812690345133555;1496429376866695120;1496429376876714640;8310d5ebc3f3;0;0
$1;1496429376898358500;api.ownersNumberedPUT;291F0CCEE483C8B3F150CC5D7DB65073;8425812690345133556;1496429376883946488;1496429376898350745;8310d5ebc3f3;0;0
$1;1496429376915362190;api.visitsGET;291F0CCEE483C8B3F150CC5D7DB65073;8425812690345133558;1496429376903704462;1496429376915355332;8310d5ebc3f3;0;0
$1;1496429376919168642;HTTP_API-Gateway.gateway.GET;DD55B31C0B1D843AF113429CE7D18351;8425812690345133559;1496429376917921897;1496429376919145190;8310d5ebc3f3;0;0
$1;1496429376939332329;api.vetsGET;DD55B31C0B1D843AF113429CE7D18351;8425812690345133560;1496429376920934595;1496429376939321364;8310d5ebc3f3;0;0
$1;1496429376960261258;api.ownersGET;DD55B31C0B1D843AF113429CE7D18351;8425812690345133561;1496429376941530656;1496429376960252924;8310d5ebc3f3;0;0
$1;1496429376971894272;api.ownersNumberedGET;DD55B31C0B1D843AF113429CE7D18351;8425812690345133562;1496429376961854707;1496429376971887730;8310d5ebc3f3;0;0
$1;1496429376994400592;api.ownersNumberedPUT;DD55B31C0B1D843AF113429CE7D18351;8425812690345133563;1496429376978657745;1496429376994395211;8310d5ebc3f3;0;0
$1;1496429377011196423;api.visitsGET;DD55B31C0B1D843AF113429CE7D18351;8425812690345133565;1496429376998808728;1496429377011188944;8310d5ebc3f3;0;0
$1;1496429377015523634;HTTP_API-Gateway.gateway.GET;628FE8F41D0F04DC0A38F4A2F46224B0;8425812690345133566;1496429377013957169;1496429377015491244;8310d5ebc3f3;0;0
$1;1496429377037715032;api.vetsGET;628FE8F41D0F04DC0A38F4A2F46224B0;8425812690345133567;1496429377019420969;1496429377037708495;8310d5ebc3f3;0;0
$1;1496429377062277323;api.ownersGET;628FE8F41D0F04DC0A38F4A2F46224B0;8425812690345133568;1496429377040690394;1496429377062268616;8310d5ebc3f3;0;0
$1;1496429377090205765;api.visitsGET;628FE8F41D0F04DC0A38F4A2F46224B0;8425812690345133572;1496429377078200091;1496429377090199090;8310d5ebc3f3;0;0
$1;1496429377094826197;HTTP_API-Gateway.gateway.GET;52D9735B586E5DB86F0606D9BD890825;8425812690345133573;1496429377093553815;1496429377094800754;8310d5ebc3f3;0;0
$1;1496429377114260164;api.vetsGET;52D9735B586E5DB86F0606D9BD890825;8425812690345133574;1496429377096228422;1496429377114249853;8310d5ebc3f3;0;0
$1;1496429377136581374;api.ownersGET;52D9735B586E5DB86F0606D9BD890825;8425812690345133575;1496429377116308409;1496429377136572941;8310d5ebc3f3;0;0
$1;1496429377148786507;api.ownersNumberedGET;52D9735B586E5DB86F0606D9BD890825;8425812690345133576;1496429377138414186;1496429377148778613;8310d5ebc3f3;0;0
$1;1496429377171770946;api.ownersNumberedPUT;52D9735B586E5DB86F0606D9BD890825;8425812690345133577;1496429377156174851;1496429377171763124;8310d5ebc3f3;0;0
$1;1496429377190736570;api.visitsGET;52D9735B586E5DB86F0606D9BD890825;8425812690345133579;1496429377176033318;1496429377190730050;8310d5ebc3f3;0;0
$1;1496429377194089592;HTTP_API-Gateway.gateway.GET;A92BCF3563BF68F8D5ECF1BE76E49C12;8425812690345133580;1496429377192728709;1496429377194061665;8310d5ebc3f3;0;0
$1;1496429377213772948;api.vetsGET;A92BCF3563BF68F8D5ECF1BE76E49C12;8425812690345133581;1496429377195691064;1496429377213768170;8310d5ebc3f3;0;0
$1;1496429377234875183;api.ownersGET;A92BCF3563BF68F8D5ECF1BE76E49C12;8425812690345133582;1496429377215557614;1496429377234868457;8310d5ebc3f3;0;0
$1;1496429377245707135;api.ownersNumberedGET;A92BCF3563BF68F8D5ECF1BE76E49C12;8425812690345133583;1496429377236564633;1496429377245700003;8310d5ebc3f3;0;0
$1;1496429377267527906;api.ownersNumberedPUT;A92BCF3563BF68F8D5ECF1BE76E49C12;8425812690345133584;1496429377252859757;1496429377267519245;8310d5ebc3f3;0;0
$1;1496429377279682734;api.petsNumberedGET;A92BCF3563BF68F8D5ECF1BE76E49C12;8425812690345133585;1496429377269362623;1496429377279677480;8310d5ebc3f3;0;0
$1;1496429377294165978;api.visitsGET;A92BCF3563BF68F8D5ECF1BE76E49C12;8425812690345133586;1496429377281252926;1496429377294156975;8310d5ebc3f3;0;0
$1;1496429377297873131;HTTP_API-Gateway.gateway.GET;B562FB2B61DF72A50F7F2724230D2465;8425812690345133587;1496429377296456716;1496429377297842705;8310d5ebc3f3;0;0
$1;1496429377318047611;api.vetsGET;B562FB2B61DF72A50F7F2724230D2465;8425812690345133588;1496429377299633525;1496429377318041683;8310d5ebc3f3;0;0
$1;1496429377339076205;api.ownersGET;B562FB2B61DF72A50F7F2724230D2465;8425812690345133589;1496429377320000450;1496429377339070903;8310d5ebc3f3;0;0
$1;1496429377350453625;api.ownersNumberedGET;B562FB2B61DF72A50F7F2724230D2465;8425812690345133590;1496429377341108882;1496429377350446103;8310d5ebc3f3;0;0
$1;1496429377372451282;api.ownersNumberedPUT;B562FB2B61DF72A50F7F2724230D2465;8425812690345133591;1496429377357603681;1496429377372445446;8310d5ebc3f3;0;0
$1;1496429377385141227;api.petsNumberedGET;B562FB2B61DF72A50F7F2724230D2465;8425812690345133592;1496429377374650909;1496429377385134496;8310d5ebc3f3;0;0
$1;1496429377399470166;api.visitsGET;B562FB2B61DF72A50F7F2724230D2465;8425812690345133593;1496429377387070073;1496429377399462006;8310d5ebc3f3;0;0
$1;1496429377403858564;HTTP_API-Gateway.gateway.GET;16C6CF49F240A73F7F0DEA9FDFB9D81C;8425812690345133594;1496429377402212998;1496429377403824255;8310d5ebc3f3;0;0
$1;1496429377425197453;api.vetsGET;16C6CF49F240A73F7F0DEA9FDFB9D81C;8425812690345133595;1496429377405953211;1496429377425192399;8310d5ebc3f3;0;0
$1;1496429377447258377;api.ownersGET;16C6CF49F240A73F7F0DEA9FDFB9D81C;8425812690345133596;1496429377427454128;1496429377447247613;8310d5ebc3f3;0;0
$1;1496429377460595617;api.ownersNumberedGET;16C6CF49F240A73F7F0DEA9FDFB9D81C;8425812690345133597;1496429377449717852;1496429377460588219;8310d5ebc3f3;0;0
$1;1496429377482872534;api.ownersNumberedPUT;16C6CF49F240A73F7F0DEA9FDFB9D81C;8425812690345133598;1496429377467967026;1496429377482865142;8310d5ebc3f3;0;0
$1;1496429377496508347;api.petsNumberedGET;16C6CF49F240A73F7F0DEA9FDFB9D81C;8425812690345133599;1496429377485055954;1496429377496498718;8310d5ebc3f3;0;0
$1;1496429377511382088;api.visitsGET;16C6CF49F240A73F7F0DEA9FDFB9D81C;8425812690345133600;1496429377498702148;1496429377511374553;8310d5ebc3f3;0;0
$1;1496429377515342577;HTTP_API-Gateway.gateway.GET;B576D01D58BF451B96C8B7E6F4A65445;8425812690345133601;1496429377513767656;1496429377515313825;8310d5ebc3f3;0;0
$1;1496429377536410959;api.vetsGET;B576D01D58BF451B96C8B7E6F4A65445;8425812690345133602;1496429377517173551;1496429377536404137;8310d5ebc3f3;0;0
$1;1496429377557414274;api.ownersGET;B576D01D58BF451B96C8B7E6F4A65445;8425812690345133603;1496429377538250072;1496429377557407001;8310d5ebc3f3;0;0
$1;1496429377568673775;api.ownersNumberedGET;B576D01D58BF451B96C8B7E6F4A65445;8425812690345133604;1496429377559415286;1496429377568668124;8310d5ebc3f3;0;0
$1;1496429377590251388;api.ownersNumberedPUT;B576D01D58BF451B96C8B7E6F4A65445;8425812690345133605;1496429377575367370;1496429377590245497;8310d5ebc3f3;0;0
$1;1496429377603716137;api.petsNumberedGET;B576D01D58BF451B96C8B7E6F4A65445;8425812690345133606;1496429377592366116;1496429377603709744;8310d5ebc3f3;0;0
$1;1496429377619493232;api.visitsGET;B576D01D58BF451B96C8B7E6F4A65445;8425812690345133607;1496429377606280820;1496429377619485608;8310d5ebc3f3;0;0
$1;1496429377623691754;HTTP_API-Gateway.gateway.GET;7E6E2888DDB0E904A8C2169232BDA4CD;8425812690345133608;1496429377621929101;1496429377623659916;8310d5ebc3f3;0;0
$1;1496429377644865494;api.vetsGET;7E6E2888DDB0E904A8C2169232BDA4CD;8425812690345133609;1496429377625855745;1496429377644859803;8310d5ebc3f3;0;0
$1;1496429377666049344;api.ownersGET;7E6E2888DDB0E904A8C2169232BDA4CD;8425812690345133610;1496429377646665588;1496429377666048403;8310d5ebc3f3;0;0
$1;1496429377677110959;api.ownersNumberedGET;7E6E2888DDB0E904A8C2169232BDA4CD;8425812690345133611;1496429377668151543;1496429377677105013;8310d5ebc3f3;0;0
$1;1496429377700949119;api.ownersNumberedPUT;7E6E2888DDB0E904A8C2169232BDA4CD;8425812690345133612;1496429377684495405;1496429377700939474;8310d5ebc3f3;0;0
$1;1496429377715015683;api.petsNumberedGET;7E6E2888DDB0E904A8C2169232BDA4CD;8425812690345133613;1496429377703099520;1496429377715008594;8310d5ebc3f3;0;0
$1;1496429377729331494;api.visitsGET;7E6E2888DDB0E904A8C2169232BDA4CD;8425812690345133614;1496429377717262093;1496429377729324673;8310d5ebc3f3;0;0
$1;1496429377732888254;HTTP_API-Gateway.gateway.GET;B892B8919E6EAA3AB0040F5A56B1E499;8425812690345133615;1496429377731604216;1496429377732864136;8310d5ebc3f3;0;0
$1;1496429377752394515;api.vetsGET;B892B8919E6EAA3AB0040F5A56B1E499;8425812690345133616;1496429377734715705;1496429377752386208;8310d5ebc3f3;0;0
$1;1496429377775148814;api.ownersGET;B892B8919E6EAA3AB0040F5A56B1E499;8425812690345133617;1496429377755001636;1496429377775141189;8310d5ebc3f3;0;0
$1;1496429377787194285;api.ownersNumberedGET;B892B8919E6EAA3AB0040F5A56B1E499;8425812690345133618;1496429377777287001;1496429377787186351;8310d5ebc3f3;0;0
$1;1496429377809555625;api.ownersNumberedPUT;B892B8919E6EAA3AB0040F5A56B1E499;8425812690345133619;1496429377794850352;1496429377809547939;8310d5ebc3f3;0;0
$1;1496429377822491023;api.petsNumberedGET;B892B8919E6EAA3AB0040F5A56B1E499;8425812690345133620;1496429377811519317;1496429377822484250;8310d5ebc3f3;0;0
$1;1496429377837222339;api.visitsGET;B892B8919E6EAA3AB0040F5A56B1E499;8425812690345133621;1496429377824843745;1496429377837215628;8310d5ebc3f3;0;0
$1;1496429377841095807;HTTP_API-Gateway.gateway.GET;8D5D20D4A793903A56BC5F3504725E8D;8425812690345133622;1496429377839701715;1496429377841065939;8310d5ebc3f3;0;0
$1;1496429377862222352;api.vetsGET;8D5D20D4A793903A56BC5F3504725E8D;8425812690345133623;1496429377843156378;1496429377862215604;8310d5ebc3f3;0;0
$1;1496429377885442747;api.ownersGET;8D5D20D4A793903A56BC5F3504725E8D;8425812690345133624;1496429377864164294;1496429377885434850;8310d5ebc3f3;0;0
$1;1496429377896866597;api.ownersNumberedGET;8D5D20D4A793903A56BC5F3504725E8D;8425812690345133625;1496429377887313829;1496429377896860420;8310d5ebc3f3;0;0
$1;1496429377918529748;api.ownersNumberedPUT;8D5D20D4A793903A56BC5F3504725E8D;8425812690345133626;1496429377904054922;1496429377918519159;8310d5ebc3f3;0;0
$1;1496429377932662443;api.petsNumberedGET;8D5D20D4A793903A56BC5F3504725E8D;8425812690345133627;1496429377920924169;1496429377932651412;8310d5ebc3f3;0;0
$1;1496429377948170526;api.visitsGET;8D5D20D4A793903A56BC5F3504725E8D;8425812690345133628;1496429377935150343;1496429377948158030;8310d5ebc3f3;0;0
$1;1496429377951968305;HTTP_API-Gateway.gateway.GET;99B466EF1329C2D43FC3261E148CB448;8425812690345133629;1496429377950559443;1496429377951936848;8310d5ebc3f3;0;0
$1;1496429377971655630;api.vetsGET;99B466EF1329C2D43FC3261E148CB448;8425812690345133630;1496429377954036323;1496429377971645981;8310d5ebc3f3;0;0
$1;1496429377995813015;api.ownersGET;99B466EF1329C2D43FC3261E148CB448;8425812690345133631;1496429377973472573;1496429377995805078;8310d5ebc3f3;0;0
$1;1496429378010343065;api.ownersNumberedGET;99B466EF1329C2D43FC3261E148CB448;8425812690345133632;1496429377997935419;1496429378010331611;8310d5ebc3f3;0;0
$1;1496429378032474532;api.ownersNumberedPUT;99B466EF1329C2D43FC3261E148CB448;8425812690345133633;1496429378017660478;1496429378032467122;8310d5ebc3f3;0;0
$1;1496429378046107826;api.petsNumberedGET;99B466EF1329C2D43FC3261E148CB448;8425812690345133634;1496429378034805629;1496429378046101310;8310d5ebc3f3;0;0
$1;1496429378060262459;api.visitsGET;99B466EF1329C2D43FC3261E148CB448;8425812690345133635;1496429378048160143;1496429378060256809;8310d5ebc3f3;0;0
$1;1496429378064887420;HTTP_API-Gateway.gateway.GET;536238679A119578E9EA69D9F758A648;8425812690345133636;1496429378063505609;1496429378064858858;8310d5ebc3f3;0;0
$1;1496429378092072308;api.vetsGET;536238679A119578E9EA69D9F758A648;8425812690345133637;1496429378066962751;1496429378092065153;8310d5ebc3f3;0;0
$1;1496429378113176926;api.ownersGET;536238679A119578E9EA69D9F758A648;8425812690345133638;1496429378094242548;1496429378113168773;8310d5ebc3f3;0;0
$1;1496429378150343994;api.petsNumberedGET;536238679A119578E9EA69D9F758A648;8425812690345133641;1496429378138995870;1496429378150336886;8310d5ebc3f3;0;0
$1;1496429378164488786;api.visitsGET;536238679A119578E9EA69D9F758A648;8425812690345133642;1496429378152424790;1496429378164483191;8310d5ebc3f3;0;0
$1;1496429378168020750;HTTP_API-Gateway.gateway.GET;D9A1B992A53108D400B8C86DDF2EC4B6;8425812690345133643;1496429378166625833;1496429378167993906;8310d5ebc3f3;0;0
$1;1496429378186017201;api.vetsGET;D9A1B992A53108D400B8C86DDF2EC4B6;8425812690345133644;1496429378169589399;1496429378186010060;8310d5ebc3f3;0;0
$1;1496429378206593505;api.ownersGET;D9A1B992A53108D400B8C86DDF2EC4B6;8425812690345133645;1496429378188266213;1496429378206586963;8310d5ebc3f3;0;0
$1;1496429378219081111;api.ownersNumberedGET;D9A1B992A53108D400B8C86DDF2EC4B6;8425812690345133646;1496429378208378218;1496429378219073492;8310d5ebc3f3;0;0
$1;1496429378241054503;api.ownersNumberedPUT;D9A1B992A53108D400B8C86DDF2EC4B6;8425812690345133647;1496429378226518039;1496429378241048010;8310d5ebc3f3;0;0
$1;1496429378259188160;api.visitsGET;D9A1B992A53108D400B8C86DDF2EC4B6;8425812690345133649;1496429378245855280;1496429378259183002;8310d5ebc3f3;0;0
$1;1496429378262957666;HTTP_API-Gateway.gateway.GET;C5BF2C5D144E06A3BBC780170A85806E;8425812690345133650;1496429378261564739;1496429378262930424;8310d5ebc3f3;0;0
$1;1496429378282745142;api.vetsGET;C5BF2C5D144E06A3BBC780170A85806E;8425812690345133651;1496429378265049099;1496429378282737018;8310d5ebc3f3;0;0
$1;1496429378304443741;api.ownersGET;C5BF2C5D144E06A3BBC780170A85806E;8425812690345133652;1496429378284686221;1496429378304437255;8310d5ebc3f3;0;0
$1;1496429378315871317;api.ownersNumberedGET;C5BF2C5D144E06A3BBC780170A85806E;8425812690345133653;1496429378306144689;1496429378315864317;8310d5ebc3f3;0;0
$1;1496429378336588140;api.ownersNumberedPUT;C5BF2C5D144E06A3BBC780170A85806E;8425812690345133654;1496429378322614011;1496429378336580754;8310d5ebc3f3;0;0
$1;1496429378354898822;api.visitsGET;C5BF2C5D144E06A3BBC780170A85806E;8425812690345133656;1496429378341973696;1496429378354890879;8310d5ebc3f3;0;0
$1;1496429378358940779;HTTP_API-Gateway.gateway.GET;5B68654DD6FC4515447A804243CE1680;8425812690345133657;1496429378357401120;1496429378358911682;8310d5ebc3f3;0;0
$1;1496429378379152729;api.vetsGET;5B68654DD6FC4515447A804243CE1680;8425812690345133658;1496429378361196711;1496429378379141476;8310d5ebc3f3;0;0
$1;1496429378400282346;api.ownersGET;5B68654DD6FC4515447A804243CE1680;8425812690345133659;1496429378381076254;1496429378400273329;8310d5ebc3f3;0;0
$1;1496429378411930236;api.ownersNumberedGET;5B68654DD6FC4515447A804243CE1680;8425812690345133660;1496429378402071717;1496429378411921574;8310d5ebc3f3;0;0
$1;1496429378433254143;api.ownersNumberedPUT;5B68654DD6FC4515447A804243CE1680;8425812690345133661;1496429378418986925;1496429378433249146;8310d5ebc3f3;0;0
$1;1496429378450977618;api.visitsGET;5B68654DD6FC4515447A804243CE1680;8425812690345133663;1496429378438325654;1496429378450971310;8310d5ebc3f3;0;0
$1;1496429378454958802;HTTP_API-Gateway.gateway.GET;2EF758A095F0FAD2618D33CD1C2353A0;8425812690345133664;1496429378453434803;1496429378454931740;8310d5ebc3f3;0;0
$1;1496429378474607900;api.vetsGET;2EF758A095F0FAD2618D33CD1C2353A0;8425812690345133665;1496429378456717727;1496429378474595593;8310d5ebc3f3;0;0
$1;1496429378495708064;api.ownersGET;2EF758A095F0FAD2618D33CD1C2353A0;8425812690345133666;1496429378476947351;1496429378495701684;8310d5ebc3f3;0;0
$1;1496429378509236919;api.ownersNumberedGET;2EF758A095F0FAD2618D33CD1C2353A0;8425812690345133667;1496429378499108603;1496429378509230084;8310d5ebc3f3;0;0
$1;1496429378533198128;api.ownersNumberedPUT;2EF758A095F0FAD2618D33CD1C2353A0;8425812690345133668;1496429378517541523;1496429378533191096;8310d5ebc3f3;0;0
$1;1496429378551706150;api.visitsGET;2EF758A095F0FAD2618D33CD1C2353A0;8425812690345133670;1496429378539134541;1496429378551694259;8310d5ebc3f3;0;0
$1;1496429378555582379;HTTP_API-Gateway.gateway.GET;E603EF0AF9516F8A060238AB4B0FA143;8425812690345133671;1496429378554204152;1496429378555555566;8310d5ebc3f3;0;0
$1;1496429378575375351;api.vetsGET;E603EF0AF9516F8A060238AB4B0FA143;8425812690345133672;1496429378557462320;1496429378575369666;8310d5ebc3f3;0;0
$1;1496429378596297982;api.ownersGET;E603EF0AF9516F8A060238AB4B0FA143;8425812690345133673;1496429378577190799;1496429378596290435;8310d5ebc3f3;0;0
$1;1496429378607163115;api.ownersNumberedGET;E603EF0AF9516F8A060238AB4B0FA143;8425812690345133674;1496429378597919191;1496429378607156427;8310d5ebc3f3;0;0
$1;1496429378628478459;api.ownersNumberedPUT;E603EF0AF9516F8A060238AB4B0FA143;8425812690345133675;1496429378614090259;1496429378628469371;8310d5ebc3f3;0;0
$1;1496429378640650999;api.petsNumberedGET;E603EF0AF9516F8A060238AB4B0FA143;8425812690345133676;1496429378630130644;1496429378640644663;8310d5ebc3f3;0;0
$1;1496429378654832609;api.visitsGET;E603EF0AF9516F8A060238AB4B0FA143;8425812690345133677;1496429378642731481;1496429378654826475;8310d5ebc3f3;0;0
$1;1496429378658732467;HTTP_API-Gateway.gateway.GET;E4CAEB7D5DD726BA99E502BADD1E079E;8425812690345133678;1496429378657174337;1496429378658700511;8310d5ebc3f3;0;0
$1;1496429378678767933;api.vetsGET;E4CAEB7D5DD726BA99E502BADD1E079E;8425812690345133679;1496429378660499160;1496429378678763020;8310d5ebc3f3;0;0
$1;1496429378700186278;api.ownersGET;E4CAEB7D5DD726BA99E502BADD1E079E;8425812690345133680;1496429378680651196;1496429378700179976;8310d5ebc3f3;0;0
$1;1496429378712038147;api.ownersNumberedGET;E4CAEB7D5DD726BA99E502BADD1E079E;8425812690345133681;1496429378702087250;1496429378712032682;8310d5ebc3f3;0;0
$1;1496429378732749729;api.ownersNumberedPUT;E4CAEB7D5DD726BA99E502BADD1E079E;8425812690345133682;1496429378719063026;1496429378732745032;8310d5ebc3f3;0;0
$1;1496429378745305494;api.petsNumberedGET;E4CAEB7D5DD726BA99E502BADD1E079E;8425812690345133683;1496429378734829679;1496429378745300932;8310d5ebc3f3;0;0
$1;1496429378758653344;api.visitsGET;E4CAEB7D5DD726BA99E502BADD1E079E;8425812690345133684;1496429378747344405;1496429378758642151;8310d5ebc3f3;0;0
$1;1496429378761909076;HTTP_API-Gateway.gateway.GET;F8F9E01CE62A924935BD7C82A2EB0CE2;8425812690345133685;1496429378760646413;1496429378761882399;8310d5ebc3f3;0;0
$1;1496429378779984303;api.vetsGET;F8F9E01CE62A924935BD7C82A2EB0CE2;8425812690345133686;1496429378763351694;1496429378779978497;8310d5ebc3f3;0;0
$1;1496429378800329141;api.ownersGET;F8F9E01CE62A924935BD7C82A2EB0CE2;8425812690345133687;1496429378781727741;1496429378800321909;8310d5ebc3f3;0;0
$1;1496429378812926346;api.ownersNumberedGET;F8F9E01CE62A924935BD7C82A2EB0CE2;8425812690345133688;1496429378802204420;1496429378812919214;8310d5ebc3f3;0;0
$1;1496429378834393170;api.ownersNumberedPUT;F8F9E01CE62A924935BD7C82A2EB0CE2;8425812690345133689;1496429378820048134;1496429378834384783;8310d5ebc3f3;0;0
$1;1496429378848038210;api.petsNumberedGET;F8F9E01CE62A924935BD7C82A2EB0CE2;8425812690345133690;1496429378836262134;1496429378848024731;8310d5ebc3f3;0;0
$1;1496429378861792248;api.visitsGET;F8F9E01CE62A924935BD7C82A2EB0CE2;8425812690345133691;1496429378850102215;1496429378861785501;8310d5ebc3f3;0;0
$1;1496429378865132938;HTTP_API-Gateway.gateway.GET;5EA460250765325F9C8ED67348C4ADEC;8425812690345133692;1496429378863914912;1496429378865106719;8310d5ebc3f3;0;0
$1;1496429378884256912;api.vetsGET;5EA460250765325F9C8ED67348C4ADEC;8425812690345133693;1496429378866593079;1496429378884249169;8310d5ebc3f3;0;0
$1;1496429378904595177;api.ownersGET;5EA460250765325F9C8ED67348C4ADEC;8425812690345133694;1496429378886111278;1496429378904579808;8310d5ebc3f3;0;0
$1;1496429378915655459;api.ownersNumberedGET;5EA460250765325F9C8ED67348C4ADEC;8425812690345133695;1496429378906277122;1496429378915647798;8310d5ebc3f3;0;0
$1;1496429378936966294;api.ownersNumberedPUT;5EA460250765325F9C8ED67348C4ADEC;8425812690345133696;1496429378922423430;1496429378936957317;8310d5ebc3f3;0;0
$1;1496429378950773286;api.petsNumberedGET;5EA460250765325F9C8ED67348C4ADEC;8425812690345133697;1496429378939429728;1496429378950766432;8310d5ebc3f3;0;0
$1;1496429378964790705;api.visitsGET;5EA460250765325F9C8ED67348C4ADEC;8425812690345133698;1496429378953024244;1496429378964783801;8310d5ebc3f3;0;0
$1;1496429378968418431;HTTP_API-Gateway.gateway.GET;B353F5F922BE176EFD06C41B3B43B670;8425812690345133699;1496429378967060699;1496429378968386279;8310d5ebc3f3;0;0
$1;1496429378987923651;api.vetsGET;B353F5F922BE176EFD06C41B3B43B670;8425812690345133700;1496429378970297909;1496429378987917132;8310d5ebc3f3;0;0
$1;1496429379009350375;api.ownersGET;B353F5F922BE176EFD06C41B3B43B670;8425812690345133701;1496429378989652254;1496429379009343111;8310d5ebc3f3;0;0
$1;1496429379020990371;api.ownersNumberedGET;B353F5F922BE176EFD06C41B3B43B670;8425812690345133702;1496429379011363858;1496429379020983492;8310d5ebc3f3;0;0
$1;1496429379042950394;api.ownersNumberedPUT;B353F5F922BE176EFD06C41B3B43B670;8425812690345133703;1496429379028449176;1496429379042938174;8310d5ebc3f3;0;0
$1;1496429379056931376;api.petsNumberedGET;B353F5F922BE176EFD06C41B3B43B670;8425812690345133704;1496429379045280156;1496429379056923892;8310d5ebc3f3;0;0
$1;1496429379070893941;api.visitsGET;B353F5F922BE176EFD06C41B3B43B670;8425812690345133705;1496429379059393185;1496429379070888188;8310d5ebc3f3;0;0
$1;1496429379075476405;HTTP_API-Gateway.gateway.GET;AEC037F73CA94CADBE5EBA085A1FC4F8;8425812690345133706;1496429379073961982;1496429379075444584;8310d5ebc3f3;0;0
$1;1496429379095102709;api.vetsGET;AEC037F73CA94CADBE5EBA085A1FC4F8;8425812690345133707;1496429379077534151;1496429379095096475;8310d5ebc3f3;0;0
$1;1496429379115576364;api.ownersGET;AEC037F73CA94CADBE5EBA085A1FC4F8;8425812690345133708;1496429379096956060;1496429379115569274;8310d5ebc3f3;0;0
$1;1496429379140491022;api.petsNumberedGET;AEC037F73CA94CADBE5EBA085A1FC4F8;8425812690345133711;1496429379128623505;1496429379140475287;8310d5ebc3f3;0;0
$1;1496429379154749278;api.visitsGET;AEC037F73CA94CADBE5EBA085A1FC4F8;8425812690345133712;1496429379142431545;1496429379154735668;8310d5ebc3f3;0;0
$1;1496429379158562885;HTTP_API-Gateway.gateway.GET;26684A2ECB9B937A749950E94D38E168;8425812690345133713;1496429379157149779;1496429379158531929;8310d5ebc3f3;0;0
$1;1496429379177340329;api.vetsGET;26684A2ECB9B937A749950E94D38E168;8425812690345133714;1496429379160344318;1496429379177333687;8310d5ebc3f3;0;0
$1;1496429379198429907;api.ownersGET;26684A2ECB9B937A749950E94D38E168;8425812690345133715;1496429379179206030;1496429379198417051;8310d5ebc3f3;0;0
$1;1496429379209794001;api.ownersNumberedGET;26684A2ECB9B937A749950E94D38E168;8425812690345133716;1496429379200368003;1496429379209787352;8310d5ebc3f3;0;0
$1;1496429379230764491;api.ownersNumberedPUT;26684A2ECB9B937A749950E94D38E168;8425812690345133717;1496429379216613206;1496429379230757113;8310d5ebc3f3;0;0
$1;1496429379243646624;api.petsNumberedGET;26684A2ECB9B937A749950E94D38E168;8425812690345133718;1496429379232864170;1496429379243641254;8310d5ebc3f3;0;0
$1;1496429379258095360;api.visitsGET;26684A2ECB9B937A749950E94D38E168;8425812690345133719;1496429379245275495;1496429379258090180;8310d5ebc3f3;0;0
$1;1496429379261744474;HTTP_API-Gateway.gateway.GET;0A3BB6A5749D35F1D64366F4AC5006BB;8425812690345133720;1496429379260365226;1496429379261718653;8310d5ebc3f3;0;0
$1;1496429379282188762;api.vetsGET;0A3BB6A5749D35F1D64366F4AC5006BB;8425812690345133721;1496429379263382656;1496429379282178777;8310d5ebc3f3;0;0
$1;1496429379303682965;api.ownersGET;0A3BB6A5749D35F1D64366F4AC5006BB;8425812690345133722;1496429379284189563;1496429379303675059;8310d5ebc3f3;0;0
$1;1496429379315866288;api.ownersNumberedGET;0A3BB6A5749D35F1D64366F4AC5006BB;8425812690345133723;1496429379305660681;1496429379315857595;8310d5ebc3f3;0;0
$1;1496429379337137949;api.ownersNumberedPUT;0A3BB6A5749D35F1D64366F4AC5006BB;8425812690345133724;1496429379322752989;1496429379337128466;8310d5ebc3f3;0;0
$1;1496429379349965031;api.petsNumberedGET;0A3BB6A5749D35F1D64366F4AC5006BB;8425812690345133725;1496429379339360507;1496429379349951914;8310d5ebc3f3;0;0
$1;1496429379367160815;api.visitsGET;0A3BB6A5749D35F1D64366F4AC5006BB;8425812690345133726;1496429379352415629;1496429379367150063;8310d5ebc3f3;0;0
$1;1496429379370988054;HTTP_API-Gateway.gateway.GET;91E3D4E383F653F1D2516CEA989F66A2;8425812690345133727;1496429379369579395;1496429379370957449;8310d5ebc3f3;0;0
$1;1496429379391419174;api.vetsGET;91E3D4E383F653F1D2516CEA989F66A2;8425812690345133728;1496429379373480541;1496429379391412336;8310d5ebc3f3;0;0
$1;1496429379412195574;api.ownersGET;91E3D4E383F653F1D2516CEA989F66A2;8425812690345133729;1496429379393489001;1496429379412182788;8310d5ebc3f3;0;0
$1;1496429379421654293;api.ownersNumberedGET;91E3D4E383F653F1D2516CEA989F66A2;8425812690345133730;1496429379413780856;1496429379421649151;8310d5ebc3f3;0;0
