$0;1496595994620176098;1.10;KIEKER-SINGLETON;fe18f5d47736;1;false;0;NANOSECONDS;1
$1;1496596012894453338;api.ownersNumberedGET;44DAE64088403F51C98B05982C06AD70;4047469427610878677;1496596012881866700;1496596012894445476;fe18f5d47736;0;0
$1;1496596012920480175;api.ownersNumberedPUT;44DAE64088403F51C98B05982C06AD70;4047469427610878678;1496596012902854202;1496596012920472406;fe18f5d47736;0;0
$1;1496596012939481347;api.visitsGET;44DAE64088403F51C98B05982C06AD70;4047469427610878680;1496596012925856480;1496596012939474784;fe18f5d47736;0;0
$1;1496596012943715891;HTTP_API-Gateway.gateway.GET;4BB4703642E64E6F22FB54400040F076;4047469427610878681;1496596012941828446;1496596012943689230;fe18f5d47736;0;0
$1;1496596012965113590;api.vetsGET;4BB4703642E64E6F22FB54400040F076;4047469427610878682;1496596012945558489;1496596012965107310;fe18f5d47736;0;0
$1;1496596012989789704;api.ownersGET;4BB4703642E64E6F22FB54400040F076;4047469427610878683;1496596012966897960;1496596012989782436;fe18f5d47736;0;0
$1;1496596013004647346;api.ownersNumberedGET;4BB4703642E64E6F22FB54400040F076;4047469427610878684;1496596012992128146;1496596013004640573;fe18f5d47736;0;0
$1;1496596013030173733;api.ownersNumberedPUT;4BB4703642E64E6F22FB54400040F076;4047469427610878685;1496596013012708461;1496596013030163975;fe18f5d47736;0;0
$1;1496596013046733837;api.petsNumberedGET;4BB4703642E64E6F22FB54400040F076;4047469427610878686;1496596013032792505;1496596013046726637;fe18f5d47736;0;0
$1;1496596013062219313;api.visitsGET;4BB4703642E64E6F22FB54400040F076;4047469427610878687;1496596013049206456;1496596013062213226;fe18f5d47736;0;0
$1;1496596013067074894;HTTP_API-Gateway.gateway.GET;122564E47F2FB852A7B89FBA2017935D;4047469427610878688;1496596013065092816;1496596013067041825;fe18f5d47736;0;0
$1;1496596013089592751;api.vetsGET;122564E47F2FB852A7B89FBA2017935D;4047469427610878689;1496596013069394703;1496596013089583851;fe18f5d47736;0;0
$1;1496596013114354591;api.ownersGET;122564E47F2FB852A7B89FBA2017935D;4047469427610878690;1496596013091543841;1496596013114343841;fe18f5d47736;0;0
$1;1496596013129411272;api.ownersNumberedGET;122564E47F2FB852A7B89FBA2017935D;4047469427610878691;1496596013116706459;1496596013129402617;fe18f5d47736;0;0
$1;1496596013155349851;api.ownersNumberedPUT;122564E47F2FB852A7B89FBA2017935D;4047469427610878692;1496596013137741907;1496596013155342368;fe18f5d47736;0;0
$1;1496596013171928095;api.petsNumberedGET;122564E47F2FB852A7B89FBA2017935D;4047469427610878693;1496596013157927469;1496596013171920897;fe18f5d47736;0;0
$1;1496596013186303815;api.visitsGET;122564E47F2FB852A7B89FBA2017935D;4047469427610878694;1496596013174385287;1496596013186297249;fe18f5d47736;0;0
$1;1496596013190602569;HTTP_API-Gateway.gateway.GET;366E023B54BC49041152FF85DB75D601;4047469427610878695;1496596013188703557;1496596013190575916;fe18f5d47736;0;0
$1;1496596013213602366;api.vetsGET;366E023B54BC49041152FF85DB75D601;4047469427610878696;1496596013192457010;1496596013213594317;fe18f5d47736;0;0
$1;1496596013240447679;api.ownersGET;366E023B54BC49041152FF85DB75D601;4047469427610878697;1496596013215867503;1496596013240438315;fe18f5d47736;0;0
$1;1496596013255905655;api.ownersNumberedGET;366E023B54BC49041152FF85DB75D601;4047469427610878698;1496596013242724618;1496596013255898829;fe18f5d47736;0;0
$1;1496596013282107006;api.ownersNumberedPUT;366E023B54BC49041152FF85DB75D601;4047469427610878699;1496596013264176329;1496596013282099071;fe18f5d47736;0;0
$1;1496596013299275718;api.petsNumberedGET;366E023B54BC49041152FF85DB75D601;4047469427610878700;1496596013284629310;1496596013299265377;fe18f5d47736;0;0
$1;1496596013316055718;api.visitsGET;366E023B54BC49041152FF85DB75D601;4047469427610878701;1496596013301985459;1496596013316048818;fe18f5d47736;0;0
$1;1496596013320214592;HTTP_API-Gateway.gateway.GET;8D93C6F51394067780DE9188A7074EE8;4047469427610878702;1496596013318446762;1496596013320188349;fe18f5d47736;0;0
$1;1496596013342620469;api.vetsGET;8D93C6F51394067780DE9188A7074EE8;4047469427610878703;1496596013322162898;1496596013342613187;fe18f5d47736;0;0
$1;1496596013366668072;api.ownersGET;8D93C6F51394067780DE9188A7074EE8;4047469427610878704;1496596013344558993;1496596013366658299;fe18f5d47736;0;0
$1;1496596013379914119;api.ownersNumberedGET;8D93C6F51394067780DE9188A7074EE8;4047469427610878705;1496596013368921616;1496596013379906550;fe18f5d47736;0;0
$1;1496596013402866240;api.ownersNumberedPUT;8D93C6F51394067780DE9188A7074EE8;4047469427610878706;1496596013387631223;1496596013402858292;fe18f5d47736;0;0
$1;1496596013416951942;api.petsNumberedGET;8D93C6F51394067780DE9188A7074EE8;4047469427610878707;1496596013404736722;1496596013416944175;fe18f5d47736;0;0
$1;1496596013432375126;api.visitsGET;8D93C6F51394067780DE9188A7074EE8;4047469427610878708;1496596013418741173;1496596013432366826;fe18f5d47736;0;0
$1;1496596013436829565;HTTP_API-Gateway.gateway.GET;80677B26B00D852EBE7DEDFD60E605D3;4047469427610878709;1496596013434923161;1496596013436802044;fe18f5d47736;0;0
$1;1496596013458640778;api.vetsGET;80677B26B00D852EBE7DEDFD60E605D3;4047469427610878710;1496596013438790654;1496596013458632476;fe18f5d47736;0;0
$1;1496596013483566180;api.ownersGET;80677B26B00D852EBE7DEDFD60E605D3;4047469427610878711;1496596013460696335;1496596013483554439;fe18f5d47736;0;0
$1;1496596013496419040;api.ownersNumberedGET;80677B26B00D852EBE7DEDFD60E605D3;4047469427610878712;1496596013485550721;1496596013496413313;fe18f5d47736;0;0
$1;1496596013520295031;api.ownersNumberedPUT;80677B26B00D852EBE7DEDFD60E605D3;4047469427610878713;1496596013504711932;1496596013520287042;fe18f5d47736;0;0
$1;1496596013535878497;api.petsNumberedGET;80677B26B00D852EBE7DEDFD60E605D3;4047469427610878714;1496596013522385620;1496596013535870718;fe18f5d47736;0;0
$1;1496596013551724361;api.visitsGET;80677B26B00D852EBE7DEDFD60E605D3;4047469427610878715;1496596013537935303;1496596013551716248;fe18f5d47736;0;0
$1;1496596013556291871;HTTP_API-Gateway.gateway.GET;EEA74DBAD13A2E811FAB120281A35CC6;4047469427610878716;1496596013554456830;1496596013556264868;fe18f5d47736;0;0
$1;1496596013578832059;api.vetsGET;EEA74DBAD13A2E811FAB120281A35CC6;4047469427610878717;1496596013558671362;1496596013578824526;fe18f5d47736;0;0
$1;1496596013605576865;api.ownersGET;EEA74DBAD13A2E811FAB120281A35CC6;4047469427610878718;1496596013581046056;1496596013605568793;fe18f5d47736;0;0
$1;1496596013635804947;api.petsNumberedGET;EEA74DBAD13A2E811FAB120281A35CC6;4047469427610878721;1496596013621421402;1496596013635797730;fe18f5d47736;0;0
$1;1496596013650577173;api.visitsGET;EEA74DBAD13A2E811FAB120281A35CC6;4047469427610878722;1496596013638568382;1496596013650570768;fe18f5d47736;0;0
$1;1496596013654986094;HTTP_API-Gateway.gateway.GET;3218FC48FEBA331EF2BD0CD5CF2BDE65;4047469427610878723;1496596013653152422;1496596013654959855;fe18f5d47736;0;0
$1;1496596013677337946;api.vetsGET;3218FC48FEBA331EF2BD0CD5CF2BDE65;4047469427610878724;1496596013657091018;1496596013677330304;fe18f5d47736;0;0
$1;1496596013701799541;api.ownersGET;3218FC48FEBA331EF2BD0CD5CF2BDE65;4047469427610878725;1496596013679512352;1496596013701793501;fe18f5d47736;0;0
$1;1496596013715373402;api.ownersNumberedGET;3218FC48FEBA331EF2BD0CD5CF2BDE65;4047469427610878726;1496596013703848597;1496596013715362580;fe18f5d47736;0;0
$1;1496596013749418226;api.ownersNumberedPUT;3218FC48FEBA331EF2BD0CD5CF2BDE65;4047469427610878727;1496596013734180320;1496596013749411512;fe18f5d47736;0;0
$1;1496596013763553043;api.petsNumberedGET;3218FC48FEBA331EF2BD0CD5CF2BDE65;4047469427610878728;1496596013751241487;1496596013763546725;fe18f5d47736;0;0
$1;1496596013780759794;api.visitsGET;3218FC48FEBA331EF2BD0CD5CF2BDE65;4047469427610878729;1496596013765283127;1496596013780750876;fe18f5d47736;0;0
$1;1496596013785005461;HTTP_API-Gateway.gateway.GET;EB85E61D3EDA6FE0C088B587957ECE07;4047469427610878730;1496596013783286616;1496596013784978055;fe18f5d47736;0;0
$1;1496596013805658080;api.vetsGET;EB85E61D3EDA6FE0C088B587957ECE07;4047469427610878731;1496596013786728688;1496596013805652732;fe18f5d47736;0;0
$1;1496596013829411103;api.ownersGET;EB85E61D3EDA6FE0C088B587957ECE07;4047469427610878732;1496596013807561744;1496596013829398293;fe18f5d47736;0;0
$1;1496596013842750090;api.ownersNumberedGET;EB85E61D3EDA6FE0C088B587957ECE07;4047469427610878733;1496596013831769745;1496596013842742210;fe18f5d47736;0;0
$1;1496596013865237471;api.ownersNumberedPUT;EB85E61D3EDA6FE0C088B587957ECE07;4047469427610878734;1496596013849864623;1496596013865229988;fe18f5d47736;0;0
$1;1496596013880111897;api.petsNumberedGET;EB85E61D3EDA6FE0C088B587957ECE07;4047469427610878735;1496596013867412938;1496596013880104248;fe18f5d47736;0;0
$1;1496596013895993490;api.visitsGET;EB85E61D3EDA6FE0C088B587957ECE07;4047469427610878736;1496596013882475348;1496596013895987798;fe18f5d47736;0;0
$1;1496596013900264599;HTTP_API-Gateway.gateway.GET;B75EA54F2515F1B2D6965E83A75C1A09;4047469427610878737;1496596013898475133;1496596013900236855;fe18f5d47736;0;0
$1;1496596013922351887;api.vetsGET;B75EA54F2515F1B2D6965E83A75C1A09;4047469427610878738;1496596013902022812;1496596013922337522;fe18f5d47736;0;0
$1;1496596013946085412;api.ownersGET;B75EA54F2515F1B2D6965E83A75C1A09;4047469427610878739;1496596013924174191;1496596013946079303;fe18f5d47736;0;0
$1;1496596013958294018;api.ownersNumberedGET;B75EA54F2515F1B2D6965E83A75C1A09;4047469427610878740;1496596013947685212;1496596013958287738;fe18f5d47736;0;0
$1;1496596013982184012;api.ownersNumberedPUT;B75EA54F2515F1B2D6965E83A75C1A09;4047469427610878741;1496596013965631227;1496596013982174804;fe18f5d47736;0;0
$1;1496596013997528947;api.petsNumberedGET;B75EA54F2515F1B2D6965E83A75C1A09;4047469427610878742;1496596013984708014;1496596013997522978;fe18f5d47736;0;0
$1;1496596014013014260;api.visitsGET;B75EA54F2515F1B2D6965E83A75C1A09;4047469427610878743;1496596013999513036;1496596014013006939;fe18f5d47736;0;0
$1;1496596014017338942;HTTP_API-Gateway.gateway.GET;64C04BB8FC417C78EF12011593322BAB;4047469427610878744;1496596014015683594;1496596014017308267;fe18f5d47736;0;0
$1;1496596014038837002;api.vetsGET;64C04BB8FC417C78EF12011593322BAB;4047469427610878745;1496596014019270299;1496596014038830317;fe18f5d47736;0;0
$1;1496596014062588380;api.ownersGET;64C04BB8FC417C78EF12011593322BAB;4047469427610878746;1496596014041219589;1496596014062576991;fe18f5d47736;0;0
$1;1496596014074464624;api.ownersNumberedGET;64C04BB8FC417C78EF12011593322BAB;4047469427610878747;1496596014064558310;1496596014074458034;fe18f5d47736;0;0
$1;1496596014099368840;api.ownersNumberedPUT;64C04BB8FC417C78EF12011593322BAB;4047469427610878748;1496596014081789890;1496596014099358276;fe18f5d47736;0;0
$1;1496596014116773705;api.visitsGET;64C04BB8FC417C78EF12011593322BAB;4047469427610878750;1496596014104191236;1496596014116762346;fe18f5d47736;0;0
$1;1496596014121013612;HTTP_API-Gateway.gateway.GET;08FF68A1A07AC8894A47890B1BD486F8;4047469427610878751;1496596014119231162;1496596014120985070;fe18f5d47736;0;0
$1;1496596014142549384;api.vetsGET;08FF68A1A07AC8894A47890B1BD486F8;4047469427610878752;1496596014122860275;1496596014142541151;fe18f5d47736;0;0
$1;1496596014166315941;api.ownersGET;08FF68A1A07AC8894A47890B1BD486F8;4047469427610878753;1496596014144840766;1496596014166308767;fe18f5d47736;0;0
$1;1496596014180262835;api.ownersNumberedGET;08FF68A1A07AC8894A47890B1BD486F8;4047469427610878754;1496596014168423945;1496596014180256273;fe18f5d47736;0;0
$1;1496596014202679673;api.ownersNumberedPUT;08FF68A1A07AC8894A47890B1BD486F8;4047469427610878755;1496596014187981551;1496596014202673614;fe18f5d47736;0;0
$1;1496596014221975772;api.visitsGET;08FF68A1A07AC8894A47890B1BD486F8;4047469427610878757;1496596014207094135;1496596014221969115;fe18f5d47736;0;0
$1;1496596014226048281;HTTP_API-Gateway.gateway.GET;2397F780F52CFE2A8CC01CF253069132;4047469427610878758;1496596014224411587;1496596014226018772;fe18f5d47736;0;0
$1;1496596014247671705;api.vetsGET;2397F780F52CFE2A8CC01CF253069132;4047469427610878759;1496596014227699788;1496596014247659063;fe18f5d47736;0;0
$1;1496596014274167908;api.ownersGET;2397F780F52CFE2A8CC01CF253069132;4047469427610878760;1496596014250159047;1496596014274158948;fe18f5d47736;0;0
$1;1496596014287581090;api.ownersNumberedGET;2397F780F52CFE2A8CC01CF253069132;4047469427610878761;1496596014276494182;1496596014287575143;fe18f5d47736;0;0
$1;1496596014311664697;api.ownersNumberedPUT;2397F780F52CFE2A8CC01CF253069132;4047469427610878762;1496596014295304708;1496596014311656446;fe18f5d47736;0;0
$1;1496596014331064521;api.visitsGET;2397F780F52CFE2A8CC01CF253069132;4047469427610878764;1496596014316299797;1496596014331058137;fe18f5d47736;0;0
$1;1496596014335298893;HTTP_API-Gateway.gateway.GET;D24B300425433E19B5D2FF94BBF05174;4047469427610878765;1496596014333573994;1496596014335271871;fe18f5d47736;0;0
$1;1496596014367303751;api.vetsGET;D24B300425433E19B5D2FF94BBF05174;4047469427610878766;1496596014337009055;1496596014367292766;fe18f5d47736;0;0
$1;1496596014392144673;api.ownersGET;D24B300425433E19B5D2FF94BBF05174;4047469427610878767;1496596014369888853;1496596014392132291;fe18f5d47736;0;0
$1;1496596014404195540;api.ownersNumberedGET;D24B300425433E19B5D2FF94BBF05174;4047469427610878768;1496596014394209861;1496596014404188105;fe18f5d47736;0;0
$1;1496596014426212215;api.ownersNumberedPUT;D24B300425433E19B5D2FF94BBF05174;4047469427610878769;1496596014411784041;1496596014426201848;fe18f5d47736;0;0
$1;1496596014443496493;api.visitsGET;D24B300425433E19B5D2FF94BBF05174;4047469427610878771;1496596014430364178;1496596014443490175;fe18f5d47736;0;0
$1;1496596014447570045;HTTP_API-Gateway.gateway.GET;29AE6693397621FF904DB57AEE0E1C80;4047469427610878772;1496596014445724022;1496596014447539558;fe18f5d47736;0;0
$1;1496596014470370736;api.vetsGET;29AE6693397621FF904DB57AEE0E1C80;4047469427610878773;1496596014449076808;1496596014470362481;fe18f5d47736;0;0
$1;1496596014495250929;api.ownersGET;29AE6693397621FF904DB57AEE0E1C80;4047469427610878774;1496596014472604076;1496596014495243175;fe18f5d47736;0;0
$1;1496596014509394865;api.ownersNumberedGET;29AE6693397621FF904DB57AEE0E1C80;4047469427610878775;1496596014497384850;1496596014509387035;fe18f5d47736;0;0
$1;1496596014534508139;api.ownersNumberedPUT;29AE6693397621FF904DB57AEE0E1C80;4047469427610878776;1496596014517633015;1496596014534500285;fe18f5d47736;0;0
$1;1496596014550368385;api.petsNumberedGET;29AE6693397621FF904DB57AEE0E1C80;4047469427610878777;1496596014536949695;1496596014550361366;fe18f5d47736;0;0
$1;1496596014566311333;api.visitsGET;29AE6693397621FF904DB57AEE0E1C80;4047469427610878778;1496596014552906774;1496596014566303085;fe18f5d47736;0;0
$1;1496596014570365044;HTTP_API-Gateway.gateway.GET;0A563F4BDEF40C1E71641025AD73288C;4047469427610878779;1496596014568710838;1496596014570337380;fe18f5d47736;0;0
$1;1496596014592751277;api.vetsGET;0A563F4BDEF40C1E71641025AD73288C;4047469427610878780;1496596014572089213;1496596014592739380;fe18f5d47736;0;0
$1;1496596014618816046;api.ownersGET;0A563F4BDEF40C1E71641025AD73288C;4047469427610878781;1496596014595411892;1496596014618809490;fe18f5d47736;0;0
$1;1496596014631506575;api.ownersNumberedGET;0A563F4BDEF40C1E71641025AD73288C;4047469427610878782;1496596014620661199;1496596014631501221;fe18f5d47736;0;0
$1;1496596014654295558;api.ownersNumberedPUT;0A563F4BDEF40C1E71641025AD73288C;4047469427610878783;1496596014638920020;1496596014654289729;fe18f5d47736;0;0
$1;1496596014668120021;api.petsNumberedGET;0A563F4BDEF40C1E71641025AD73288C;4047469427610878784;1496596014656201233;1496596014668115784;fe18f5d47736;0;0
$1;1496596014682960771;api.visitsGET;0A563F4BDEF40C1E71641025AD73288C;4047469427610878785;1496596014670161164;1496596014682952417;fe18f5d47736;0;0
$1;1496596014687489946;HTTP_API-Gateway.gateway.GET;1A3BB81F965CE012E96E5CF29702AB0E;4047469427610878786;1496596014685819369;1496596014687465364;fe18f5d47736;0;0
$1;1496596014708138102;api.vetsGET;1A3BB81F965CE012E96E5CF29702AB0E;4047469427610878787;1496596014689375189;1496596014708126487;fe18f5d47736;0;0
$1;1496596014733346526;api.ownersGET;1A3BB81F965CE012E96E5CF29702AB0E;4047469427610878788;1496596014710525260;1496596014733341343;fe18f5d47736;0;0
$1;1496596014759271125;api.petsNumberedGET;1A3BB81F965CE012E96E5CF29702AB0E;4047469427610878791;1496596014745536430;1496596014759265458;fe18f5d47736;0;0
$1;1496596014779972304;api.visitsGET;1A3BB81F965CE012E96E5CF29702AB0E;4047469427610878792;1496596014761271760;1496596014779965676;fe18f5d47736;0;0
$1;1496596014784782014;HTTP_API-Gateway.gateway.GET;069E623E8F275007E6A4A1D30CC473F1;4047469427610878793;1496596014782877928;1496596014784749737;fe18f5d47736;0;0
$1;1496596014807929527;api.vetsGET;069E623E8F275007E6A4A1D30CC473F1;4047469427610878794;1496596014787141045;1496596014807920487;fe18f5d47736;0;0
$1;1496596014833300076;api.ownersGET;069E623E8F275007E6A4A1D30CC473F1;4047469427610878795;1496596014810030443;1496596014833292434;fe18f5d47736;0;0
$1;1496596014846670476;api.ownersNumberedGET;069E623E8F275007E6A4A1D30CC473F1;4047469427610878796;1496596014835740086;1496596014846664259;fe18f5d47736;0;0
$1;1496596014868637056;api.ownersNumberedPUT;069E623E8F275007E6A4A1D30CC473F1;4047469427610878797;1496596014853880697;1496596014868629989;fe18f5d47736;0;0
$1;1496596014884521751;api.petsNumberedGET;069E623E8F275007E6A4A1D30CC473F1;4047469427610878798;1496596014870610381;1496596014884514259;fe18f5d47736;0;0
$1;1496596014901522034;api.visitsGET;069E623E8F275007E6A4A1D30CC473F1;4047469427610878799;1496596014887063938;1496596014901514619;fe18f5d47736;0;0
$1;1496596014906124841;HTTP_API-Gateway.gateway.GET;D0CAE7C46586AD528F65686A024AE314;4047469427610878800;1496596014904417871;1496596014906095135;fe18f5d47736;0;0
$1;1496596014927742648;api.vetsGET;D0CAE7C46586AD528F65686A024AE314;4047469427610878801;1496596014908186918;1496596014927735804;fe18f5d47736;0;0
$1;1496596014951251600;api.ownersGET;D0CAE7C46586AD528F65686A024AE314;4047469427610878802;1496596014929579665;1496596014951243925;fe18f5d47736;0;0
$1;1496596014966190108;api.ownersNumberedGET;D0CAE7C46586AD528F65686A024AE314;4047469427610878803;1496596014953704505;1496596014966181670;fe18f5d47736;0;0
$1;1496596014990673680;api.ownersNumberedPUT;D0CAE7C46586AD528F65686A024AE314;4047469427610878804;1496596014973897824;1496596014990665915;fe18f5d47736;0;0
$1;1496596015007126953;api.petsNumberedGET;D0CAE7C46586AD528F65686A024AE314;4047469427610878805;1496596014993016702;1496596015007115334;fe18f5d47736;0;0
$1;1496596015024197302;api.visitsGET;D0CAE7C46586AD528F65686A024AE314;4047469427610878806;1496596015009818029;1496596015024190026;fe18f5d47736;0;0
$1;1496596015028409238;HTTP_API-Gateway.gateway.GET;681D72BDDB84CE28F85F6459E9DDBFC5;4047469427610878807;1496596015026596983;1496596015028380855;fe18f5d47736;0;0
$1;1496596015049538744;api.vetsGET;681D72BDDB84CE28F85F6459E9DDBFC5;4047469427610878808;1496596015030248366;1496596015049526909;fe18f5d47736;0;0
$1;1496596015074114289;api.ownersGET;681D72BDDB84CE28F85F6459E9DDBFC5;4047469427610878809;1496596015052016317;1496596015074106885;fe18f5d47736;0;0
$1;1496596015086803813;api.ownersNumberedGET;681D72BDDB84CE28F85F6459E9DDBFC5;4047469427610878810;1496596015075802435;1496596015086795964;fe18f5d47736;0;0
$1;1496596015112015693;api.ownersNumberedPUT;681D72BDDB84CE28F85F6459E9DDBFC5;4047469427610878811;1496596015094766887;1496596015112008270;fe18f5d47736;0;0
$1;1496596015127856026;api.petsNumberedGET;681D72BDDB84CE28F85F6459E9DDBFC5;4047469427610878812;1496596015114481222;1496596015127848519;fe18f5d47736;0;0
$1;1496596015144232275;api.visitsGET;681D72BDDB84CE28F85F6459E9DDBFC5;4047469427610878813;1496596015130338383;1496596015144220918;fe18f5d47736;0;0
$1;1496596015149559068;HTTP_API-Gateway.gateway.GET;55C381AFA74CF74520B070E3F516720E;4047469427610878814;1496596015147088011;1496596015149528304;fe18f5d47736;0;0
$1;1496596015170816976;api.vetsGET;55C381AFA74CF74520B070E3F516720E;4047469427610878815;1496596015151683202;1496596015170807497;fe18f5d47736;0;0
$1;1496596015194293366;api.ownersGET;55C381AFA74CF74520B070E3F516720E;4047469427610878816;1496596015172926476;1496596015194287419;fe18f5d47736;0;0
$1;1496596015206010075;api.ownersNumberedGET;55C381AFA74CF74520B070E3F516720E;4047469427610878817;1496596015195895751;1496596015206005521;fe18f5d47736;0;0
$1;1496596015228376111;api.ownersNumberedPUT;55C381AFA74CF74520B070E3F516720E;4047469427610878818;1496596015213279753;1496596015228371723;fe18f5d47736;0;0
$1;1496596015246654220;api.petsNumberedGET;55C381AFA74CF74520B070E3F516720E;4047469427610878819;1496596015232284288;1496596015246642578;fe18f5d47736;0;0
$1;1496596015264738076;api.visitsGET;55C381AFA74CF74520B070E3F516720E;4047469427610878820;1496596015249210135;1496596015264727095;fe18f5d47736;0;0
$1;1496596015269383181;HTTP_API-Gateway.gateway.GET;2BCD0C62068D5F63DAFA8D9D8E1A267F;4047469427610878821;1496596015267628341;1496596015269354568;fe18f5d47736;0;0
$1;1496596015291840379;api.vetsGET;2BCD0C62068D5F63DAFA8D9D8E1A267F;4047469427610878822;1496596015271624891;1496596015291830510;fe18f5d47736;0;0
$1;1496596015317185373;api.ownersGET;2BCD0C62068D5F63DAFA8D9D8E1A267F;4047469427610878823;1496596015294333810;1496596015317177800;fe18f5d47736;0;0
$1;1496596015334052823;api.ownersNumberedGET;2BCD0C62068D5F63DAFA8D9D8E1A267F;4047469427610878824;1496596015319389047;1496596015334044608;fe18f5d47736;0;0
$1;1496596015359351905;api.ownersNumberedPUT;2BCD0C62068D5F63DAFA8D9D8E1A267F;4047469427610878825;1496596015341599532;1496596015359345391;fe18f5d47736;0;0
$1;1496596015373813208;api.petsNumberedGET;2BCD0C62068D5F63DAFA8D9D8E1A267F;4047469427610878826;1496596015361731188;1496596015373807892;fe18f5d47736;0;0
$1;1496596015391000852;api.visitsGET;2BCD0C62068D5F63DAFA8D9D8E1A267F;4047469427610878827;1496596015375857995;1496596015390991179;fe18f5d47736;0;0
$1;1496596015395905506;HTTP_API-Gateway.gateway.GET;955E9EA38085D3804AD3353607D6AA5F;4047469427610878828;1496596015394045786;1496596015395875023;fe18f5d47736;0;0
$1;1496596015417599358;api.vetsGET;955E9EA38085D3804AD3353607D6AA5F;4047469427610878829;1496596015397947892;1496596015417593202;fe18f5d47736;0;0
$1;1496596015440738890;api.ownersGET;955E9EA38085D3804AD3353607D6AA5F;4047469427610878830;1496596015419336628;1496596015440728509;fe18f5d47736;0;0
$1;1496596015453598551;api.ownersNumberedGET;955E9EA38085D3804AD3353607D6AA5F;4047469427610878831;1496596015442801629;1496596015453592643;fe18f5d47736;0;0
$1;1496596015478497627;api.ownersNumberedPUT;955E9EA38085D3804AD3353607D6AA5F;4047469427610878832;1496596015461609017;1496596015478491421;fe18f5d47736;0;0
$1;1496596015492852648;api.petsNumberedGET;955E9EA38085D3804AD3353607D6AA5F;4047469427610878833;1496596015480384374;1496596015492848028;fe18f5d47736;0;0
$1;1496596015509803771;api.visitsGET;955E9EA38085D3804AD3353607D6AA5F;4047469427610878834;1496596015494812005;1496596015509797361;fe18f5d47736;0;0
$1;1496596015514065942;HTTP_API-Gateway.gateway.GET;D473BBC89410C69351D1228ADA9D1C58;4047469427610878835;1496596015512348435;1496596015514037769;fe18f5d47736;0;0
$1;1496596015536400569;api.vetsGET;D473BBC89410C69351D1228ADA9D1C58;4047469427610878836;1496596015515939065;1496596015536388393;fe18f5d47736;0;0
$1;1496596015559091440;api.ownersGET;D473BBC89410C69351D1228ADA9D1C58;4047469427610878837;1496596015538490326;1496596015559083128;fe18f5d47736;0;0
$1;1496596015570197091;api.ownersNumberedGET;D473BBC89410C69351D1228ADA9D1C58;4047469427610878838;1496596015561004300;1496596015570192354;fe18f5d47736;0;0
$1;1496596015592589443;api.ownersNumberedPUT;D473BBC89410C69351D1228ADA9D1C58;4047469427610878839;1496596015577453786;1496596015592583290;fe18f5d47736;0;0
$1;1496596015612737372;api.visitsGET;D473BBC89410C69351D1228ADA9D1C58;4047469427610878841;1496596015597276708;1496596015612731343;fe18f5d47736;0;0
$1;1496596015621273595;HTTP_API-Gateway.gateway.GET;62AFA99FA64864B9A6721DAF68CCDD17;4047469427610878842;1496596015616054580;1496596015621240231;fe18f5d47736;0;0
$1;1496596015671702034;api.vetsGET;62AFA99FA64864B9A6721DAF68CCDD17;4047469427610878843;1496596015624145357;1496596015671692922;fe18f5d47736;0;0
$1;1496596015694740667;api.ownersGET;62AFA99FA64864B9A6721DAF68CCDD17;4047469427610878844;1496596015674194957;1496596015694735025;fe18f5d47736;0;0
$1;1496596015707746505;api.ownersNumberedGET;62AFA99FA64864B9A6721DAF68CCDD17;4047469427610878845;1496596015696580335;1496596015707739187;fe18f5d47736;0;0
$1;1496596015731929385;api.ownersNumberedPUT;62AFA99FA64864B9A6721DAF68CCDD17;4047469427610878846;1496596015716624064;1496596015731923942;fe18f5d47736;0;0
$1;1496596015781689566;api.visitsGET;62AFA99FA64864B9A6721DAF68CCDD17;4047469427610878848;1496596015736988269;1496596015781676983;fe18f5d47736;0;0
$1;1496596015786812103;HTTP_API-Gateway.gateway.GET;233BAA1E7602E25605C1B77622F4D291;4047469427610878849;1496596015785087267;1496596015786787011;fe18f5d47736;0;0
$1;1496596015812701475;api.vetsGET;233BAA1E7602E25605C1B77622F4D291;4047469427610878850;1496596015788790779;1496596015812690191;fe18f5d47736;0;0
$1;1496596015837624844;api.ownersGET;233BAA1E7602E25605C1B77622F4D291;4047469427610878851;1496596015815251570;1496596015837618591;fe18f5d47736;0;0
$1;1496596015848753744;api.ownersNumberedGET;233BAA1E7602E25605C1B77622F4D291;4047469427610878852;1496596015839131150;1496596015848748308;fe18f5d47736;0;0
$1;1496596015870188672;api.ownersNumberedPUT;233BAA1E7602E25605C1B77622F4D291;4047469427610878853;1496596015856016893;1496596015870180885;fe18f5d47736;0;0
$1;1496596015891046852;api.visitsGET;233BAA1E7602E25605C1B77622F4D291;4047469427610878855;1496596015875309712;1496596015891039069;fe18f5d47736;0;0
$1;1496596015895338047;HTTP_API-Gateway.gateway.GET;EFD82806E1139D4D8306D9ECB7836B6D;4047469427610878856;1496596015893473802;1496596015895132080;fe18f5d47736;0;0
$1;1496596015916621837;api.vetsGET;EFD82806E1139D4D8306D9ECB7836B6D;4047469427610878857;1496596015897274986;1496596015916614520;fe18f5d47736;0;0
$1;1496596015938856811;api.ownersGET;EFD82806E1139D4D8306D9ECB7836B6D;4047469427610878858;1496596015918580216;1496596015938849646;fe18f5d47736;0;0
