$0;1494868693079977016;1.10;KIEKER-SINGLETON;7a3908937685;1;false;0;NANOSECONDS;1
$1;1494868744804103313;HTTP_VisitsService.GET;756B4154D5EBCE86605E05901569959C;6922595577221873900;1494868744780279779;1494868744804078246;7a3908937685;1;1
$1;1494868744827903117;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);756B4154D5EBCE86605E05901569959C;6922595577221873901;1494868744821953149;1494868744827894116;7a3908937685;4;4
$1;1494868744828380857;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;756B4154D5EBCE86605E05901569959C;6922595577221873901;1494868744828143280;1494868744828377791;7a3908937685;5;4
$1;1494868744829835260;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;756B4154D5EBCE86605E05901569959C;6922595577221873901;1494868744820558306;1494868744829803008;7a3908937685;3;3
$1;1494868744831457999;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);756B4154D5EBCE86605E05901569959C;6922595577221873901;1494868744820547462;1494868744831454614;7a3908937685;2;2
$1;1494868744831909131;HTTP_VisitsService.POST;756B4154D5EBCE86605E05901569959C;6922595577221873901;1494868744819644982;1494868744831897884;7a3908937685;1;1
$1;1494868745253894918;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873908;1494868745249253291;1494868745253890347;7a3908937685;4;4
$1;1494868745257703998;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873908;1494868745248442071;1494868745257699379;7a3908937685;3;3
$1;1494868745257822639;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873908;1494868745248432391;1494868745257820454;7a3908937685;2;2
$1;1494868745266069914;HTTP_VisitsService.GET;EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873908;1494868745248036501;1494868745266057058;7a3908937685;1;1
$1;1494868745282814622;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873909;1494868745281331442;1494868745282810875;7a3908937685;4;4
$1;1494868745283217653;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873909;1494868745282951066;1494868745283215646;7a3908937685;5;4
$1;1494868745287787216;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873909;1494868745280727911;1494868745287783265;7a3908937685;3;3
$1;1494868745287923573;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873909;1494868745280717581;1494868745287921210;7a3908937685;2;2
$1;1494868745295745183;HTTP_VisitsService.POST;EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873909;1494868745279756242;1494868745295727359;7a3908937685;1;1
$1;1494868745632949884;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);8791464088909FFB0F8C86483B5CC6C4;6922595577221873916;1494868745627909995;1494868745632945791;7a3908937685;4;4
$1;1494868745634798875;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);8791464088909FFB0F8C86483B5CC6C4;6922595577221873916;1494868745624983006;1494868745634795323;7a3908937685;3;3
$1;1494868745634927341;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);8791464088909FFB0F8C86483B5CC6C4;6922595577221873916;1494868745624973802;1494868745634925486;7a3908937685;2;2
$1;1494868745640151671;HTTP_VisitsService.GET;8791464088909FFB0F8C86483B5CC6C4;6922595577221873916;1494868745624618673;1494868745640135721;7a3908937685;1;1
$1;1494868745667064623;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);8791464088909FFB0F8C86483B5CC6C4;6922595577221873917;1494868745661327696;1494868745667060236;7a3908937685;4;4
$1;1494868745667523644;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;8791464088909FFB0F8C86483B5CC6C4;6922595577221873917;1494868745667337280;1494868745667521374;7a3908937685;5;4
$1;1494868745668430203;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;8791464088909FFB0F8C86483B5CC6C4;6922595577221873917;1494868745659948253;1494868745668427610;7a3908937685;3;3
$1;1494868745668539921;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);8791464088909FFB0F8C86483B5CC6C4;6922595577221873917;1494868745659937223;1494868745668538057;7a3908937685;2;2
$1;1494868745669418238;HTTP_VisitsService.POST;8791464088909FFB0F8C86483B5CC6C4;6922595577221873917;1494868745656717507;1494868745669402253;7a3908937685;1;1
$1;1494868745977985416;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);6814BABB16421F69954F59FAF902857A;6922595577221873924;1494868745969311384;1494868745977980877;7a3908937685;4;4
$1;1494868745983209693;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);6814BABB16421F69954F59FAF902857A;6922595577221873924;1494868745967569358;1494868745983205217;7a3908937685;3;3
$1;1494868745983331333;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);6814BABB16421F69954F59FAF902857A;6922595577221873924;1494868745967559361;1494868745983329108;7a3908937685;2;2
$1;1494868745999959543;HTTP_VisitsService.GET;6814BABB16421F69954F59FAF902857A;6922595577221873924;1494868745963195685;1494868745999946229;7a3908937685;1;1
$1;1494868746028922203;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);6814BABB16421F69954F59FAF902857A;6922595577221873925;1494868746023230140;1494868746028918407;7a3908937685;4;4
$1;1494868746029462553;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;6814BABB16421F69954F59FAF902857A;6922595577221873925;1494868746029071458;1494868746029460346;7a3908937685;5;4
$1;1494868746031428630;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;6814BABB16421F69954F59FAF902857A;6922595577221873925;1494868746021381425;1494868746031423804;7a3908937685;3;3
$1;1494868746031555092;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);6814BABB16421F69954F59FAF902857A;6922595577221873925;1494868746021370955;1494868746031552957;7a3908937685;2;2
$1;1494868746032541866;HTTP_VisitsService.POST;6814BABB16421F69954F59FAF902857A;6922595577221873925;1494868746020319610;1494868746032531109;7a3908937685;1;1
$1;1494868746353042087;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);1123794851EFEB19CD5554B711ACA6BD;6922595577221873932;1494868746348523991;1494868746353037238;7a3908937685;4;4
$1;1494868746355170537;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);1123794851EFEB19CD5554B711ACA6BD;6922595577221873932;1494868746347764942;1494868746355166296;7a3908937685;3;3
$1;1494868746355570093;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);1123794851EFEB19CD5554B711ACA6BD;6922595577221873932;1494868746347755832;1494868746355567263;7a3908937685;2;2
$1;1494868746359089664;HTTP_VisitsService.GET;1123794851EFEB19CD5554B711ACA6BD;6922595577221873932;1494868746347390337;1494868746359067289;7a3908937685;1;1
$1;1494868746521864398;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);1123794851EFEB19CD5554B711ACA6BD;6922595577221873933;1494868746516862089;1494868746521857960;7a3908937685;4;4
$1;1494868746522688742;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;1123794851EFEB19CD5554B711ACA6BD;6922595577221873933;1494868746522044430;1494868746522684805;7a3908937685;5;4
$1;1494868746525380878;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;1123794851EFEB19CD5554B711ACA6BD;6922595577221873933;1494868746515581168;1494868746525375443;7a3908937685;3;3
$1;1494868746525535219;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);1123794851EFEB19CD5554B711ACA6BD;6922595577221873933;1494868746515570061;1494868746525532335;7a3908937685;2;2
$1;1494868746525953709;HTTP_VisitsService.POST;1123794851EFEB19CD5554B711ACA6BD;6922595577221873933;1494868746514520226;1494868746525941419;7a3908937685;1;1
$1;1494868746828179289;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);2EF5127FD4281AA28084FDF4DB31D057;6922595577221873940;1494868746823650927;1494868746828175057;7a3908937685;4;4
$1;1494868746829703035;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);2EF5127FD4281AA28084FDF4DB31D057;6922595577221873940;1494868746822841684;1494868746829699301;7a3908937685;3;3
$1;1494868746829802350;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);2EF5127FD4281AA28084FDF4DB31D057;6922595577221873940;1494868746822832352;1494868746829782826;7a3908937685;2;2
$1;1494868746837757663;HTTP_VisitsService.GET;2EF5127FD4281AA28084FDF4DB31D057;6922595577221873940;1494868746822440491;1494868746837743217;7a3908937685;1;1
$1;1494868746863025285;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);2EF5127FD4281AA28084FDF4DB31D057;6922595577221873941;1494868746860709668;1494868746863021187;7a3908937685;4;4
$1;1494868746865586538;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;2EF5127FD4281AA28084FDF4DB31D057;6922595577221873941;1494868746865382873;1494868746865584060;7a3908937685;5;4
$1;1494868746867604814;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;2EF5127FD4281AA28084FDF4DB31D057;6922595577221873941;1494868746860082923;1494868746867599663;7a3908937685;3;3
$1;1494868746867741079;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);2EF5127FD4281AA28084FDF4DB31D057;6922595577221873941;1494868746860072639;1494868746867739324;7a3908937685;2;2
$1;1494868746868049067;HTTP_VisitsService.POST;2EF5127FD4281AA28084FDF4DB31D057;6922595577221873941;1494868746858533143;1494868746868038908;7a3908937685;1;1
$1;1494868747167860812;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);ADEBFC950C78CF1CD681586A4953298C;6922595577221873948;1494868747163761975;1494868747167856339;7a3908937685;4;4
$1;1494868747170722086;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);ADEBFC950C78CF1CD681586A4953298C;6922595577221873948;1494868747162986899;1494868747170716794;7a3908937685;3;3
$1;1494868747177358768;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);ADEBFC950C78CF1CD681586A4953298C;6922595577221873948;1494868747162977332;1494868747177340092;7a3908937685;2;2
$1;1494868747182809714;HTTP_VisitsService.GET;ADEBFC950C78CF1CD681586A4953298C;6922595577221873948;1494868747162565550;1494868747182793534;7a3908937685;1;1
$1;1494868747207568890;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);ADEBFC950C78CF1CD681586A4953298C;6922595577221873949;1494868747201645195;1494868747207564833;7a3908937685;4;4
$1;1494868747208004527;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;ADEBFC950C78CF1CD681586A4953298C;6922595577221873949;1494868747207814664;1494868747208002619;7a3908937685;5;4
$1;1494868747208831681;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;ADEBFC950C78CF1CD681586A4953298C;6922595577221873949;1494868747199727656;1494868747208828776;7a3908937685;3;3
$1;1494868747208953550;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);ADEBFC950C78CF1CD681586A4953298C;6922595577221873949;1494868747199716553;1494868747208951502;7a3908937685;2;2
$1;1494868747209308661;HTTP_VisitsService.POST;ADEBFC950C78CF1CD681586A4953298C;6922595577221873949;1494868747198326777;1494868747209297521;7a3908937685;1;1
$1;1494868747482956434;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873956;1494868747477963256;1494868747482952167;7a3908937685;4;4
$1;1494868747486649436;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873956;1494868747475767102;1494868747486645120;7a3908937685;3;3
$1;1494868747486761034;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873956;1494868747475757998;1494868747486758308;7a3908937685;2;2
$1;1494868747491969231;HTTP_VisitsService.GET;66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873956;1494868747475389172;1494868747491943485;7a3908937685;1;1
$1;1494868747511893455;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873957;1494868747510364110;1494868747511889075;7a3908937685;4;4
$1;1494868747517392455;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873957;1494868747517177557;1494868747517389424;7a3908937685;5;4
$1;1494868747518198948;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873957;1494868747508981779;1494868747518196182;7a3908937685;3;3
$1;1494868747518265927;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873957;1494868747508971361;1494868747518264392;7a3908937685;2;2
$1;1494868747518518297;HTTP_VisitsService.POST;66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873957;1494868747507774647;1494868747518508485;7a3908937685;1;1
$1;1494868747828570063;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873964;1494868747826819441;1494868747828565974;7a3908937685;4;4
$1;1494868747829753965;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873964;1494868747825983337;1494868747829750664;7a3908937685;3;3
$1;1494868747830507665;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873964;1494868747825974860;1494868747830504508;7a3908937685;2;2
$1;1494868747836991342;HTTP_VisitsService.GET;1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873964;1494868747825606418;1494868747836977808;7a3908937685;1;1
$1;1494868747857796514;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873965;1494868747856216926;1494868747857792495;7a3908937685;4;4
$1;1494868747858231317;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873965;1494868747857949958;1494868747858229183;7a3908937685;5;4
$1;1494868747861194254;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873965;1494868747853636899;1494868747861190019;7a3908937685;3;3
$1;1494868747861281112;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873965;1494868747853589911;1494868747861279419;7a3908937685;2;2
$1;1494868747861570118;HTTP_VisitsService.POST;1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873965;1494868747852708631;1494868747861560399;7a3908937685;1;1
$1;1494868748196920384;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);CAB4195940A18564C5728655272644BE;6922595577221873972;1494868748193190282;1494868748196915949;7a3908937685;4;4
$1;1494868748198720897;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);CAB4195940A18564C5728655272644BE;6922595577221873972;1494868748192333764;1494868748198716586;7a3908937685;3;3
$1;1494868748198838425;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);CAB4195940A18564C5728655272644BE;6922595577221873972;1494868748192324074;1494868748198835940;7a3908937685;2;2
$1;1494868748202240419;HTTP_VisitsService.GET;CAB4195940A18564C5728655272644BE;6922595577221873972;1494868748191842678;1494868748202223996;7a3908937685;1;1
$1;1494868748226815099;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);CAB4195940A18564C5728655272644BE;6922595577221873973;1494868748225064427;1494868748226810801;7a3908937685;4;4
$1;1494868748227215003;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;CAB4195940A18564C5728655272644BE;6922595577221873973;1494868748227024514;1494868748227213177;7a3908937685;5;4
$1;1494868748228011701;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;CAB4195940A18564C5728655272644BE;6922595577221873973;1494868748224509537;1494868748228009033;7a3908937685;3;3
$1;1494868748228146458;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);CAB4195940A18564C5728655272644BE;6922595577221873973;1494868748224498478;1494868748228144327;7a3908937685;2;2
$1;1494868748228880349;HTTP_VisitsService.POST;CAB4195940A18564C5728655272644BE;6922595577221873973;1494868748216564671;1494868748228867401;7a3908937685;1;1
$1;1494868748526897181;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873980;1494868748524580313;1494868748526892931;7a3908937685;4;4
$1;1494868748529338647;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873980;1494868748523847540;1494868748529334861;7a3908937685;3;3
$1;1494868748529451838;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873980;1494868748523838741;1494868748529450044;7a3908937685;2;2
$1;1494868748532708367;HTTP_VisitsService.GET;31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873980;1494868748523473316;1494868748532692649;7a3908937685;1;1
$1;1494868748556491464;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873981;1494868748552478541;1494868748556486639;7a3908937685;4;4
$1;1494868748556839641;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873981;1494868748556639257;1494868748556837741;7a3908937685;5;4
$1;1494868748557905352;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873981;1494868748551184913;1494868748557902555;7a3908937685;3;3
$1;1494868748558015356;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873981;1494868748550489640;1494868748558013640;7a3908937685;2;2
$1;1494868748558400670;HTTP_VisitsService.POST;31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873981;1494868748548557380;1494868748558390689;7a3908937685;1;1
$1;1494868748868170515;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);732303583DE2ED905B8D5407EFFA03ED;6922595577221873988;1494868748866255277;1494868748868166378;7a3908937685;4;4
$1;1494868748870185640;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);732303583DE2ED905B8D5407EFFA03ED;6922595577221873988;1494868748864688860;1494868748870181778;7a3908937685;3;3
$1;1494868748870294776;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);732303583DE2ED905B8D5407EFFA03ED;6922595577221873988;1494868748864680092;1494868748870292991;7a3908937685;2;2
$1;1494868748874924333;HTTP_VisitsService.GET;732303583DE2ED905B8D5407EFFA03ED;6922595577221873988;1494868748864313092;1494868748874910500;7a3908937685;1;1
$1;1494868748898471090;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);732303583DE2ED905B8D5407EFFA03ED;6922595577221873989;1494868748897016808;1494868748898467326;7a3908937685;4;4
$1;1494868748898852414;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;732303583DE2ED905B8D5407EFFA03ED;6922595577221873989;1494868748898673830;1494868748898850568;7a3908937685;5;4
$1;1494868748899957268;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;732303583DE2ED905B8D5407EFFA03ED;6922595577221873989;1494868748894917122;1494868748899954494;7a3908937685;3;3
$1;1494868748900057990;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);732303583DE2ED905B8D5407EFFA03ED;6922595577221873989;1494868748894906690;1494868748900056096;7a3908937685;2;2
$1;1494868748900453805;HTTP_VisitsService.POST;732303583DE2ED905B8D5407EFFA03ED;6922595577221873989;1494868748893197450;1494868748900444151;7a3908937685;1;1
$1;1494868749187895667;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);36A647143AAF2929D5221493D00391F8;6922595577221873996;1494868749179979702;1494868749187890717;7a3908937685;4;4
$1;1494868749189934419;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);36A647143AAF2929D5221493D00391F8;6922595577221873996;1494868749179220399;1494868749189930188;7a3908937685;3;3
$1;1494868749190068713;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);36A647143AAF2929D5221493D00391F8;6922595577221873996;1494868749179209946;1494868749190066116;7a3908937685;2;2
$1;1494868749200228609;HTTP_VisitsService.GET;36A647143AAF2929D5221493D00391F8;6922595577221873996;1494868749178823290;1494868749200214266;7a3908937685;1;1
$1;1494868749257655960;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);36A647143AAF2929D5221493D00391F8;6922595577221873997;1494868749249990900;1494868749257651257;7a3908937685;4;4
$1;1494868749272730912;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;36A647143AAF2929D5221493D00391F8;6922595577221873997;1494868749272380999;1494868749272727253;7a3908937685;5;4
$1;1494868749273727069;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit) throws org.springframework.dao.DataAccessException;36A647143AAF2929D5221493D00391F8;6922595577221873997;1494868749248322229;1494868749273723024;7a3908937685;3;3
