$0;1498244332876549940;1.10;KIEKER-SINGLETON;77e0b40609c3;1;false;0;NANOSECONDS;1
$1;1498244596197030733;api.visitsGET;2B8BFC762FDE0C0C2FB671C773CF1AD3;2954079880578335163;1498244595732352398;1498244596197022051;77e0b40609c3;0;0
$1;1498244596231626456;_API-Gateway.gateway.GET;A080C03773E5D6DE6CC48D76A5AC440B;2954079880578335164;1498244596201137446;1498244596231544711;77e0b40609c3;0;0
$1;1498244596831248616;api.vetsGET;A080C03773E5D6DE6CC48D76A5AC440B;2954079880578335165;1498244596234597599;1498244596831241422;77e0b40609c3;0;0
$1;1498244597931155269;api.ownersGET;A080C03773E5D6DE6CC48D76A5AC440B;2954079880578335166;1498244596834118152;1498244597931147359;77e0b40609c3;0;0
$1;1498244598436412903;api.ownersNumberedGET;A080C03773E5D6DE6CC48D76A5AC440B;2954079880578335167;1498244597934081357;1498244598436405367;77e0b40609c3;0;0
$1;1498244599084553687;api.petsNumberedGET;A080C03773E5D6DE6CC48D76A5AC440B;2954079880578335168;1498244598532888618;1498244599084546598;77e0b40609c3;0;0
$1;1498244599474269571;api.visitsGET;A080C03773E5D6DE6CC48D76A5AC440B;2954079880578335169;1498244599087223920;1498244599474263761;77e0b40609c3;0;0
$1;1498244599535863877;_API-Gateway.gateway.GET;2BE0EA54795DABE5BFA868E2C21AB573;2954079880578335170;1498244599532200903;1498244599535839600;77e0b40609c3;0;0
$1;1498244600224960344;api.vetsGET;2BE0EA54795DABE5BFA868E2C21AB573;2954079880578335171;1498244599538098963;1498244600224953201;77e0b40609c3;0;0
$1;1498244601181202770;api.ownersGET;2BE0EA54795DABE5BFA868E2C21AB573;2954079880578335172;1498244600227656891;1498244601181195539;77e0b40609c3;0;0
$1;1498244601739748962;api.ownersNumberedGET;2BE0EA54795DABE5BFA868E2C21AB573;2954079880578335173;1498244601235261389;1498244601739742045;77e0b40609c3;0;0
$1;1498244602214315641;api.visitsGET;2BE0EA54795DABE5BFA868E2C21AB573;2954079880578335175;1498244601834992904;1498244602214308006;77e0b40609c3;0;0
$1;1498244602219350726;_API-Gateway.gateway.GET;9B38A5D4B9DD90F8CD5C6651924CCE84;2954079880578335176;1498244602217534412;1498244602219326619;77e0b40609c3;0;0
$1;1498244602931216511;api.vetsGET;9B38A5D4B9DD90F8CD5C6651924CCE84;2954079880578335177;1498244602221554420;1498244602931209240;77e0b40609c3;0;0
$1;1498244603887944335;api.ownersGET;9B38A5D4B9DD90F8CD5C6651924CCE84;2954079880578335178;1498244602933810317;1498244603887937183;77e0b40609c3;0;0
$1;1498244604478241713;api.ownersNumberedGET;9B38A5D4B9DD90F8CD5C6651924CCE84;2954079880578335179;1498244603952565522;1498244604478234109;77e0b40609c3;0;0
$1;1498244605007631942;api.visitsGET;9B38A5D4B9DD90F8CD5C6651924CCE84;2954079880578335181;1498244604533125684;1498244605007624588;77e0b40609c3;0;0
$1;1498244605012382979;_API-Gateway.gateway.GET;BFD47167BFFA683103ECA692B31F6DEA;2954079880578335182;1498244605010602940;1498244605012358146;77e0b40609c3;0;0
$1;1498244605537228143;api.vetsGET;BFD47167BFFA683103ECA692B31F6DEA;2954079880578335183;1498244605014440806;1498244605537221342;77e0b40609c3;0;0
$1;1498244606631054627;api.ownersGET;BFD47167BFFA683103ECA692B31F6DEA;2954079880578335184;1498244605632109587;1498244606631046943;77e0b40609c3;0;0
$1;1498244607162804677;api.ownersNumberedGET;BFD47167BFFA683103ECA692B31F6DEA;2954079880578335185;1498244606635101595;1498244607162797254;77e0b40609c3;0;0
$1;1498244607694411762;api.visitsGET;BFD47167BFFA683103ECA692B31F6DEA;2954079880578335187;1498244607235342438;1498244607694405981;77e0b40609c3;0;0
$1;1498244607751844474;_API-Gateway.gateway.GET;FBC06EB3A2718311315C2DC2B6546FB9;2954079880578335188;1498244607748830466;1498244607751816437;77e0b40609c3;0;0
$1;1498244608384451128;api.vetsGET;FBC06EB3A2718311315C2DC2B6546FB9;2954079880578335189;1498244607755257820;1498244608384443150;77e0b40609c3;0;0
$1;1498244609482517365;api.ownersGET;FBC06EB3A2718311315C2DC2B6546FB9;2954079880578335190;1498244608442478063;1498244609482509697;77e0b40609c3;0;0
$1;1498244610048561469;api.ownersNumberedGET;FBC06EB3A2718311315C2DC2B6546FB9;2954079880578335191;1498244609534602755;1498244610048554674;77e0b40609c3;0;0
$1;1498244610458103309;api.visitsGET;FBC06EB3A2718311315C2DC2B6546FB9;2954079880578335193;1498244610111328187;1498244610458097082;77e0b40609c3;0;0
$1;1498244610534084785;_API-Gateway.gateway.GET;E1CD6F2ECBF55FEC263E6E6AA5E56D8D;2954079880578335194;1498244610532206137;1498244610534059899;77e0b40609c3;0;0
$1;1498244611186222254;api.vetsGET;E1CD6F2ECBF55FEC263E6E6AA5E56D8D;2954079880578335195;1498244610549516885;1498244611186214843;77e0b40609c3;0;0
$1;1498244612134205222;api.ownersGET;E1CD6F2ECBF55FEC263E6E6AA5E56D8D;2954079880578335196;1498244611188666963;1498244612134197605;77e0b40609c3;0;0
$1;1498244612639324049;api.ownersNumberedGET;E1CD6F2ECBF55FEC263E6E6AA5E56D8D;2954079880578335197;1498244612137917845;1498244612639316144;77e0b40609c3;0;0
$1;1498244613369559325;api.petsNumberedGET;E1CD6F2ECBF55FEC263E6E6AA5E56D8D;2954079880578335198;1498244612648489024;1498244613369551469;77e0b40609c3;0;0
$1;1498244613774326020;api.visitsGET;E1CD6F2ECBF55FEC263E6E6AA5E56D8D;2954079880578335199;1498244613380338263;1498244613774317618;77e0b40609c3;0;0
$1;1498244613787382384;_API-Gateway.gateway.GET;26A6B34D737CFD80FB5ADF08797EDAA3;2954079880578335200;1498244613777036974;1498244613787353365;77e0b40609c3;0;0
$1;1498244614361277620;api.vetsGET;26A6B34D737CFD80FB5ADF08797EDAA3;2954079880578335201;1498244613790159553;1498244614361270044;77e0b40609c3;0;0
$1;1498244615295338211;api.ownersGET;26A6B34D737CFD80FB5ADF08797EDAA3;2954079880578335202;1498244614364838439;1498244615295330744;77e0b40609c3;0;0
$1;1498244615725034238;api.petsNumberedGET;26A6B34D737CFD80FB5ADF08797EDAA3;2954079880578335204;1498244615307847901;1498244615725028415;77e0b40609c3;0;0
$1;1498244616131198677;api.visitsGET;26A6B34D737CFD80FB5ADF08797EDAA3;2954079880578335205;1498244615731877320;1498244616131191097;77e0b40609c3;0;0
$1;1498244616139822556;_API-Gateway.gateway.GET;15684C5200A7EE5D0CB81E33B112CD1F;2954079880578335206;1498244616134119221;1498244616139796831;77e0b40609c3;0;0
$1;1498244616656210106;api.vetsGET;15684C5200A7EE5D0CB81E33B112CD1F;2954079880578335207;1498244616141995543;1498244616656203636;77e0b40609c3;0;0
$1;1498244617571818003;api.ownersGET;15684C5200A7EE5D0CB81E33B112CD1F;2954079880578335208;1498244616660665128;1498244617571810199;77e0b40609c3;0;0
$1;1498244618163795619;api.ownersNumberedGET;15684C5200A7EE5D0CB81E33B112CD1F;2954079880578335209;1498244617633981490;1498244618163786887;77e0b40609c3;0;0
$1;1498244618590506303;api.petsNumberedGET;15684C5200A7EE5D0CB81E33B112CD1F;2954079880578335210;1498244618172938078;1498244618590497831;77e0b40609c3;0;0
$1;1498244619122863446;api.visitsGET;15684C5200A7EE5D0CB81E33B112CD1F;2954079880578335211;1498244618631982435;1498244619122855564;77e0b40609c3;0;0
$1;1498244619132776849;_API-Gateway.gateway.GET;E6666391F01445CC2AD87EFFBC1E006E;2954079880578335212;1498244619130715712;1498244619132751026;77e0b40609c3;0;0
$1;1498244619742778690;api.vetsGET;E6666391F01445CC2AD87EFFBC1E006E;2954079880578335213;1498244619140638390;1498244619742771138;77e0b40609c3;0;0
$1;1498244620838368242;api.ownersGET;E6666391F01445CC2AD87EFFBC1E006E;2954079880578335214;1498244619832209179;1498244620838360381;77e0b40609c3;0;0
$1;1498244621532209709;api.ownersNumberedGET;E6666391F01445CC2AD87EFFBC1E006E;2954079880578335215;1498244620933772831;1498244621532202463;77e0b40609c3;0;0
$1;1498244621961162889;api.petsNumberedGET;E6666391F01445CC2AD87EFFBC1E006E;2954079880578335216;1498244621544246685;1498244621961154817;77e0b40609c3;0;0
$1;1498244622436031693;api.visitsGET;E6666391F01445CC2AD87EFFBC1E006E;2954079880578335217;1498244621964031094;1498244622436023245;77e0b40609c3;0;0
$1;1498244622440932035;_API-Gateway.gateway.GET;42E9B51A3FB2FA79064A15AA3C2A06CB;2954079880578335218;1498244622438988187;1498244622440907087;77e0b40609c3;0;0
$1;1498244623049497361;api.vetsGET;42E9B51A3FB2FA79064A15AA3C2A06CB;2954079880578335219;1498244622442985759;1498244623049489705;77e0b40609c3;0;0
$1;1498244624033937908;api.ownersGET;42E9B51A3FB2FA79064A15AA3C2A06CB;2954079880578335220;1498244623051943162;1498244624033930030;77e0b40609c3;0;0
$1;1498244624543157062;api.ownersNumberedGET;42E9B51A3FB2FA79064A15AA3C2A06CB;2954079880578335221;1498244624049716558;1498244624543149845;77e0b40609c3;0;0
$1;1498244625050513322;api.petsNumberedGET;42E9B51A3FB2FA79064A15AA3C2A06CB;2954079880578335222;1498244624552538214;1498244625050506635;77e0b40609c3;0;0
$1;1498244625412678632;api.visitsGET;42E9B51A3FB2FA79064A15AA3C2A06CB;2954079880578335223;1498244625053017294;1498244625412671632;77e0b40609c3;0;0
$1;1498244625423796892;_API-Gateway.gateway.GET;E7D467301ACF1FFA976A0085C7454533;2954079880578335224;1498244625415662635;1498244625423769360;77e0b40609c3;0;0
$1;1498244625978174926;api.vetsGET;E7D467301ACF1FFA976A0085C7454533;2954079880578335225;1498244625426326586;1498244625978167435;77e0b40609c3;0;0
$1;1498244626985770548;api.ownersGET;E7D467301ACF1FFA976A0085C7454533;2954079880578335226;1498244626031788709;1498244626985762964;77e0b40609c3;0;0
$1;1498244627496809319;api.ownersNumberedGET;E7D467301ACF1FFA976A0085C7454533;2954079880578335227;1498244626989287583;1498244627496801976;77e0b40609c3;0;0
$1;1498244627970838486;api.petsNumberedGET;E7D467301ACF1FFA976A0085C7454533;2954079880578335228;1498244627532012536;1498244627970832541;77e0b40609c3;0;0
$1;1498244628332329425;api.visitsGET;E7D467301ACF1FFA976A0085C7454533;2954079880578335229;1498244627973313279;1498244628332320812;77e0b40609c3;0;0
$1;1498244628340827330;_API-Gateway.gateway.GET;32404D0FED1C7BC96DB7CC9C84D9B8EC;2954079880578335230;1498244628335422025;1498244628340801700;77e0b40609c3;0;0
$1;1498244628976991440;api.vetsGET;32404D0FED1C7BC96DB7CC9C84D9B8EC;2954079880578335231;1498244628343276822;1498244628976980794;77e0b40609c3;0;0
$1;1498244629944143728;api.ownersGET;32404D0FED1C7BC96DB7CC9C84D9B8EC;2954079880578335232;1498244628979516432;1498244629944136753;77e0b40609c3;0;0
$1;1498244630444296471;api.ownersNumberedGET;32404D0FED1C7BC96DB7CC9C84D9B8EC;2954079880578335233;1498244629947549353;1498244630444288151;77e0b40609c3;0;0
$1;1498244630957803844;api.petsNumberedGET;32404D0FED1C7BC96DB7CC9C84D9B8EC;2954079880578335234;1498244630532099545;1498244630957793171;77e0b40609c3;0;0
$1;1498244631441926876;api.visitsGET;32404D0FED1C7BC96DB7CC9C84D9B8EC;2954079880578335235;1498244630961209538;1498244631441919542;77e0b40609c3;0;0
$1;1498244631535992644;_API-Gateway.gateway.GET;1E2C17D1A9AA86FE8E6D66217A446609;2954079880578335236;1498244631533964196;1498244631535966923;77e0b40609c3;0;0
$1;1498244632140240384;api.vetsGET;1E2C17D1A9AA86FE8E6D66217A446609;2954079880578335237;1498244631539628969;1498244632140234283;77e0b40609c3;0;0
$1;1498244633231461355;api.ownersGET;1E2C17D1A9AA86FE8E6D66217A446609;2954079880578335238;1498244632144347420;1498244633231453364;77e0b40609c3;0;0
$1;1498244633734120357;api.ownersNumberedGET;1E2C17D1A9AA86FE8E6D66217A446609;2954079880578335239;1498244633234241240;1498244633734113104;77e0b40609c3;0;0
$1;1498244634248901982;api.petsNumberedGET;1E2C17D1A9AA86FE8E6D66217A446609;2954079880578335240;1498244633832047202;1498244634248894954;77e0b40609c3;0;0
$1;1498244634632731216;api.visitsGET;1E2C17D1A9AA86FE8E6D66217A446609;2954079880578335241;1498244634253970017;1498244634632724278;77e0b40609c3;0;0
$1;1498244634658551232;_API-Gateway.gateway.GET;939C16197F7A6666107107841CCEA9F1;2954079880578335242;1498244634643888724;1498244634658509474;77e0b40609c3;0;0
$1;1498244635205253010;api.vetsGET;939C16197F7A6666107107841CCEA9F1;2954079880578335243;1498244634661576852;1498244635205246184;77e0b40609c3;0;0
$1;1498244636147883991;api.ownersGET;939C16197F7A6666107107841CCEA9F1;2954079880578335244;1498244635207561762;1498244636147877997;77e0b40609c3;0;0
$1;1498244636651950536;api.ownersNumberedGET;939C16197F7A6666107107841CCEA9F1;2954079880578335245;1498244636150273965;1498244636651943195;77e0b40609c3;0;0
$1;1498244637084144199;api.petsNumberedGET;939C16197F7A6666107107841CCEA9F1;2954079880578335246;1498244636661183312;1498244637084137325;77e0b40609c3;0;0
$1;1498244637548189476;api.visitsGET;939C16197F7A6666107107841CCEA9F1;2954079880578335247;1498244637132092744;1498244637548181373;77e0b40609c3;0;0
$1;1498244637560364553;_API-Gateway.gateway.GET;E8BA21CB888DA3C91ECC7195608925E8;2954079880578335248;1498244637551311523;1498244637560334501;77e0b40609c3;0;0
$1;1498244638140717739;api.vetsGET;E8BA21CB888DA3C91ECC7195608925E8;2954079880578335249;1498244637563023462;1498244638140709534;77e0b40609c3;0;0
$1;1498244639244607395;api.ownersGET;E8BA21CB888DA3C91ECC7195608925E8;2954079880578335250;1498244638143252715;1498244639244599528;77e0b40609c3;0;0
$1;1498244639751863093;api.ownersNumberedGET;E8BA21CB888DA3C91ECC7195608925E8;2954079880578335251;1498244639249155995;1498244639751856180;77e0b40609c3;0;0
$1;1498244640185014600;api.visitsGET;E8BA21CB888DA3C91ECC7195608925E8;2954079880578335253;1498244639762047436;1498244640185008694;77e0b40609c3;0;0
$1;1498244640197415846;_API-Gateway.gateway.GET;23C5CF325FA5B5D1C892E163E7A760E5;2954079880578335254;1498244640193091813;1498244640197387178;77e0b40609c3;0;0
$1;1498244640742298137;api.vetsGET;23C5CF325FA5B5D1C892E163E7A760E5;2954079880578335255;1498244640199583316;1498244640742290929;77e0b40609c3;0;0
$1;1498244641810977343;api.ownersGET;23C5CF325FA5B5D1C892E163E7A760E5;2954079880578335256;1498244640831898343;1498244641810969086;77e0b40609c3;0;0
$1;1498244642358122074;api.ownersNumberedGET;23C5CF325FA5B5D1C892E163E7A760E5;2954079880578335257;1498244641814281179;1498244642358112966;77e0b40609c3;0;0
$1;1498244642770151079;api.visitsGET;23C5CF325FA5B5D1C892E163E7A760E5;2954079880578335259;1498244642370720541;1498244642770142715;77e0b40609c3;0;0
$1;1498244642861405532;_API-Gateway.gateway.GET;5E48A3591C069FF8046DF403BA2B6A34;2954079880578335260;1498244642842727295;1498244642861373095;77e0b40609c3;0;0
$1;1498244643447611861;api.vetsGET;5E48A3591C069FF8046DF403BA2B6A34;2954079880578335261;1498244642864227552;1498244643447603122;77e0b40609c3;0;0
$1;1498244644537118496;api.ownersGET;5E48A3591C069FF8046DF403BA2B6A34;2954079880578335262;1498244643532055269;1498244644537110924;77e0b40609c3;0;0
$1;1498244645071307185;api.visitsGET;5E48A3591C069FF8046DF403BA2B6A34;2954079880578335265;1498244644651364160;1498244645071300101;77e0b40609c3;0;0
$1;1498244645134124148;_API-Gateway.gateway.GET;2112C4989ACC50D16465603C9A6A9E3E;2954079880578335266;1498244645132395157;1498244645134100936;77e0b40609c3;0;0
$1;1498244645654535818;api.vetsGET;2112C4989ACC50D16465603C9A6A9E3E;2954079880578335267;1498244645136251382;1498244645654529340;77e0b40609c3;0;0
$1;1498244646732007502;api.ownersGET;2112C4989ACC50D16465603C9A6A9E3E;2954079880578335268;1498244645731906340;1498244646731999453;77e0b40609c3;0;0
$1;1498244647262990576;api.ownersNumberedGET;2112C4989ACC50D16465603C9A6A9E3E;2954079880578335269;1498244646736471133;1498244647262975945;77e0b40609c3;0;0
$1;1498244647833249314;api.visitsGET;2112C4989ACC50D16465603C9A6A9E3E;2954079880578335271;1498244647360083763;1498244647833242009;77e0b40609c3;0;0
$1;1498244647837707738;_API-Gateway.gateway.GET;2BFF2DB83D4D0899A22DD592D841FA67;2954079880578335272;1498244647836007223;1498244647837683882;77e0b40609c3;0;0
$1;1498244648431043841;api.vetsGET;2BFF2DB83D4D0899A22DD592D841FA67;2954079880578335273;1498244647839668004;1498244648431035197;77e0b40609c3;0;0
$1;1498244649394325267;api.ownersGET;2BFF2DB83D4D0899A22DD592D841FA67;2954079880578335274;1498244648433460755;1498244649394316520;77e0b40609c3;0;0
$1;1498244649895988631;api.ownersNumberedGET;2BFF2DB83D4D0899A22DD592D841FA67;2954079880578335275;1498244649397872398;1498244649895982360;77e0b40609c3;0;0
$1;1498244650360951118;api.petsNumberedGET;2BFF2DB83D4D0899A22DD592D841FA67;2954079880578335276;1498244649944029030;1498244650360943121;77e0b40609c3;0;0
$1;1498244650868983886;api.visitsGET;2BFF2DB83D4D0899A22DD592D841FA67;2954079880578335277;1498244650433792994;1498244650868976953;77e0b40609c3;0;0
$1;1498244650955996542;_API-Gateway.gateway.GET;46CBB352FE9DAAA040BE661266214C09;2954079880578335278;1498244650953925164;1498244650955968156;77e0b40609c3;0;0
$1;1498244651638045419;api.vetsGET;46CBB352FE9DAAA040BE661266214C09;2954079880578335279;1498244650958767097;1498244651638036677;77e0b40609c3;0;0
$1;1498244652630980264;api.ownersGET;46CBB352FE9DAAA040BE661266214C09;2954079880578335280;1498244651641743004;1498244652630972078;77e0b40609c3;0;0
$1;1498244653149102876;api.ownersNumberedGET;46CBB352FE9DAAA040BE661266214C09;2954079880578335281;1498244652633594328;1498244653149095757;77e0b40609c3;0;0
$1;1498244653564164959;api.petsNumberedGET;46CBB352FE9DAAA040BE661266214C09;2954079880578335282;1498244653157605366;1498244653564157158;77e0b40609c3;0;0
$1;1498244654081972174;api.visitsGET;46CBB352FE9DAAA040BE661266214C09;2954079880578335283;1498244653632279203;1498244654081964112;77e0b40609c3;0;0
$1;1498244654134784046;_API-Gateway.gateway.GET;204B76A5D289A2A3BF17022F535DC211;2954079880578335284;1498244654132981422;1498244654134759024;77e0b40609c3;0;0
$1;1498244654661806510;api.vetsGET;204B76A5D289A2A3BF17022F535DC211;2954079880578335285;1498244654136885375;1498244654661799387;77e0b40609c3;0;0
$1;1498244655795197596;api.ownersGET;204B76A5D289A2A3BF17022F535DC211;2954079880578335286;1498244654732019662;1498244655795190251;77e0b40609c3;0;0
$1;1498244656379769239;api.ownersNumberedGET;204B76A5D289A2A3BF17022F535DC211;2954079880578335287;1498244655833557834;1498244656379761912;77e0b40609c3;0;0
$1;1498244656881461065;api.petsNumberedGET;204B76A5D289A2A3BF17022F535DC211;2954079880578335288;1498244656443733403;1498244656881418811;77e0b40609c3;0;0
$1;1498244657272099537;api.visitsGET;204B76A5D289A2A3BF17022F535DC211;2954079880578335289;1498244656884100544;1498244657272092061;77e0b40609c3;0;0
$1;1498244657278472329;_API-Gateway.gateway.GET;8B32799EEB683D1691E478D1BB386DDB;2954079880578335290;1498244657275059275;1498244657278447264;77e0b40609c3;0;0
$1;1498244657868082962;api.vetsGET;8B32799EEB683D1691E478D1BB386DDB;2954079880578335291;1498244657280686093;1498244657868075751;77e0b40609c3;0;0
$1;1498244658987513845;api.ownersGET;8B32799EEB683D1691E478D1BB386DDB;2954079880578335292;1498244657931812902;1498244658987505968;77e0b40609c3;0;0
$1;1498244659540096661;api.ownersNumberedGET;8B32799EEB683D1691E478D1BB386DDB;2954079880578335293;1498244659034692483;1498244659540089127;77e0b40609c3;0;0
$1;1498244660070451944;api.petsNumberedGET;8B32799EEB683D1691E478D1BB386DDB;2954079880578335294;1498244659632136370;1498244660070446289;77e0b40609c3;0;0
$1;1498244660451603511;api.visitsGET;8B32799EEB683D1691E478D1BB386DDB;2954079880578335295;1498244660073042815;1498244660451596732;77e0b40609c3;0;0
$1;1498244660456300281;_API-Gateway.gateway.GET;13714B46F8CC776771047CB6041A074A;2954079880578335296;1498244660454439427;1498244660456275601;77e0b40609c3;0;0
$1;1498244661146525496;api.vetsGET;13714B46F8CC776771047CB6041A074A;2954079880578335297;1498244660458305379;1498244661146518952;77e0b40609c3;0;0
$1;1498244662231248010;api.ownersGET;13714B46F8CC776771047CB6041A074A;2954079880578335298;1498244661150731787;1498244662231241008;77e0b40609c3;0;0
$1;1498244662741165747;api.ownersNumberedGET;13714B46F8CC776771047CB6041A074A;2954079880578335299;1498244662233878742;1498244662741159092;77e0b40609c3;0;0
$1;1498244663196792846;api.petsNumberedGET;13714B46F8CC776771047CB6041A074A;2954079880578335300;1498244662753026501;1498244663196785860;77e0b40609c3;0;0
$1;1498244663553683604;api.visitsGET;13714B46F8CC776771047CB6041A074A;2954079880578335301;1498244663201188546;1498244663553675921;77e0b40609c3;0;0
$1;1498244663640024556;_API-Gateway.gateway.GET;BDEB6337EF4AD5B014081A6A54479C4F;2954079880578335302;1498244663637558747;1498244663639997338;77e0b40609c3;0;0
$1;1498244664268049952;api.vetsGET;BDEB6337EF4AD5B014081A6A54479C4F;2954079880578335303;1498244663642199175;1498244664268042558;77e0b40609c3;0;0
$1;1498244665246722924;api.ownersGET;BDEB6337EF4AD5B014081A6A54479C4F;2954079880578335304;1498244664271086599;1498244665246715922;77e0b40609c3;0;0
$1;1498244665789378641;api.ownersNumberedGET;BDEB6337EF4AD5B014081A6A54479C4F;2954079880578335305;1498244665259905728;1498244665789370830;77e0b40609c3;0;0
$1;1498244666368850272;api.petsNumberedGET;BDEB6337EF4AD5B014081A6A54479C4F;2954079880578335306;1498244665831956546;1498244666368843348;77e0b40609c3;0;0
$1;1498244666794064343;api.visitsGET;BDEB6337EF4AD5B014081A6A54479C4F;2954079880578335307;1498244666432493155;1498244666794057831;77e0b40609c3;0;0
$1;1498244666798557388;_API-Gateway.gateway.GET;0BDB489C284493EF67DA6C0BAFAAE17B;2954079880578335308;1498244666796771461;1498244666798532887;77e0b40609c3;0;0
$1;1498244667347149359;api.vetsGET;0BDB489C284493EF67DA6C0BAFAAE17B;2954079880578335309;1498244666800365881;1498244667347141318;77e0b40609c3;0;0
$1;1498244668336990716;api.ownersGET;0BDB489C284493EF67DA6C0BAFAAE17B;2954079880578335310;1498244667351661441;1498244668336983277;77e0b40609c3;0;0
$1;1498244668954402764;api.ownersNumberedGET;0BDB489C284493EF67DA6C0BAFAAE17B;2954079880578335311;1498244668434808775;1498244668954395877;77e0b40609c3;0;0
$1;1498244669531039181;api.petsNumberedGET;0BDB489C284493EF67DA6C0BAFAAE17B;2954079880578335312;1498244669032002448;1498244669531031526;77e0b40609c3;0;0
$1;1498244669915082459;api.visitsGET;0BDB489C284493EF67DA6C0BAFAAE17B;2954079880578335313;1498244669534629615;1498244669915077198;77e0b40609c3;0;0
$1;1498244669924764149;_API-Gateway.gateway.GET;467BD3417575719BDC0C1F9BBD820532;2954079880578335314;1498244669917570614;1498244669924735349;77e0b40609c3;0;0
$1;1498244670552481192;api.vetsGET;467BD3417575719BDC0C1F9BBD820532;2954079880578335315;1498244669927213773;1498244670552473822;77e0b40609c3;0;0
$1;1498244671549502500;api.ownersGET;467BD3417575719BDC0C1F9BBD820532;2954079880578335316;1498244670559819204;1498244671549494804;77e0b40609c3;0;0
$1;1498244672084177273;api.ownersNumberedGET;467BD3417575719BDC0C1F9BBD820532;2954079880578335317;1498244671552868598;1498244672084169835;77e0b40609c3;0;0
$1;1498244672534919305;api.petsNumberedGET;467BD3417575719BDC0C1F9BBD820532;2954079880578335318;1498244672093096865;1498244672534910036;77e0b40609c3;0;0
$1;1498244672974014224;api.visitsGET;467BD3417575719BDC0C1F9BBD820532;2954079880578335319;1498244672571437261;1498244672974005880;77e0b40609c3;0;0
$1;1498244673038412897;_API-Gateway.gateway.GET;77BE00F5E45B9D6FBC2B70B291FB40B0;2954079880578335320;1498244673032356077;1498244673038376663;77e0b40609c3;0;0
$1;1498244673604426242;api.vetsGET;77BE00F5E45B9D6FBC2B70B291FB40B0;2954079880578335321;1498244673041747903;1498244673604417825;77e0b40609c3;0;0
$1;1498244674539604151;api.ownersGET;77BE00F5E45B9D6FBC2B70B291FB40B0;2954079880578335322;1498244673618132787;1498244674539596448;77e0b40609c3;0;0
$1;1498244674978327558;api.petsNumberedGET;77BE00F5E45B9D6FBC2B70B291FB40B0;2954079880578335324;1498244674551622437;1498244674978320789;77e0b40609c3;0;0
$1;1498244675531009237;api.visitsGET;77BE00F5E45B9D6FBC2B70B291FB40B0;2954079880578335325;1498244675031844937;1498244675531001153;77e0b40609c3;0;0
$1;1498244675536757983;_API-Gateway.gateway.GET;939026675F1654A70C9AEF541EBB0ED1;2954079880578335326;1498244675533875630;1498244675536731645;77e0b40609c3;0;0
$1;1498244676122645645;api.vetsGET;939026675F1654A70C9AEF541EBB0ED1;2954079880578335327;1498244675539077902;1498244676122639103;77e0b40609c3;0;0
$1;1498244677081574566;api.ownersGET;939026675F1654A70C9AEF541EBB0ED1;2954079880578335328;1498244676126024862;1498244677081566713;77e0b40609c3;0;0
$1;1498244677584036774;api.ownersNumberedGET;939026675F1654A70C9AEF541EBB0ED1;2954079880578335329;1498244677084143974;1498244677584028907;77e0b40609c3;0;0
$1;1498244677948202109;api.visitsGET;939026675F1654A70C9AEF541EBB0ED1;2954079880578335331;1498244677595996127;1498244677948195596;77e0b40609c3;0;0
$1;1498244678047655444;_API-Gateway.gateway.GET;4D064A85083DC068748CF85010EC99E8;2954079880578335332;1498244678042305551;1498244678047627155;77e0b40609c3;0;0
$1;1498244678641238450;api.vetsGET;4D064A85083DC068748CF85010EC99E8;2954079880578335333;1498244678050255823;1498244678641230983;77e0b40609c3;0;0
$1;1498244679776194603;api.ownersGET;4D064A85083DC068748CF85010EC99E8;2954079880578335334;1498244678733680329;1498244679776186995;77e0b40609c3;0;0
$1;1498244680337710009;api.ownersNumberedGET;4D064A85083DC068748CF85010EC99E8;2954079880578335335;1498244679833509406;1498244680337702750;77e0b40609c3;0;0
$1;1498244680858054262;api.visitsGET;4D064A85083DC068748CF85010EC99E8;2954079880578335337;1498244680434238092;1498244680858046950;77e0b40609c3;0;0
$1;1498244680901031839;_API-Gateway.gateway.GET;7C43F7D1702F8282E59BB4CDD981FEC7;2954079880578335338;1498244680863101002;1498244680900997564;77e0b40609c3;0;0
$1;1498244681438856352;api.vetsGET;7C43F7D1702F8282E59BB4CDD981FEC7;2954079880578335339;1498244680903828325;1498244681438847900;77e0b40609c3;0;0
$1;1498244682631265688;api.ownersGET;7C43F7D1702F8282E59BB4CDD981FEC7;2954079880578335340;1498244681535555980;1498244682631257621;77e0b40609c3;0;0
$1;1498244683148687056;api.ownersNumberedGET;7C43F7D1702F8282E59BB4CDD981FEC7;2954079880578335341;1498244682633992309;1498244683148679244;77e0b40609c3;0;0
$1;1498244683573081156;api.visitsGET;7C43F7D1702F8282E59BB4CDD981FEC7;2954079880578335343;1498244683172592057;1498244683573073149;77e0b40609c3;0;0
$1;1498244683577624261;_API-Gateway.gateway.GET;5E9AC17A5428E90831C2EE4E30C6736C;2954079880578335344;1498244683575874971;1498244683577599314;77e0b40609c3;0;0
$1;1498244684164736555;api.vetsGET;5E9AC17A5428E90831C2EE4E30C6736C;2954079880578335345;1498244683579607653;1498244684164728322;77e0b40609c3;0;0
$1;1498244685096361358;api.ownersGET;5E9AC17A5428E90831C2EE4E30C6736C;2954079880578335346;1498244684167235850;1498244685096353728;77e0b40609c3;0;0
