$0;1494946395077725107;1.10;KIEKER-SINGLETON;e01a29ffcce8;1;false;0;NANOSECONDS;1
$1;1494946573670141216;api.visitsGET;5D08C364A5E8259751B249A246F9C5DF;4164281542945801619;1494946573659940020;1494946573670137267;e01a29ffcce8;0;0
$1;1494946573690985337;api.visitsPOST;5D08C364A5E8259751B249A246F9C5DF;4164281542945801620;1494946573679116980;1494946573690983482;e01a29ffcce8;0;0
$1;1494946573807248504;HTTP_API-Gateway.gateway.GET;84071C8D72C1782C0926FB1E2BF82F7D;4164281542945801621;1494946573799553238;1494946573807150723;e01a29ffcce8;0;0
$1;1494946573854047619;api.vetsGET;84071C8D72C1782C0926FB1E2BF82F7D;4164281542945801622;1494946573834434606;1494946573854043725;e01a29ffcce8;0;0
$1;1494946573873248387;api.ownersGET;84071C8D72C1782C0926FB1E2BF82F7D;4164281542945801623;1494946573856065094;1494946573873245402;e01a29ffcce8;0;0
$1;1494946573882546185;api.ownersNumberedGET;84071C8D72C1782C0926FB1E2BF82F7D;4164281542945801624;1494946573876008308;1494946573882543519;e01a29ffcce8;0;0
$1;1494946573901117091;api.ownersNumberedPUT;84071C8D72C1782C0926FB1E2BF82F7D;4164281542945801625;1494946573890876819;1494946573901113779;e01a29ffcce8;0;0
$1;1494946573917072069;api.petsNumberedGET;84071C8D72C1782C0926FB1E2BF82F7D;4164281542945801626;1494946573907051557;1494946573917069112;e01a29ffcce8;0;0
$1;1494946573933789134;api.visitsGET;84071C8D72C1782C0926FB1E2BF82F7D;4164281542945801627;1494946573923256353;1494946573933785670;e01a29ffcce8;0;0
$1;1494946573947676270;api.visitsPOST;84071C8D72C1782C0926FB1E2BF82F7D;4164281542945801628;1494946573940884381;1494946573947671913;e01a29ffcce8;0;0
$1;1494946574056086019;HTTP_API-Gateway.gateway.GET;905E6E4139DE4CEE65E1317EDD8E43BC;4164281542945801629;1494946574052016004;1494946574056067150;e01a29ffcce8;0;0
$1;1494946574097749979;api.vetsGET;905E6E4139DE4CEE65E1317EDD8E43BC;4164281542945801630;1494946574076510945;1494946574097746615;e01a29ffcce8;0;0
$1;1494946574110018544;api.ownersGET;905E6E4139DE4CEE65E1317EDD8E43BC;4164281542945801631;1494946574099574247;1494946574110015366;e01a29ffcce8;0;0
$1;1494946574123603865;api.ownersNumberedGET;905E6E4139DE4CEE65E1317EDD8E43BC;4164281542945801632;1494946574112981642;1494946574123600657;e01a29ffcce8;0;0
$1;1494946574150518329;api.ownersNumberedPUT;905E6E4139DE4CEE65E1317EDD8E43BC;4164281542945801633;1494946574131612530;1494946574150515151;e01a29ffcce8;0;0
$1;1494946574189937532;api.petsNumberedGET;905E6E4139DE4CEE65E1317EDD8E43BC;4164281542945801634;1494946574169979040;1494946574189934336;e01a29ffcce8;0;0
$1;1494946574250091335;api.visitsGET;905E6E4139DE4CEE65E1317EDD8E43BC;4164281542945801635;1494946574208462967;1494946574250088099;e01a29ffcce8;0;0
$1;1494946574278537226;api.visitsPOST;905E6E4139DE4CEE65E1317EDD8E43BC;4164281542945801636;1494946574258833492;1494946574278535482;e01a29ffcce8;0;0
$1;1494946574390028089;HTTP_API-Gateway.gateway.GET;B2D5A72E055226DF5F3F0150A0E7898B;4164281542945801637;1494946574385941791;1494946574389993356;e01a29ffcce8;0;0
$1;1494946574428126048;api.vetsGET;B2D5A72E055226DF5F3F0150A0E7898B;4164281542945801638;1494946574412148592;1494946574428123160;e01a29ffcce8;0;0
$1;1494946574448229070;api.ownersGET;B2D5A72E055226DF5F3F0150A0E7898B;4164281542945801639;1494946574430458555;1494946574448225641;e01a29ffcce8;0;0
$1;1494946574468449103;api.ownersNumberedGET;B2D5A72E055226DF5F3F0150A0E7898B;4164281542945801640;1494946574450787348;1494946574468445532;e01a29ffcce8;0;0
$1;1494946574501440091;api.ownersNumberedPUT;B2D5A72E055226DF5F3F0150A0E7898B;4164281542945801641;1494946574481301040;1494946574501438189;e01a29ffcce8;0;0
$1;1494946574599216308;api.visitsGET;B2D5A72E055226DF5F3F0150A0E7898B;4164281542945801643;1494946574577003150;1494946574599214678;e01a29ffcce8;0;0
$1;1494946574613462961;api.visitsPOST;B2D5A72E055226DF5F3F0150A0E7898B;4164281542945801644;1494946574605892887;1494946574613461567;e01a29ffcce8;0;0
$1;1494946574722458787;HTTP_API-Gateway.gateway.GET;84681EB5D85A22E1AA47D793B1702005;4164281542945801645;1494946574719710065;1494946574722440298;e01a29ffcce8;0;0
$1;1494946574772498564;api.vetsGET;84681EB5D85A22E1AA47D793B1702005;4164281542945801646;1494946574749254689;1494946574772494473;e01a29ffcce8;0;0
$1;1494946574793487418;api.ownersGET;84681EB5D85A22E1AA47D793B1702005;4164281542945801647;1494946574775349947;1494946574793484485;e01a29ffcce8;0;0
$1;1494946574826581643;api.visitsGET;84681EB5D85A22E1AA47D793B1702005;4164281542945801651;1494946574816330215;1494946574826578546;e01a29ffcce8;0;0
$1;1494946574841677281;api.visitsPOST;84681EB5D85A22E1AA47D793B1702005;4164281542945801652;1494946574835375807;1494946574841675893;e01a29ffcce8;0;0
$1;1494946574950396755;HTTP_API-Gateway.gateway.GET;BCB3A27D4099FA7A8569A942C40C7EEE;4164281542945801653;1494946574947747886;1494946574950372903;e01a29ffcce8;0;0
$1;1494946574995365987;api.vetsGET;BCB3A27D4099FA7A8569A942C40C7EEE;4164281542945801654;1494946574975992649;1494946574995361158;e01a29ffcce8;0;0
$1;1494946575024116633;api.ownersGET;BCB3A27D4099FA7A8569A942C40C7EEE;4164281542945801655;1494946574998761417;1494946575024112863;e01a29ffcce8;0;0
$1;1494946575039090818;api.ownersNumberedGET;BCB3A27D4099FA7A8569A942C40C7EEE;4164281542945801656;1494946575030555386;1494946575039086905;e01a29ffcce8;0;0
$1;1494946575058290263;api.ownersNumberedPUT;BCB3A27D4099FA7A8569A942C40C7EEE;4164281542945801657;1494946575049899772;1494946575058287489;e01a29ffcce8;0;0
$1;1494946575087007971;api.visitsGET;BCB3A27D4099FA7A8569A942C40C7EEE;4164281542945801659;1494946575073161778;1494946575087005340;e01a29ffcce8;0;0
$1;1494946575102385213;api.visitsPOST;BCB3A27D4099FA7A8569A942C40C7EEE;4164281542945801660;1494946575096274641;1494946575102383799;e01a29ffcce8;0;0
$1;1494946575213010618;HTTP_API-Gateway.gateway.GET;BC089599E12F795840FC134838D876E8;4164281542945801661;1494946575208884475;1494946575212976344;e01a29ffcce8;0;0
$1;1494946575274509845;api.vetsGET;BC089599E12F795840FC134838D876E8;4164281542945801662;1494946575254284590;1494946575274506447;e01a29ffcce8;0;0
$1;1494946575293107851;api.ownersGET;BC089599E12F795840FC134838D876E8;4164281542945801663;1494946575276817137;1494946575293104640;e01a29ffcce8;0;0
$1;1494946575326747082;api.ownersNumberedGET;BC089599E12F795840FC134838D876E8;4164281542945801664;1494946575307970883;1494946575326743942;e01a29ffcce8;0;0
$1;1494946575357493465;api.ownersNumberedPUT;BC089599E12F795840FC134838D876E8;4164281542945801665;1494946575348430335;1494946575357490059;e01a29ffcce8;0;0
$1;1494946575383134995;api.visitsGET;BC089599E12F795840FC134838D876E8;4164281542945801667;1494946575368770522;1494946575383131537;e01a29ffcce8;0;0
$1;1494946575407143339;api.visitsPOST;BC089599E12F795840FC134838D876E8;4164281542945801668;1494946575393151180;1494946575407141663;e01a29ffcce8;0;0
$1;1494946575514562129;HTTP_API-Gateway.gateway.GET;A5C37C248E059F8B18497C643BC0E7D7;4164281542945801669;1494946575512820203;1494946575514539615;e01a29ffcce8;0;0
$1;1494946575587350696;api.vetsGET;A5C37C248E059F8B18497C643BC0E7D7;4164281542945801670;1494946575540238107;1494946575587347305;e01a29ffcce8;0;0
$1;1494946575607124397;api.ownersGET;A5C37C248E059F8B18497C643BC0E7D7;4164281542945801671;1494946575589789505;1494946575607115735;e01a29ffcce8;0;0
$1;1494946575621695392;api.ownersNumberedGET;A5C37C248E059F8B18497C643BC0E7D7;4164281542945801672;1494946575611604066;1494946575621672306;e01a29ffcce8;0;0
$1;1494946575644934715;api.ownersNumberedPUT;A5C37C248E059F8B18497C643BC0E7D7;4164281542945801673;1494946575632530260;1494946575644931144;e01a29ffcce8;0;0
$1;1494946575670790608;api.petsNumberedGET;A5C37C248E059F8B18497C643BC0E7D7;4164281542945801674;1494946575649860218;1494946575670787424;e01a29ffcce8;0;0
$1;1494946575688024137;api.visitsGET;A5C37C248E059F8B18497C643BC0E7D7;4164281542945801675;1494946575676546665;1494946575688018031;e01a29ffcce8;0;0
$1;1494946575702000003;api.visitsPOST;A5C37C248E059F8B18497C643BC0E7D7;4164281542945801676;1494946575695781166;1494946575701998399;e01a29ffcce8;0;0
$1;1494946575815562028;HTTP_API-Gateway.gateway.GET;9752A342F042DD35183913DFC3879633;4164281542945801677;1494946575810095624;1494946575815521853;e01a29ffcce8;0;0
$1;1494946575903630834;api.vetsGET;9752A342F042DD35183913DFC3879633;4164281542945801678;1494946575862048498;1494946575903627463;e01a29ffcce8;0;0
$1;1494946575917455249;api.ownersGET;9752A342F042DD35183913DFC3879633;4164281542945801679;1494946575906400088;1494946575917452087;e01a29ffcce8;0;0
$1;1494946575937683887;api.ownersNumberedGET;9752A342F042DD35183913DFC3879633;4164281542945801680;1494946575922254356;1494946575937680862;e01a29ffcce8;0;0
$1;1494946575954419462;api.ownersNumberedPUT;9752A342F042DD35183913DFC3879633;4164281542945801681;1494946575945970467;1494946575954416589;e01a29ffcce8;0;0
$1;1494946575983020689;api.petsNumberedGET;9752A342F042DD35183913DFC3879633;4164281542945801682;1494946575971274714;1494946575983017563;e01a29ffcce8;0;0
$1;1494946576039833500;api.visitsGET;9752A342F042DD35183913DFC3879633;4164281542945801683;1494946575990985742;1494946576039829884;e01a29ffcce8;0;0
$1;1494946576060011878;api.visitsPOST;9752A342F042DD35183913DFC3879633;4164281542945801684;1494946576048615414;1494946576060010343;e01a29ffcce8;0;0
$1;1494946576164433979;HTTP_API-Gateway.gateway.GET;CDD3964E69A66C25244D4CBDD7DF61C9;4164281542945801685;1494946576163487089;1494946576164422648;e01a29ffcce8;0;0
$1;1494946576197163933;api.vetsGET;CDD3964E69A66C25244D4CBDD7DF61C9;4164281542945801686;1494946576181067499;1494946576197160928;e01a29ffcce8;0;0
$1;1494946576211003874;api.ownersGET;CDD3964E69A66C25244D4CBDD7DF61C9;4164281542945801687;1494946576199107666;1494946576211000322;e01a29ffcce8;0;0
$1;1494946576218771622;api.ownersNumberedGET;CDD3964E69A66C25244D4CBDD7DF61C9;4164281542945801688;1494946576212983474;1494946576218767906;e01a29ffcce8;0;0
$1;1494946576264082529;api.ownersNumberedPUT;CDD3964E69A66C25244D4CBDD7DF61C9;4164281542945801689;1494946576252664791;1494946576264078486;e01a29ffcce8;0;0
$1;1494946576279649619;api.petsNumberedGET;CDD3964E69A66C25244D4CBDD7DF61C9;4164281542945801690;1494946576270084956;1494946576279646060;e01a29ffcce8;0;0
$1;1494946576305668415;api.visitsGET;CDD3964E69A66C25244D4CBDD7DF61C9;4164281542945801691;1494946576284273668;1494946576305665177;e01a29ffcce8;0;0
$1;1494946576328361703;api.visitsPOST;CDD3964E69A66C25244D4CBDD7DF61C9;4164281542945801692;1494946576314595252;1494946576328359908;e01a29ffcce8;0;0
$1;1494946576435224543;HTTP_API-Gateway.gateway.GET;30176CC3B45EB85C200F18DEDFE9A985;4164281542945801693;1494946576432974133;1494946576435211042;e01a29ffcce8;0;0
$1;1494946576473907456;api.vetsGET;30176CC3B45EB85C200F18DEDFE9A985;4164281542945801694;1494946576453337048;1494946576473903382;e01a29ffcce8;0;0
$1;1494946576495273496;api.ownersGET;30176CC3B45EB85C200F18DEDFE9A985;4164281542945801695;1494946576476742476;1494946576495269458;e01a29ffcce8;0;0
$1;1494946576506096502;api.ownersNumberedGET;30176CC3B45EB85C200F18DEDFE9A985;4164281542945801696;1494946576497906720;1494946576506092988;e01a29ffcce8;0;0
$1;1494946576534052478;api.ownersNumberedPUT;30176CC3B45EB85C200F18DEDFE9A985;4164281542945801697;1494946576519048324;1494946576534048869;e01a29ffcce8;0;0
$1;1494946576551414288;api.petsNumberedGET;30176CC3B45EB85C200F18DEDFE9A985;4164281542945801698;1494946576543022380;1494946576551411082;e01a29ffcce8;0;0
$1;1494946576568013973;api.visitsGET;30176CC3B45EB85C200F18DEDFE9A985;4164281542945801699;1494946576556880917;1494946576568011346;e01a29ffcce8;0;0
$1;1494946576588966914;api.visitsPOST;30176CC3B45EB85C200F18DEDFE9A985;4164281542945801700;1494946576577079938;1494946576588965209;e01a29ffcce8;0;0
$1;1494946576700884100;HTTP_API-Gateway.gateway.GET;1C42968CD297AAD14534C0D2D9163D51;4164281542945801701;1494946576696539572;1494946576700842689;e01a29ffcce8;0;0
$1;1494946576741972429;api.vetsGET;1C42968CD297AAD14534C0D2D9163D51;4164281542945801702;1494946576723884913;1494946576741964410;e01a29ffcce8;0;0
$1;1494946576758175244;api.ownersGET;1C42968CD297AAD14534C0D2D9163D51;4164281542945801703;1494946576744094313;1494946576758172393;e01a29ffcce8;0;0
$1;1494946576769514614;api.ownersNumberedGET;1C42968CD297AAD14534C0D2D9163D51;4164281542945801704;1494946576760260632;1494946576769511338;e01a29ffcce8;0;0
$1;1494946576794995207;api.ownersNumberedPUT;1C42968CD297AAD14534C0D2D9163D51;4164281542945801705;1494946576784814182;1494946576794987599;e01a29ffcce8;0;0
$1;1494946576833238935;api.petsNumberedGET;1C42968CD297AAD14534C0D2D9163D51;4164281542945801706;1494946576814494405;1494946576833213989;e01a29ffcce8;0;0
$1;1494946576883369058;api.visitsGET;1C42968CD297AAD14534C0D2D9163D51;4164281542945801707;1494946576855182857;1494946576883365335;e01a29ffcce8;0;0
$1;1494946576901387115;api.visitsPOST;1C42968CD297AAD14534C0D2D9163D51;4164281542945801708;1494946576894074749;1494946576901385184;e01a29ffcce8;0;0
$1;1494946577021454807;HTTP_API-Gateway.gateway.GET;8E876FDA6186D029BC6E1D2480B4103A;4164281542945801709;1494946577011173561;1494946577021415327;e01a29ffcce8;0;0
$1;1494946577074370867;api.vetsGET;8E876FDA6186D029BC6E1D2480B4103A;4164281542945801710;1494946577049884998;1494946577074365843;e01a29ffcce8;0;0
$1;1494946577098369332;api.ownersGET;8E876FDA6186D029BC6E1D2480B4103A;4164281542945801711;1494946577077642227;1494946577098365364;e01a29ffcce8;0;0
$1;1494946577111403292;api.ownersNumberedGET;8E876FDA6186D029BC6E1D2480B4103A;4164281542945801712;1494946577100708813;1494946577111395168;e01a29ffcce8;0;0
$1;1494946577135345227;api.ownersNumberedPUT;8E876FDA6186D029BC6E1D2480B4103A;4164281542945801713;1494946577122497490;1494946577135341710;e01a29ffcce8;0;0
$1;1494946577149900260;api.petsNumberedGET;8E876FDA6186D029BC6E1D2480B4103A;4164281542945801714;1494946577141625015;1494946577149897532;e01a29ffcce8;0;0
$1;1494946577170069724;api.visitsGET;8E876FDA6186D029BC6E1D2480B4103A;4164281542945801715;1494946577156614269;1494946577170066014;e01a29ffcce8;0;0
$1;1494946577191075410;api.visitsPOST;8E876FDA6186D029BC6E1D2480B4103A;4164281542945801716;1494946577179573842;1494946577191073865;e01a29ffcce8;0;0
$1;1494946577300599337;HTTP_API-Gateway.gateway.GET;1C25BACFDDAF63E87D2085B1AC82501C;4164281542945801717;1494946577296541882;1494946577300576922;e01a29ffcce8;0;0
$1;1494946577357823390;api.vetsGET;1C25BACFDDAF63E87D2085B1AC82501C;4164281542945801718;1494946577335550310;1494946577357819030;e01a29ffcce8;0;0
$1;1494946577383196787;api.ownersGET;1C25BACFDDAF63E87D2085B1AC82501C;4164281542945801719;1494946577360291774;1494946577383184708;e01a29ffcce8;0;0
$1;1494946577390755697;api.ownersNumberedGET;1C25BACFDDAF63E87D2085B1AC82501C;4164281542945801720;1494946577385014006;1494946577390752417;e01a29ffcce8;0;0
$1;1494946577411522947;api.ownersNumberedPUT;1C25BACFDDAF63E87D2085B1AC82501C;4164281542945801721;1494946577400258349;1494946577411515225;e01a29ffcce8;0;0
$1;1494946577423620018;api.petsNumberedGET;1C25BACFDDAF63E87D2085B1AC82501C;4164281542945801722;1494946577416240943;1494946577423616734;e01a29ffcce8;0;0
$1;1494946577436574954;api.visitsGET;1C25BACFDDAF63E87D2085B1AC82501C;4164281542945801723;1494946577427537334;1494946577436571882;e01a29ffcce8;0;0
$1;1494946577454009631;api.visitsPOST;1C25BACFDDAF63E87D2085B1AC82501C;4164281542945801724;1494946577445981055;1494946577454008176;e01a29ffcce8;0;0
$1;1494946577559676517;HTTP_API-Gateway.gateway.GET;7C0808018F4D5762AECBA401B5F4418E;4164281542945801725;1494946577558452031;1494946577559649791;e01a29ffcce8;0;0
$1;1494946577611592635;api.vetsGET;7C0808018F4D5762AECBA401B5F4418E;4164281542945801726;1494946577582480797;1494946577611589025;e01a29ffcce8;0;0
$1;1494946577630047517;api.ownersGET;7C0808018F4D5762AECBA401B5F4418E;4164281542945801727;1494946577613613459;1494946577630044220;e01a29ffcce8;0;0
$1;1494946577660533532;api.petsNumberedGET;7C0808018F4D5762AECBA401B5F4418E;4164281542945801730;1494946577648839448;1494946577660530689;e01a29ffcce8;0;0
$1;1494946577681720418;api.visitsGET;7C0808018F4D5762AECBA401B5F4418E;4164281542945801731;1494946577668890459;1494946577681699846;e01a29ffcce8;0;0
$1;1494946577699463792;api.visitsPOST;7C0808018F4D5762AECBA401B5F4418E;4164281542945801732;1494946577690367732;1494946577699462287;e01a29ffcce8;0;0
$1;1494946577812081057;HTTP_API-Gateway.gateway.GET;4A2EFD9F25DA56A70198930C0CEBF295;4164281542945801733;1494946577807494096;1494946577812053922;e01a29ffcce8;0;0
$1;1494946577891541910;api.vetsGET;4A2EFD9F25DA56A70198930C0CEBF295;4164281542945801734;1494946577848110189;1494946577891538123;e01a29ffcce8;0;0
$1;1494946577914568045;api.ownersGET;4A2EFD9F25DA56A70198930C0CEBF295;4164281542945801735;1494946577894433361;1494946577914565015;e01a29ffcce8;0;0
$1;1494946577923081928;api.ownersNumberedGET;4A2EFD9F25DA56A70198930C0CEBF295;4164281542945801736;1494946577917040747;1494946577923079087;e01a29ffcce8;0;0
$1;1494946577949859667;api.ownersNumberedPUT;4A2EFD9F25DA56A70198930C0CEBF295;4164281542945801737;1494946577935798912;1494946577949856360;e01a29ffcce8;0;0
$1;1494946577965462364;api.petsNumberedGET;4A2EFD9F25DA56A70198930C0CEBF295;4164281542945801738;1494946577958059584;1494946577965459107;e01a29ffcce8;0;0
$1;1494946577980308083;api.visitsGET;4A2EFD9F25DA56A70198930C0CEBF295;4164281542945801739;1494946577969424345;1494946577980304836;e01a29ffcce8;0;0
$1;1494946578001878686;api.visitsPOST;4A2EFD9F25DA56A70198930C0CEBF295;4164281542945801740;1494946577988304681;1494946578001876883;e01a29ffcce8;0;0
$1;1494946578110329332;HTTP_API-Gateway.gateway.GET;FCAE2233D1017B16B520BBB1BF039587;4164281542945801741;1494946578107019004;1494946578110297219;e01a29ffcce8;0;0
$1;1494946578155911166;api.vetsGET;FCAE2233D1017B16B520BBB1BF039587;4164281542945801742;1494946578135176868;1494946578155907394;e01a29ffcce8;0;0
$1;1494946578174799686;api.ownersGET;FCAE2233D1017B16B520BBB1BF039587;4164281542945801743;1494946578159529726;1494946578174796494;e01a29ffcce8;0;0
$1;1494946578182355238;api.ownersNumberedGET;FCAE2233D1017B16B520BBB1BF039587;4164281542945801744;1494946578176656574;1494946578182352426;e01a29ffcce8;0;0
$1;1494946578204365657;api.ownersNumberedPUT;FCAE2233D1017B16B520BBB1BF039587;4164281542945801745;1494946578193414062;1494946578204361900;e01a29ffcce8;0;0
$1;1494946578228585099;api.visitsGET;FCAE2233D1017B16B520BBB1BF039587;4164281542945801747;1494946578215250468;1494946578228581464;e01a29ffcce8;0;0
$1;1494946578245254185;api.visitsPOST;FCAE2233D1017B16B520BBB1BF039587;4164281542945801748;1494946578237588233;1494946578245186235;e01a29ffcce8;0;0
$1;1494946578361704279;HTTP_API-Gateway.gateway.GET;18C6C7DFF83D71FCCCD7F25598BF0DD2;4164281542945801749;1494946578352560307;1494946578361661779;e01a29ffcce8;0;0
$1;1494946578418802434;api.vetsGET;18C6C7DFF83D71FCCCD7F25598BF0DD2;4164281542945801750;1494946578396699151;1494946578418799909;e01a29ffcce8;0;0
$1;1494946578447444342;api.ownersGET;18C6C7DFF83D71FCCCD7F25598BF0DD2;4164281542945801751;1494946578420416450;1494946578447438865;e01a29ffcce8;0;0
$1;1494946578464790220;api.ownersNumberedGET;18C6C7DFF83D71FCCCD7F25598BF0DD2;4164281542945801752;1494946578450603855;1494946578464786742;e01a29ffcce8;0;0
$1;1494946578490986230;api.ownersNumberedPUT;18C6C7DFF83D71FCCCD7F25598BF0DD2;4164281542945801753;1494946578473795684;1494946578490983496;e01a29ffcce8;0;0
$1;1494946578570221995;api.visitsGET;18C6C7DFF83D71FCCCD7F25598BF0DD2;4164281542945801755;1494946578532996688;1494946578570218888;e01a29ffcce8;0;0
$1;1494946578586118820;api.visitsPOST;18C6C7DFF83D71FCCCD7F25598BF0DD2;4164281542945801756;1494946578578312429;1494946578586117150;e01a29ffcce8;0;0
$1;1494946578700215259;HTTP_API-Gateway.gateway.GET;42FB84A3EDF1CBDC5FDE621A11316BE5;4164281542945801757;1494946578691855201;1494946578700190194;e01a29ffcce8;0;0
$1;1494946578745848702;api.vetsGET;42FB84A3EDF1CBDC5FDE621A11316BE5;4164281542945801758;1494946578722888745;1494946578745846448;e01a29ffcce8;0;0
$1;1494946578779898228;api.ownersGET;42FB84A3EDF1CBDC5FDE621A11316BE5;4164281542945801759;1494946578748889906;1494946578779895636;e01a29ffcce8;0;0
$1;1494946578788014920;api.ownersNumberedGET;42FB84A3EDF1CBDC5FDE621A11316BE5;4164281542945801760;1494946578782103035;1494946578788012729;e01a29ffcce8;0;0
$1;1494946578809732603;api.ownersNumberedPUT;42FB84A3EDF1CBDC5FDE621A11316BE5;4164281542945801761;1494946578796330143;1494946578809730649;e01a29ffcce8;0;0
$1;1494946578870357518;api.visitsGET;42FB84A3EDF1CBDC5FDE621A11316BE5;4164281542945801763;1494946578848468283;1494946578870355244;e01a29ffcce8;0;0
$1;1494946578896045917;api.visitsPOST;42FB84A3EDF1CBDC5FDE621A11316BE5;4164281542945801764;1494946578880914808;1494946578896044263;e01a29ffcce8;0;0
$1;1494946578999887933;HTTP_API-Gateway.gateway.GET;D6BB94E184B9AD9CC455D42B1DD0AE8F;4164281542945801765;1494946578998592028;1494946578999879101;e01a29ffcce8;0;0
$1;1494946579057377449;api.vetsGET;D6BB94E184B9AD9CC455D42B1DD0AE8F;4164281542945801766;1494946579016572039;1494946579057374867;e01a29ffcce8;0;0
$1;1494946579102231959;api.ownersGET;D6BB94E184B9AD9CC455D42B1DD0AE8F;4164281542945801767;1494946579059164981;1494946579102229215;e01a29ffcce8;0;0
$1;1494946579155070657;api.ownersNumberedGET;D6BB94E184B9AD9CC455D42B1DD0AE8F;4164281542945801768;1494946579130976976;1494946579155068108;e01a29ffcce8;0;0
$1;1494946579184430036;api.ownersNumberedPUT;D6BB94E184B9AD9CC455D42B1DD0AE8F;4164281542945801769;1494946579166149350;1494946579184427571;e01a29ffcce8;0;0
$1;1494946579262776830;api.visitsGET;D6BB94E184B9AD9CC455D42B1DD0AE8F;4164281542945801771;1494946579232955786;1494946579262774483;e01a29ffcce8;0;0
$1;1494946579289016692;api.visitsPOST;D6BB94E184B9AD9CC455D42B1DD0AE8F;4164281542945801772;1494946579273516105;1494946579289015114;e01a29ffcce8;0;0
$1;1494946579392364842;HTTP_API-Gateway.gateway.GET;C63ECD9842609041E23E5F3C2324346B;4164281542945801773;1494946579391554660;1494946579392356299;e01a29ffcce8;0;0
$1;1494946579422735079;api.vetsGET;C63ECD9842609041E23E5F3C2324346B;4164281542945801774;1494946579406924167;1494946579422733000;e01a29ffcce8;0;0
$1;1494946579439816477;api.ownersGET;C63ECD9842609041E23E5F3C2324346B;4164281542945801775;1494946579425275905;1494946579439812889;e01a29ffcce8;0;0
$1;1494946579468744614;api.ownersNumberedGET;C63ECD9842609041E23E5F3C2324346B;4164281542945801776;1494946579454460764;1494946579468742355;e01a29ffcce8;0;0
$1;1494946579510330906;api.ownersNumberedPUT;C63ECD9842609041E23E5F3C2324346B;4164281542945801777;1494946579476884938;1494946579510328380;e01a29ffcce8;0;0
$1;1494946579584897055;api.petsNumberedGET;C63ECD9842609041E23E5F3C2324346B;4164281542945801778;1494946579542484138;1494946579584894676;e01a29ffcce8;0;0
$1;1494946579635343564;api.visitsGET;C63ECD9842609041E23E5F3C2324346B;4164281542945801779;1494946579613315769;1494946579635341165;e01a29ffcce8;0;0
$1;1494946579662874962;api.visitsPOST;C63ECD9842609041E23E5F3C2324346B;4164281542945801780;1494946579646025410;1494946579662872949;e01a29ffcce8;0;0
$1;1494946579765558598;HTTP_API-Gateway.gateway.GET;27115076745AC8A801481BDE33F7257C;4164281542945801781;1494946579764805976;1494946579765546039;e01a29ffcce8;0;0
$1;1494946579785329585;api.vetsGET;27115076745AC8A801481BDE33F7257C;4164281542945801782;1494946579776302039;1494946579785326541;e01a29ffcce8;0;0
$1;1494946579803510644;api.ownersGET;27115076745AC8A801481BDE33F7257C;4164281542945801783;1494946579792348151;1494946579803508266;e01a29ffcce8;0;0
$1;1494946579830883360;api.ownersNumberedGET;27115076745AC8A801481BDE33F7257C;4164281542945801784;1494946579817988416;1494946579830880506;e01a29ffcce8;0;0
$1;1494946579868759171;api.ownersNumberedPUT;27115076745AC8A801481BDE33F7257C;4164281542945801785;1494946579857187729;1494946579868756411;e01a29ffcce8;0;0
$1;1494946579906301564;api.petsNumberedGET;27115076745AC8A801481BDE33F7257C;4164281542945801786;1494946579887974630;1494946579906298727;e01a29ffcce8;0;0
$1;1494946579959151118;api.visitsGET;27115076745AC8A801481BDE33F7257C;4164281542945801787;1494946579927590406;1494946579959147821;e01a29ffcce8;0;0
$1;1494946579982333255;api.visitsPOST;27115076745AC8A801481BDE33F7257C;4164281542945801788;1494946579967567449;1494946579982331842;e01a29ffcce8;0;0
$1;1494946580085734334;HTTP_API-Gateway.gateway.GET;5304F10329B5485DECAEBD901681E895;4164281542945801789;1494946580084888385;1494946580085721303;e01a29ffcce8;0;0
$1;1494946580138246778;api.vetsGET;5304F10329B5485DECAEBD901681E895;4164281542945801790;1494946580101061876;1494946580138243861;e01a29ffcce8;0;0
$1;1494946580183179153;api.ownersGET;5304F10329B5485DECAEBD901681E895;4164281542945801791;1494946580149627083;1494946580183177189;e01a29ffcce8;0;0
$1;1494946580222763013;api.ownersNumberedGET;5304F10329B5485DECAEBD901681E895;4164281542945801792;1494946580209973489;1494946580222760629;e01a29ffcce8;0;0
$1;1494946580251002584;api.ownersNumberedPUT;5304F10329B5485DECAEBD901681E895;4164281542945801793;1494946580231597491;1494946580250999700;e01a29ffcce8;0;0
$1;1494946580289888584;api.petsNumberedGET;5304F10329B5485DECAEBD901681E895;4164281542945801794;1494946580270469592;1494946580289885399;e01a29ffcce8;0;0
$1;1494946580340851038;api.visitsGET;5304F10329B5485DECAEBD901681E895;4164281542945801795;1494946580312469986;1494946580340848870;e01a29ffcce8;0;0
$1;1494946580366973331;api.visitsPOST;5304F10329B5485DECAEBD901681E895;4164281542945801796;1494946580350991996;1494946580366971832;e01a29ffcce8;0;0
$1;1494946580483395746;HTTP_API-Gateway.gateway.GET;923F8B193D86E14F5916D1586B6698BC;4164281542945801797;1494946580474534264;1494946580483184020;e01a29ffcce8;0;0
$1;1494946580516853966;api.vetsGET;923F8B193D86E14F5916D1586B6698BC;4164281542945801798;1494946580501030160;1494946580516849541;e01a29ffcce8;0;0
