$0;1494868674883877119;1.10;KIEKER-SINGLETON;ff899c08b2f2;1;false;0;NANOSECONDS;1
$1;1494868748758825214;HTTP_CustomerService.GET;732303583DE2ED905B8D5407EFFA03ED;6922595577221873985;1494868748752309679;1494868748758812659;ff899c08b2f2;1;1
$1;1494868748777056977;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);732303583DE2ED905B8D5407EFFA03ED;6922595577221873986;1494868748777048062;1494868748777055824;ff899c08b2f2;2;2
$1;1494868748777779840;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);732303583DE2ED905B8D5407EFFA03ED;6922595577221873986;1494868748777770521;1494868748777778790;ff899c08b2f2;3;2
$1;1494868748783425438;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);732303583DE2ED905B8D5407EFFA03ED;6922595577221873986;1494868748782236073;1494868748783424132;ff899c08b2f2;6;4
$1;1494868748788073422;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;732303583DE2ED905B8D5407EFFA03ED;6922595577221873986;1494868748778691593;1494868748788071947;ff899c08b2f2;5;3
$1;1494868748789129137;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);732303583DE2ED905B8D5407EFFA03ED;6922595577221873986;1494868748788876980;1494868748789128304;ff899c08b2f2;8;4
$1;1494868748797485365;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner) throws org.springframework.dao.DataAccessException;732303583DE2ED905B8D5407EFFA03ED;6922595577221873986;1494868748788221830;1494868748797483274;ff899c08b2f2;7;3
$1;1494868748797572637;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);732303583DE2ED905B8D5407EFFA03ED;6922595577221873986;1494868748778683865;1494868748797572059;ff899c08b2f2;4;2
$1;1494868748802640739;HTTP_CustomerService.PUT;732303583DE2ED905B8D5407EFFA03ED;6922595577221873986;1494868748776643629;1494868748802630691;ff899c08b2f2;1;1
$1;1494868748839573411;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);732303583DE2ED905B8D5407EFFA03ED;6922595577221873987;1494868748832901989;1494868748839571630;ff899c08b2f2;4;4
$1;1494868748841121649;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int) throws org.springframework.dao.DataAccessException;732303583DE2ED905B8D5407EFFA03ED;6922595577221873987;1494868748831185722;1494868748841120308;ff899c08b2f2;3;3
$1;1494868748841270233;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);732303583DE2ED905B8D5407EFFA03ED;6922595577221873987;1494868748831177837;1494868748841269653;ff899c08b2f2;2;2
$1;1494868748843168350;HTTP_CustomerService.GET;732303583DE2ED905B8D5407EFFA03ED;6922595577221873987;1494868748830781068;1494868748843158546;ff899c08b2f2;1;1
$1;1494868749080221376;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();36A647143AAF2929D5221493D00391F8;6922595577221873992;1494868749042350053;1494868749080219526;ff899c08b2f2;4;4
$1;1494868749081406285;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll() throws org.springframework.dao.DataAccessException;36A647143AAF2929D5221493D00391F8;6922595577221873992;1494868749039923598;1494868749081404904;ff899c08b2f2;3;3
$1;1494868749081488306;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();36A647143AAF2929D5221493D00391F8;6922595577221873992;1494868749039915016;1494868749081487771;ff899c08b2f2;2;2
$1;1494868749083661973;HTTP_CustomerService.GET;36A647143AAF2929D5221493D00391F8;6922595577221873992;1494868749039547959;1494868749083651259;ff899c08b2f2;1;1
$1;1494868749090859734;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);36A647143AAF2929D5221493D00391F8;6922595577221873993;1494868749090851127;1494868749090858535;ff899c08b2f2;2;2
$1;1494868749092910746;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);36A647143AAF2929D5221493D00391F8;6922595577221873993;1494868749091853591;1494868749092909304;ff899c08b2f2;5;4
$1;1494868749094000627;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;36A647143AAF2929D5221493D00391F8;6922595577221873993;1494868749091138191;1494868749093999300;ff899c08b2f2;4;3
$1;1494868749094095270;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);36A647143AAF2929D5221493D00391F8;6922595577221873993;1494868749091132063;1494868749094094655;ff899c08b2f2;3;2
$1;1494868749096056124;HTTP_CustomerService.GET;36A647143AAF2929D5221493D00391F8;6922595577221873993;1494868749090520852;1494868749096044258;ff899c08b2f2;1;1
$1;1494868749128638865;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);36A647143AAF2929D5221493D00391F8;6922595577221873994;1494868749128630697;1494868749128637883;ff899c08b2f2;2;2
$1;1494868749129303289;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);36A647143AAF2929D5221493D00391F8;6922595577221873994;1494868749129295753;1494868749129302196;ff899c08b2f2;3;2
$1;1494868749133880498;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);36A647143AAF2929D5221493D00391F8;6922595577221873994;1494868749131204608;1494868749133878607;ff899c08b2f2;6;4
$1;1494868749134866933;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;36A647143AAF2929D5221493D00391F8;6922595577221873994;1494868749129945402;1494868749134865398;ff899c08b2f2;5;3
$1;1494868749135721080;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);36A647143AAF2929D5221493D00391F8;6922595577221873994;1494868749135453332;1494868749135719829;ff899c08b2f2;8;4
$1;1494868749136626585;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner) throws org.springframework.dao.DataAccessException;36A647143AAF2929D5221493D00391F8;6922595577221873994;1494868749134896822;1494868749136625363;ff899c08b2f2;7;3
$1;1494868749136633986;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);36A647143AAF2929D5221493D00391F8;6922595577221873994;1494868749129937242;1494868749136633859;ff899c08b2f2;4;2
$1;1494868749141488376;HTTP_CustomerService.PUT;36A647143AAF2929D5221493D00391F8;6922595577221873994;1494868749128291079;1494868749141477389;ff899c08b2f2;1;1
$1;1494868749160157035;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);36A647143AAF2929D5221493D00391F8;6922595577221873995;1494868749158198582;1494868749160154801;ff899c08b2f2;4;4
$1;1494868749161324866;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int) throws org.springframework.dao.DataAccessException;36A647143AAF2929D5221493D00391F8;6922595577221873995;1494868749157550986;1494868749161323235;ff899c08b2f2;3;3
$1;1494868749161490068;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);36A647143AAF2929D5221493D00391F8;6922595577221873995;1494868749157542434;1494868749161489485;ff899c08b2f2;2;2
$1;1494868749163365255;HTTP_CustomerService.GET;36A647143AAF2929D5221493D00391F8;6922595577221873995;1494868749157095451;1494868749163233899;ff899c08b2f2;1;1
$1;1494868749483638359;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();983D3567297AA200801B1994062F5B2B;6922595577221874000;1494868749452508888;1494868749483636282;ff899c08b2f2;4;4
$1;1494868749485009926;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll() throws org.springframework.dao.DataAccessException;983D3567297AA200801B1994062F5B2B;6922595577221874000;1494868749448841669;1494868749485008247;ff899c08b2f2;3;3
$1;1494868749485108095;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();983D3567297AA200801B1994062F5B2B;6922595577221874000;1494868749448829463;1494868749485107333;ff899c08b2f2;2;2
$1;1494868749491916769;HTTP_CustomerService.GET;983D3567297AA200801B1994062F5B2B;6922595577221874000;1494868749448327884;1494868749491899609;ff899c08b2f2;1;1
$1;1494868749506117758;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);983D3567297AA200801B1994062F5B2B;6922595577221874001;1494868749506107206;1494868749506116356;ff899c08b2f2;2;2
$1;1494868749514359541;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);983D3567297AA200801B1994062F5B2B;6922595577221874001;1494868749513066888;1494868749514357909;ff899c08b2f2;5;4
$1;1494868749516316281;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;983D3567297AA200801B1994062F5B2B;6922595577221874001;1494868749512140139;1494868749516314485;ff899c08b2f2;4;3
$1;1494868749516415338;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);983D3567297AA200801B1994062F5B2B;6922595577221874001;1494868749512129390;1494868749516414387;ff899c08b2f2;3;2
$1;1494868749519996657;HTTP_CustomerService.GET;983D3567297AA200801B1994062F5B2B;6922595577221874001;1494868749505694813;1494868749519983540;ff899c08b2f2;1;1
$1;1494868749578627178;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);983D3567297AA200801B1994062F5B2B;6922595577221874002;1494868749578617162;1494868749578625770;ff899c08b2f2;2;2
$1;1494868749579413662;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);983D3567297AA200801B1994062F5B2B;6922595577221874002;1494868749579405759;1494868749579412575;ff899c08b2f2;3;2
$1;1494868749585895944;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);983D3567297AA200801B1994062F5B2B;6922595577221874002;1494868749583940522;1494868749585894514;ff899c08b2f2;6;4
$1;1494868749587029200;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;983D3567297AA200801B1994062F5B2B;6922595577221874002;1494868749580374028;1494868749587027938;ff899c08b2f2;5;3
$1;1494868749588000926;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);983D3567297AA200801B1994062F5B2B;6922595577221874002;1494868749587672486;1494868749587999937;ff899c08b2f2;8;4
$1;1494868749589237910;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner) throws org.springframework.dao.DataAccessException;983D3567297AA200801B1994062F5B2B;6922595577221874002;1494868749587145979;1494868749589236819;ff899c08b2f2;7;3
$1;1494868749589365192;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);983D3567297AA200801B1994062F5B2B;6922595577221874002;1494868749580366127;1494868749589364720;ff899c08b2f2;4;2
$1;1494868749592014589;HTTP_CustomerService.PUT;983D3567297AA200801B1994062F5B2B;6922595577221874002;1494868749578217461;1494868749591993932;ff899c08b2f2;1;1
$1;1494868749619610396;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);983D3567297AA200801B1994062F5B2B;6922595577221874003;1494868749617692299;1494868749619608628;ff899c08b2f2;4;4
$1;1494868749620584463;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int) throws org.springframework.dao.DataAccessException;983D3567297AA200801B1994062F5B2B;6922595577221874003;1494868749615627549;1494868749620583162;ff899c08b2f2;3;3
$1;1494868749620694997;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);983D3567297AA200801B1994062F5B2B;6922595577221874003;1494868749615620216;1494868749620694504;ff899c08b2f2;2;2
$1;1494868749622574760;HTTP_CustomerService.GET;983D3567297AA200801B1994062F5B2B;6922595577221874003;1494868749615235764;1494868749622563596;ff899c08b2f2;1;1
$1;1494868749910576807;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();E1E9DAF3B0E206A11E413868FB35B785;6922595577221874008;1494868749857442422;1494868749910574785;ff899c08b2f2;4;4
$1;1494868749911540046;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll() throws org.springframework.dao.DataAccessException;E1E9DAF3B0E206A11E413868FB35B785;6922595577221874008;1494868749856343797;1494868749911538777;ff899c08b2f2;3;3
$1;1494868749911652109;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();E1E9DAF3B0E206A11E413868FB35B785;6922595577221874008;1494868749856336783;1494868749911651588;ff899c08b2f2;2;2
$1;1494868749913921373;HTTP_CustomerService.GET;E1E9DAF3B0E206A11E413868FB35B785;6922595577221874008;1494868749855994306;1494868749913907517;ff899c08b2f2;1;1
$1;1494868749922130969;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);E1E9DAF3B0E206A11E413868FB35B785;6922595577221874009;1494868749922122371;1494868749922129755;ff899c08b2f2;2;2
$1;1494868749924078079;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);E1E9DAF3B0E206A11E413868FB35B785;6922595577221874009;1494868749923042248;1494868749924076700;ff899c08b2f2;5;4
$1;1494868749928006458;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;E1E9DAF3B0E206A11E413868FB35B785;6922595577221874009;1494868749922313314;1494868749928004930;ff899c08b2f2;4;3
$1;1494868749928112832;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);E1E9DAF3B0E206A11E413868FB35B785;6922595577221874009;1494868749922307440;1494868749928112339;ff899c08b2f2;3;2
$1;1494868749930428503;HTTP_CustomerService.GET;E1E9DAF3B0E206A11E413868FB35B785;6922595577221874009;1494868749921496358;1494868749930416126;ff899c08b2f2;1;1
$1;1494868749950081368;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);E1E9DAF3B0E206A11E413868FB35B785;6922595577221874010;1494868749950063668;1494868749950075922;ff899c08b2f2;2;2
$1;1494868749951916133;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);E1E9DAF3B0E206A11E413868FB35B785;6922595577221874010;1494868749951907205;1494868749951915054;ff899c08b2f2;3;2
$1;1494868749956550628;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);E1E9DAF3B0E206A11E413868FB35B785;6922595577221874010;1494868749953937922;1494868749956542269;ff899c08b2f2;6;4
$1;1494868749957606823;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;E1E9DAF3B0E206A11E413868FB35B785;6922595577221874010;1494868749953228850;1494868749957605252;ff899c08b2f2;5;3
$1;1494868749958530121;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);E1E9DAF3B0E206A11E413868FB35B785;6922595577221874010;1494868749958301564;1494868749958528657;ff899c08b2f2;8;4
$1;1494868749959810434;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner) throws org.springframework.dao.DataAccessException;E1E9DAF3B0E206A11E413868FB35B785;6922595577221874010;1494868749957788744;1494868749959808004;ff899c08b2f2;7;3
$1;1494868749959919770;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);E1E9DAF3B0E206A11E413868FB35B785;6922595577221874010;1494868749953220833;1494868749959918814;ff899c08b2f2;4;2
$1;1494868749962319889;HTTP_CustomerService.PUT;E1E9DAF3B0E206A11E413868FB35B785;6922595577221874010;1494868749949730203;1494868749962306691;ff899c08b2f2;1;1
$1;1494868749981641992;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);E1E9DAF3B0E206A11E413868FB35B785;6922595577221874011;1494868749974494206;1494868749981640002;ff899c08b2f2;4;4
$1;1494868749986122160;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int) throws org.springframework.dao.DataAccessException;E1E9DAF3B0E206A11E413868FB35B785;6922595577221874011;1494868749973825872;1494868749986120625;ff899c08b2f2;3;3
$1;1494868749986248696;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);E1E9DAF3B0E206A11E413868FB35B785;6922595577221874011;1494868749973818108;1494868749986248051;ff899c08b2f2;2;2
$1;1494868749989183895;HTTP_CustomerService.GET;E1E9DAF3B0E206A11E413868FB35B785;6922595577221874011;1494868749973478087;1494868749989173215;ff899c08b2f2;1;1
$1;1494868750229805285;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();DBD20D316C6DEC7BC341DEB302C53581;6922595577221874016;1494868750208221255;1494868750229802652;ff899c08b2f2;4;4
$1;1494868750231659533;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll() throws org.springframework.dao.DataAccessException;DBD20D316C6DEC7BC341DEB302C53581;6922595577221874016;1494868750206435574;1494868750231657379;ff899c08b2f2;3;3
$1;1494868750231789644;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();DBD20D316C6DEC7BC341DEB302C53581;6922595577221874016;1494868750206422373;1494868750231788655;ff899c08b2f2;2;2
$1;1494868750236318985;HTTP_CustomerService.GET;DBD20D316C6DEC7BC341DEB302C53581;6922595577221874016;1494868750205843194;1494868750236297302;ff899c08b2f2;1;1
$1;1494868750250818056;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);DBD20D316C6DEC7BC341DEB302C53581;6922595577221874017;1494868750250808873;1494868750250816987;ff899c08b2f2;2;2
$1;1494868750252881462;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);DBD20D316C6DEC7BC341DEB302C53581;6922595577221874017;1494868750251670478;1494868750252879777;ff899c08b2f2;5;4
$1;1494868750253905025;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;DBD20D316C6DEC7BC341DEB302C53581;6922595577221874017;1494868750250985846;1494868750253903878;ff899c08b2f2;4;3
$1;1494868750253992315;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);DBD20D316C6DEC7BC341DEB302C53581;6922595577221874017;1494868750250972883;1494868750253991896;ff899c08b2f2;3;2
$1;1494868750257848830;HTTP_CustomerService.GET;DBD20D316C6DEC7BC341DEB302C53581;6922595577221874017;1494868750250416295;1494868750257838344;ff899c08b2f2;1;1
$1;1494868750280588734;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);DBD20D316C6DEC7BC341DEB302C53581;6922595577221874018;1494868750280578871;1494868750280587715;ff899c08b2f2;2;2
$1;1494868750281304236;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);DBD20D316C6DEC7BC341DEB302C53581;6922595577221874018;1494868750281297653;1494868750281303366;ff899c08b2f2;3;2
$1;1494868750289337410;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);DBD20D316C6DEC7BC341DEB302C53581;6922595577221874018;1494868750282811628;1494868750289335443;ff899c08b2f2;6;4
$1;1494868750297801222;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;DBD20D316C6DEC7BC341DEB302C53581;6922595577221874018;1494868750282057277;1494868750297799245;ff899c08b2f2;5;3
$1;1494868750299112811;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);DBD20D316C6DEC7BC341DEB302C53581;6922595577221874018;1494868750298876010;1494868750299111705;ff899c08b2f2;8;4
$1;1494868750300612480;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner) throws org.springframework.dao.DataAccessException;DBD20D316C6DEC7BC341DEB302C53581;6922595577221874018;1494868750297949496;1494868750300611311;ff899c08b2f2;7;3
$1;1494868750300821180;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);DBD20D316C6DEC7BC341DEB302C53581;6922595577221874018;1494868750282050065;1494868750300820569;ff899c08b2f2;4;2
$1;1494868750302903592;HTTP_CustomerService.PUT;DBD20D316C6DEC7BC341DEB302C53581;6922595577221874018;1494868750280256960;1494868750302888754;ff899c08b2f2;1;1
$1;1494868750327512552;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);DBD20D316C6DEC7BC341DEB302C53581;6922595577221874019;1494868750324126593;1494868750327510512;ff899c08b2f2;4;4
$1;1494868750329462068;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int) throws org.springframework.dao.DataAccessException;DBD20D316C6DEC7BC341DEB302C53581;6922595577221874019;1494868750323487060;1494868750329460239;ff899c08b2f2;3;3
$1;1494868750329876703;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);DBD20D316C6DEC7BC341DEB302C53581;6922595577221874019;1494868750323479588;1494868750329875901;ff899c08b2f2;2;2
$1;1494868750335927306;HTTP_CustomerService.GET;DBD20D316C6DEC7BC341DEB302C53581;6922595577221874019;1494868750323120380;1494868750335914204;ff899c08b2f2;1;1
$1;1494868750561623793;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874024;1494868750548335582;1494868750561622062;ff899c08b2f2;4;4
$1;1494868750567572290;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll() throws org.springframework.dao.DataAccessException;6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874024;1494868750547626233;1494868750567570790;ff899c08b2f2;3;3
$1;1494868750567734801;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874024;1494868750547618956;1494868750567734263;ff899c08b2f2;2;2
$1;1494868750570803517;HTTP_CustomerService.GET;6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874024;1494868750547323576;1494868750570730386;ff899c08b2f2;1;1
$1;1494868750582369743;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874025;1494868750582361610;1494868750582368770;ff899c08b2f2;2;2
$1;1494868750589639356;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874025;1494868750588681375;1494868750589637972;ff899c08b2f2;5;4
$1;1494868750590628441;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874025;1494868750587924253;1494868750590627218;ff899c08b2f2;4;3
$1;1494868750590845510;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874025;1494868750587915408;1494868750590844955;ff899c08b2f2;3;2
$1;1494868750593001856;HTTP_CustomerService.GET;6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874025;1494868750582007536;1494868750592986116;ff899c08b2f2;1;1
$1;1494868750620823608;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874026;1494868750620782227;1494868750620816405;ff899c08b2f2;2;2
$1;1494868750621729011;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874026;1494868750621721106;1494868750621728339;ff899c08b2f2;3;2
$1;1494868750627464527;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874026;1494868750624677947;1494868750627462517;ff899c08b2f2;6;4
$1;1494868750628948751;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874026;1494868750622734859;1494868750628947064;ff899c08b2f2;5;3
$1;1494868750632111648;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874026;1494868750629732831;1494868750632109608;ff899c08b2f2;8;4
