$0;1494946394575248142;1.10;KIEKER-SINGLETON;f659df926a8f;1;false;0;NANOSECONDS;1
$1;1494946581129715356;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);87B02B2604BD2428FFFDFED040F49B11;4164281542945801816;1494946581128980705;1494946581129714343;f659df926a8f;5;4
$1;1494946581130494205;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);87B02B2604BD2428FFFDFED040F49B11;4164281542945801816;1494946581128352706;1494946581130493423;f659df926a8f;4;3
$1;1494946581130632898;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);87B02B2604BD2428FFFDFED040F49B11;4164281542945801816;1494946581128347494;1494946581130632539;f659df926a8f;3;2
$1;1494946581132146758;HTTP_CustomerService.GET;87B02B2604BD2428FFFDFED040F49B11;4164281542945801816;1494946581128031968;1494946581132137138;f659df926a8f;1;1
$1;1494946581143519015;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);87B02B2604BD2428FFFDFED040F49B11;4164281542945801817;1494946581143512016;1494946581143517573;f659df926a8f;2;2
$1;1494946581143897844;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);87B02B2604BD2428FFFDFED040F49B11;4164281542945801817;1494946581143892968;1494946581143897285;f659df926a8f;3;2
$1;1494946581145877532;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);87B02B2604BD2428FFFDFED040F49B11;4164281542945801817;1494946581145071279;1494946581145876422;f659df926a8f;6;4
$1;1494946581146605187;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);87B02B2604BD2428FFFDFED040F49B11;4164281542945801817;1494946581144327418;1494946581146604377;f659df926a8f;5;3
$1;1494946581147444427;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);87B02B2604BD2428FFFDFED040F49B11;4164281542945801817;1494946581147137547;1494946581147443542;f659df926a8f;8;4
$1;1494946581148176321;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner);87B02B2604BD2428FFFDFED040F49B11;4164281542945801817;1494946581146717154;1494946581148175442;f659df926a8f;7;3
$1;1494946581148273560;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);87B02B2604BD2428FFFDFED040F49B11;4164281542945801817;1494946581144321494;1494946581148273047;f659df926a8f;4;2
$1;1494946581149912425;HTTP_CustomerService.PUT;87B02B2604BD2428FFFDFED040F49B11;4164281542945801817;1494946581143275109;1494946581149901043;f659df926a8f;1;1
$1;1494946581161889690;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);87B02B2604BD2428FFFDFED040F49B11;4164281542945801818;1494946581160606883;1494946581161888542;f659df926a8f;4;4
$1;1494946581162629252;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int);87B02B2604BD2428FFFDFED040F49B11;4164281542945801818;1494946581160132066;1494946581162628386;f659df926a8f;3;3
$1;1494946581162711181;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);87B02B2604BD2428FFFDFED040F49B11;4164281542945801818;1494946581160124612;1494946581162710709;f659df926a8f;2;2
$1;1494946581164075636;HTTP_CustomerService.GET;87B02B2604BD2428FFFDFED040F49B11;4164281542945801818;1494946581159898140;1494946581164065762;f659df926a8f;1;1
$1;1494946581386385564;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();5AB24B99688BE81BEF393C0AAE22922C;4164281542945801823;1494946581380668006;1494946581386384226;f659df926a8f;4;4
$1;1494946581387113505;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll();5AB24B99688BE81BEF393C0AAE22922C;4164281542945801823;1494946581379710043;1494946581387112626;f659df926a8f;3;3
$1;1494946581387197847;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();5AB24B99688BE81BEF393C0AAE22922C;4164281542945801823;1494946581379702092;1494946581387197421;f659df926a8f;2;2
$1;1494946581388704476;HTTP_CustomerService.GET;5AB24B99688BE81BEF393C0AAE22922C;4164281542945801823;1494946581379410560;1494946581388694194;f659df926a8f;1;1
$1;1494946581393896708;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801824;1494946581393890354;1494946581393895820;f659df926a8f;2;2
$1;1494946581395348599;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801824;1494946581394603383;1494946581395347621;f659df926a8f;5;4
$1;1494946581396063096;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801824;1494946581394041471;1494946581396062415;f659df926a8f;4;3
$1;1494946581396135428;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801824;1494946581394035653;1494946581396134995;f659df926a8f;3;2
$1;1494946581398224100;HTTP_CustomerService.GET;5AB24B99688BE81BEF393C0AAE22922C;4164281542945801824;1494946581393636705;1494946581398212634;f659df926a8f;1;1
$1;1494946581409102682;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801825;1494946581409095597;1494946581409101342;f659df926a8f;2;2
$1;1494946581410219636;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801825;1494946581410211871;1494946581410218366;f659df926a8f;3;2
$1;1494946581412907605;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801825;1494946581412118290;1494946581412906602;f659df926a8f;6;4
$1;1494946581413647340;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801825;1494946581411512069;1494946581413646195;f659df926a8f;5;3
$1;1494946581414621965;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801825;1494946581414450223;1494946581414621038;f659df926a8f;8;4
$1;1494946581415342412;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801825;1494946581413771016;1494946581415341756;f659df926a8f;7;3
$1;1494946581415470185;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801825;1494946581411505392;1494946581415469810;f659df926a8f;4;2
$1;1494946581416837277;HTTP_CustomerService.PUT;5AB24B99688BE81BEF393C0AAE22922C;4164281542945801825;1494946581408871609;1494946581416826348;f659df926a8f;1;1
$1;1494946581429485239;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801826;1494946581428205914;1494946581429484201;f659df926a8f;4;4
$1;1494946581430198423;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801826;1494946581427722033;1494946581430197350;f659df926a8f;3;3
$1;1494946581430299277;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);5AB24B99688BE81BEF393C0AAE22922C;4164281542945801826;1494946581427715422;1494946581430298960;f659df926a8f;2;2
$1;1494946581431599994;HTTP_CustomerService.GET;5AB24B99688BE81BEF393C0AAE22922C;4164281542945801826;1494946581427476454;1494946581431590327;f659df926a8f;1;1
$1;1494946581657079837;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();2D2E7591033F8E9CEC0277D171419797;4164281542945801831;1494946581638165762;1494946581657078607;f659df926a8f;4;4
$1;1494946581657857608;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll();2D2E7591033F8E9CEC0277D171419797;4164281542945801831;1494946581637005500;1494946581657856757;f659df926a8f;3;3
$1;1494946581657937263;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();2D2E7591033F8E9CEC0277D171419797;4164281542945801831;1494946581636999588;1494946581657936828;f659df926a8f;2;2
$1;1494946581660171416;HTTP_CustomerService.GET;2D2E7591033F8E9CEC0277D171419797;4164281542945801831;1494946581636737256;1494946581660161114;f659df926a8f;1;1
$1;1494946581669745551;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);2D2E7591033F8E9CEC0277D171419797;4164281542945801832;1494946581669739236;1494946581669744488;f659df926a8f;2;2
$1;1494946581671443478;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);2D2E7591033F8E9CEC0277D171419797;4164281542945801832;1494946581670513673;1494946581671442576;f659df926a8f;5;4
$1;1494946581672212239;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);2D2E7591033F8E9CEC0277D171419797;4164281542945801832;1494946581669908194;1494946581672211297;f659df926a8f;4;3
$1;1494946581672312486;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);2D2E7591033F8E9CEC0277D171419797;4164281542945801832;1494946581669902549;1494946581672311158;f659df926a8f;3;2
$1;1494946581673861971;HTTP_CustomerService.GET;2D2E7591033F8E9CEC0277D171419797;4164281542945801832;1494946581669518122;1494946581673848177;f659df926a8f;1;1
$1;1494946581684693945;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);2D2E7591033F8E9CEC0277D171419797;4164281542945801833;1494946581684687589;1494946581684692958;f659df926a8f;2;2
$1;1494946581685087305;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);2D2E7591033F8E9CEC0277D171419797;4164281542945801833;1494946581685082569;1494946581685086756;f659df926a8f;3;2
$1;1494946581687218534;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);2D2E7591033F8E9CEC0277D171419797;4164281542945801833;1494946581686376888;1494946581687217591;f659df926a8f;6;4
$1;1494946581687968831;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);2D2E7591033F8E9CEC0277D171419797;4164281542945801833;1494946581685540607;1494946581687967998;f659df926a8f;5;3
$1;1494946581688858765;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);2D2E7591033F8E9CEC0277D171419797;4164281542945801833;1494946581688578014;1494946581688857853;f659df926a8f;8;4
$1;1494946581689577629;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner);2D2E7591033F8E9CEC0277D171419797;4164281542945801833;1494946581688079709;1494946581689576946;f659df926a8f;7;3
$1;1494946581689683614;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);2D2E7591033F8E9CEC0277D171419797;4164281542945801833;1494946581685534859;1494946581689683262;f659df926a8f;4;2
$1;1494946581691132676;HTTP_CustomerService.PUT;2D2E7591033F8E9CEC0277D171419797;4164281542945801833;1494946581684470594;1494946581691122257;f659df926a8f;1;1
$1;1494946581703305524;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);2D2E7591033F8E9CEC0277D171419797;4164281542945801834;1494946581702025599;1494946581703304532;f659df926a8f;4;4
$1;1494946581704119609;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int);2D2E7591033F8E9CEC0277D171419797;4164281542945801834;1494946581701517310;1494946581704118895;f659df926a8f;3;3
$1;1494946581704212568;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);2D2E7591033F8E9CEC0277D171419797;4164281542945801834;1494946581701510687;1494946581704212201;f659df926a8f;2;2
$1;1494946581705526621;HTTP_CustomerService.GET;2D2E7591033F8E9CEC0277D171419797;4164281542945801834;1494946581701223881;1494946581705516594;f659df926a8f;1;1
$1;1494946581937711314;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801839;1494946581921900284;1494946581937710083;f659df926a8f;4;4
$1;1494946581938960697;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll();BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801839;1494946581921052187;1494946581938959451;f659df926a8f;3;3
$1;1494946581939037556;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801839;1494946581921044248;1494946581939037082;f659df926a8f;2;2
$1;1494946581942243924;HTTP_CustomerService.GET;BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801839;1494946581920757753;1494946581942232278;f659df926a8f;1;1
$1;1494946581947515190;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801840;1494946581947506789;1494946581947514180;f659df926a8f;2;2
$1;1494946581950984380;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801840;1494946581948310448;1494946581950982915;f659df926a8f;5;4
$1;1494946581951948831;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801840;1494946581947734477;1494946581951947883;f659df926a8f;4;3
$1;1494946581952048316;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801840;1494946581947727652;1494946581952047953;f659df926a8f;3;2
$1;1494946581953607617;HTTP_CustomerService.GET;BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801840;1494946581947234472;1494946581953596831;f659df926a8f;1;1
$1;1494946581963728846;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801841;1494946581963722501;1494946581963727743;f659df926a8f;2;2
$1;1494946581964065683;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801841;1494946581964061118;1494946581964065011;f659df926a8f;3;2
$1;1494946581966364109;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801841;1494946581965448307;1494946581966362982;f659df926a8f;6;4
$1;1494946581967097898;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801841;1494946581964516389;1494946581967097178;f659df926a8f;5;3
$1;1494946581969192959;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801841;1494946581967631034;1494946581969191275;f659df926a8f;8;4
$1;1494946581970005032;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801841;1494946581967202018;1494946581970004203;f659df926a8f;7;3
$1;1494946581970101339;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801841;1494946581964510878;1494946581970100985;f659df926a8f;4;2
$1;1494946581971988093;HTTP_CustomerService.PUT;BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801841;1494946581963513067;1494946581971978655;f659df926a8f;1;1
$1;1494946582001230699;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801842;1494946581999969990;1494946582001229687;f659df926a8f;4;4
$1;1494946582002031749;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801842;1494946581999459693;1494946582002030855;f659df926a8f;3;3
$1;1494946582002107089;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801842;1494946581999452837;1494946582002106723;f659df926a8f;2;2
$1;1494946582002862452;HTTP_CustomerService.GET;BB4A8F337210F11B67C0B10201E4ABDE;4164281542945801842;1494946581999157338;1494946582002852549;f659df926a8f;1;1
$1;1494946582232207357;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();E61063C68E4082FC63E777CD4A34EBB6;4164281542945801847;1494946582218745005;1494946582232206045;f659df926a8f;4;4
$1;1494946582245601521;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll();E61063C68E4082FC63E777CD4A34EBB6;4164281542945801847;1494946582217988633;1494946582245599927;f659df926a8f;3;3
$1;1494946582245753314;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();E61063C68E4082FC63E777CD4A34EBB6;4164281542945801847;1494946582217982911;1494946582245752812;f659df926a8f;2;2
$1;1494946582246632242;HTTP_CustomerService.GET;E61063C68E4082FC63E777CD4A34EBB6;4164281542945801847;1494946582217730473;1494946582246623179;f659df926a8f;1;1
$1;1494946582256628350;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801848;1494946582256621444;1494946582256627329;f659df926a8f;2;2
$1;1494946582258551588;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801848;1494946582257437059;1494946582258550609;f659df926a8f;5;4
$1;1494946582260087735;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801848;1494946582256687260;1494946582260086816;f659df926a8f;4;3
$1;1494946582260223016;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801848;1494946582256681940;1494946582260222669;f659df926a8f;3;2
$1;1494946582263507223;HTTP_CustomerService.GET;E61063C68E4082FC63E777CD4A34EBB6;4164281542945801848;1494946582256390063;1494946582263496589;f659df926a8f;1;1
$1;1494946582278375028;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801849;1494946582278363355;1494946582278374148;f659df926a8f;2;2
$1;1494946582278657031;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801849;1494946582278652935;1494946582278656524;f659df926a8f;3;2
$1;1494946582280711639;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801849;1494946582279952259;1494946582280710461;f659df926a8f;6;4
$1;1494946582281488567;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801849;1494946582279080257;1494946582281487719;f659df926a8f;5;3
$1;1494946582283054557;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801849;1494946582282880860;1494946582283053692;f659df926a8f;8;4
$1;1494946582289992369;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801849;1494946582281669532;1494946582289991340;f659df926a8f;7;3
$1;1494946582290092417;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);E61063C68E4082FC63E777CD4A34EBB6;4164281542945801849;1494946582279074326;1494946582290092009;f659df926a8f;4;2
$1;1494946582290930114;HTTP_CustomerService.PUT;E61063C68E4082FC63E777CD4A34EBB6;4164281542945801849;1494946582278108338;1494946582290920563;f659df926a8f;1;1
$1;1494946582524486667;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();228B90F821C1BBE81B619BD3A8B30508;4164281542945801855;1494946582519456783;1494946582524485434;f659df926a8f;4;4
$1;1494946582526720279;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll();228B90F821C1BBE81B619BD3A8B30508;4164281542945801855;1494946582518894952;1494946582526719014;f659df926a8f;3;3
$1;1494946582526816568;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();228B90F821C1BBE81B619BD3A8B30508;4164281542945801855;1494946582518888563;1494946582526815958;f659df926a8f;2;2
$1;1494946582527693291;HTTP_CustomerService.GET;228B90F821C1BBE81B619BD3A8B30508;4164281542945801855;1494946582518634891;1494946582527680446;f659df926a8f;1;1
$1;1494946582532913004;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);228B90F821C1BBE81B619BD3A8B30508;4164281542945801856;1494946582532905488;1494946582532911777;f659df926a8f;2;2
$1;1494946582534393916;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);228B90F821C1BBE81B619BD3A8B30508;4164281542945801856;1494946582533598949;1494946582534392759;f659df926a8f;5;4
$1;1494946582535116309;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);228B90F821C1BBE81B619BD3A8B30508;4164281542945801856;1494946582533065884;1494946582535115326;f659df926a8f;4;3
$1;1494946582535201455;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);228B90F821C1BBE81B619BD3A8B30508;4164281542945801856;1494946582533059950;1494946582535201078;f659df926a8f;3;2
$1;1494946582536026125;HTTP_CustomerService.GET;228B90F821C1BBE81B619BD3A8B30508;4164281542945801856;1494946582532607525;1494946582536016893;f659df926a8f;1;1
$1;1494946582548203612;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);228B90F821C1BBE81B619BD3A8B30508;4164281542945801857;1494946582548197337;1494946582548202794;f659df926a8f;2;2
$1;1494946582548650038;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);228B90F821C1BBE81B619BD3A8B30508;4164281542945801857;1494946582548639316;1494946582548649347;f659df926a8f;3;2
$1;1494946582560735414;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);228B90F821C1BBE81B619BD3A8B30508;4164281542945801857;1494946582559882791;1494946582560734251;f659df926a8f;6;4
$1;1494946582561688865;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);228B90F821C1BBE81B619BD3A8B30508;4164281542945801857;1494946582549175622;1494946582561688025;f659df926a8f;5;3
$1;1494946582562484963;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);228B90F821C1BBE81B619BD3A8B30508;4164281542945801857;1494946582562185120;1494946582562483801;f659df926a8f;8;4
$1;1494946582563201064;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner);228B90F821C1BBE81B619BD3A8B30508;4164281542945801857;1494946582561844788;1494946582563200411;f659df926a8f;7;3
$1;1494946582563308431;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);228B90F821C1BBE81B619BD3A8B30508;4164281542945801857;1494946582549169446;1494946582563307757;f659df926a8f;4;2
$1;1494946582564041524;HTTP_CustomerService.PUT;228B90F821C1BBE81B619BD3A8B30508;4164281542945801857;1494946582547987391;1494946582564028257;f659df926a8f;1;1
$1;1494946582825131018;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();04BC3C0938E328CB992F59D7C1A8CEFE;4164281542945801863;1494946582801013104;1494946582825129454;f659df926a8f;4;4
$1;1494946582826338979;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll();04BC3C0938E328CB992F59D7C1A8CEFE;4164281542945801863;1494946582800490937;1494946582826337902;f659df926a8f;3;3
$1;1494946582826418391;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();04BC3C0938E328CB992F59D7C1A8CEFE;4164281542945801863;1494946582800485040;1494946582826418038;f659df926a8f;2;2
$1;1494946582827296896;HTTP_CustomerService.GET;04BC3C0938E328CB992F59D7C1A8CEFE;4164281542945801863;1494946582800194798;1494946582827256695;f659df926a8f;1;1
