$0;1496076215051281883;1.10;KIEKER-SINGLETON;e752ce4c0f18;1;false;0;NANOSECONDS;1
$1;1496076242535354075;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);2DD0624AF46B3B2F8F9F7A75BC9404F5;6081829821787144977;1496076242532419301;1496076242535349026;e752ce4c0f18;4;4
$1;1496076242537628659;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);2DD0624AF46B3B2F8F9F7A75BC9404F5;6081829821787144977;1496076242530752987;1496076242537625720;e752ce4c0f18;3;3
$1;1496076242537664120;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);2DD0624AF46B3B2F8F9F7A75BC9404F5;6081829821787144977;1496076242530730699;1496076242537662108;e752ce4c0f18;2;2
$1;1496076242539365485;HTTP_VisitsService.GET;2DD0624AF46B3B2F8F9F7A75BC9404F5;6081829821787144977;1496076242529971769;1496076242539341335;e752ce4c0f18;1;1
$1;1496076242770738043;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);7AA76CB547CFB6480EEAA41934FC3CB1;6081829821787144984;1496076242767009492;1496076242770731145;e752ce4c0f18;4;4
$1;1496076242773174054;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);7AA76CB547CFB6480EEAA41934FC3CB1;6081829821787144984;1496076242765510910;1496076242773168946;e752ce4c0f18;3;3
$1;1496076242773219359;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);7AA76CB547CFB6480EEAA41934FC3CB1;6081829821787144984;1496076242765489265;1496076242773219359;e752ce4c0f18;2;2
$1;1496076242774960434;HTTP_VisitsService.GET;7AA76CB547CFB6480EEAA41934FC3CB1;6081829821787144984;1496076242764726283;1496076242774932052;e752ce4c0f18;1;1
$1;1496076242991614141;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);661E96EEB5CC50242569CD85E6E4DA8F;6081829821787144991;1496076242989165375;1496076242991608996;e752ce4c0f18;4;4
$1;1496076242993656455;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);661E96EEB5CC50242569CD85E6E4DA8F;6081829821787144991;1496076242987543389;1496076242993653494;e752ce4c0f18;3;3
$1;1496076242993694262;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);661E96EEB5CC50242569CD85E6E4DA8F;6081829821787144991;1496076242987521755;1496076242993692718;e752ce4c0f18;2;2
$1;1496076242995011960;HTTP_VisitsService.GET;661E96EEB5CC50242569CD85E6E4DA8F;6081829821787144991;1496076242986712584;1496076242994989546;e752ce4c0f18;1;1
$1;1496076243210249469;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);0A04BBBD3F7C78E76A36A69062644B2F;6081829821787144998;1496076243208125713;1496076243210243775;e752ce4c0f18;4;4
$1;1496076243212392051;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);0A04BBBD3F7C78E76A36A69062644B2F;6081829821787144998;1496076243205526866;1496076243212388952;e752ce4c0f18;3;3
$1;1496076243212429703;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);0A04BBBD3F7C78E76A36A69062644B2F;6081829821787144998;1496076243205503929;1496076243212428045;e752ce4c0f18;2;2
$1;1496076243214034435;HTTP_VisitsService.GET;0A04BBBD3F7C78E76A36A69062644B2F;6081829821787144998;1496076243204667005;1496076243214007971;e752ce4c0f18;1;1
$1;1496076243430407966;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);B0684B226F7D32A6AAC34E6F1396287D;6081829821787145005;1496076243427763497;1496076243430402706;e752ce4c0f18;4;4
$1;1496076243432516845;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);B0684B226F7D32A6AAC34E6F1396287D;6081829821787145005;1496076243425325294;1496076243432513862;e752ce4c0f18;3;3
$1;1496076243432555391;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);B0684B226F7D32A6AAC34E6F1396287D;6081829821787145005;1496076243425296499;1496076243432553681;e752ce4c0f18;2;2
$1;1496076243434122393;HTTP_VisitsService.GET;B0684B226F7D32A6AAC34E6F1396287D;6081829821787145005;1496076243424391006;1496076243434099141;e752ce4c0f18;1;1
$1;1496076243649910761;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);AE82CE5E65EF3FCBEA2F565CBD330B28;6081829821787145012;1496076243647984247;1496076243649904997;e752ce4c0f18;4;4
$1;1496076243651928280;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);AE82CE5E65EF3FCBEA2F565CBD330B28;6081829821787145012;1496076243646363808;1496076243651925087;e752ce4c0f18;3;3
$1;1496076243651965570;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);AE82CE5E65EF3FCBEA2F565CBD330B28;6081829821787145012;1496076243646341438;1496076243651963812;e752ce4c0f18;2;2
$1;1496076243653339287;HTTP_VisitsService.GET;AE82CE5E65EF3FCBEA2F565CBD330B28;6081829821787145012;1496076243645593357;1496076243653316709;e752ce4c0f18;1;1
$1;1496076243877727585;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);83733090D987652B6C7932B0A70061D4;6081829821787145019;1496076243875142997;1496076243877722222;e752ce4c0f18;4;4
$1;1496076243880065085;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);83733090D987652B6C7932B0A70061D4;6081829821787145019;1496076243873313193;1496076243880062212;e752ce4c0f18;3;3
$1;1496076243880111765;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);83733090D987652B6C7932B0A70061D4;6081829821787145019;1496076243873278782;1496076243880108203;e752ce4c0f18;2;2
$1;1496076243881662917;HTTP_VisitsService.GET;83733090D987652B6C7932B0A70061D4;6081829821787145019;1496076243872340699;1496076243881638709;e752ce4c0f18;1;1
$1;1496076244089342919;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);0BD6401808E6F074F44D6534B1DF3367;6081829821787145026;1496076244086751333;1496076244089336293;e752ce4c0f18;4;4
$1;1496076244091505575;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);0BD6401808E6F074F44D6534B1DF3367;6081829821787145026;1496076244084857984;1496076244091502190;e752ce4c0f18;3;3
$1;1496076244091590060;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);0BD6401808E6F074F44D6534B1DF3367;6081829821787145026;1496076244084804501;1496076244091587913;e752ce4c0f18;2;2
$1;1496076244093294905;HTTP_VisitsService.GET;0BD6401808E6F074F44D6534B1DF3367;6081829821787145026;1496076244083767046;1496076244093271143;e752ce4c0f18;1;1
$1;1496076244293082616;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);6962D188A585F7BDD1130F56F42ACD82;6081829821787145033;1496076244290814225;1496076244293077002;e752ce4c0f18;4;4
$1;1496076244295021004;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);6962D188A585F7BDD1130F56F42ACD82;6081829821787145033;1496076244288957468;1496076244295017910;e752ce4c0f18;3;3
$1;1496076244295058802;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);6962D188A585F7BDD1130F56F42ACD82;6081829821787145033;1496076244288937136;1496076244295054791;e752ce4c0f18;2;2
$1;1496076244296828442;HTTP_VisitsService.GET;6962D188A585F7BDD1130F56F42ACD82;6081829821787145033;1496076244288092142;1496076244296804591;e752ce4c0f18;1;1
$1;1496076244521432761;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);2DD480B8A6B6F2DAFEC96DEB0EA7792A;6081829821787145040;1496076244518854604;1496076244521428347;e752ce4c0f18;4;4
$1;1496076244523384148;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);2DD480B8A6B6F2DAFEC96DEB0EA7792A;6081829821787145040;1496076244517193660;1496076244523381413;e752ce4c0f18;3;3
$1;1496076244523415755;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);2DD480B8A6B6F2DAFEC96DEB0EA7792A;6081829821787145040;1496076244517173616;1496076244523414074;e752ce4c0f18;2;2
$1;1496076244524879706;HTTP_VisitsService.GET;2DD480B8A6B6F2DAFEC96DEB0EA7792A;6081829821787145040;1496076244516350141;1496076244524857893;e752ce4c0f18;1;1
$1;1496076244741706420;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);C435D0A378DE0497336527DC9064AE7F;6081829821787145047;1496076244739259666;1496076244741702185;e752ce4c0f18;4;4
$1;1496076244743666574;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);C435D0A378DE0497336527DC9064AE7F;6081829821787145047;1496076244737508263;1496076244743663792;e752ce4c0f18;3;3
$1;1496076244743700168;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);C435D0A378DE0497336527DC9064AE7F;6081829821787145047;1496076244737488489;1496076244743698355;e752ce4c0f18;2;2
$1;1496076244745242286;HTTP_VisitsService.GET;C435D0A378DE0497336527DC9064AE7F;6081829821787145047;1496076244736509553;1496076244745211528;e752ce4c0f18;1;1
$1;1496076244970408569;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);0B1E37C9249F5E6ED5D3ABB9BBABEA94;6081829821787145054;1496076244968248441;1496076244970402847;e752ce4c0f18;4;4
$1;1496076244972455998;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);0B1E37C9249F5E6ED5D3ABB9BBABEA94;6081829821787145054;1496076244966443426;1496076244972452618;e752ce4c0f18;3;3
$1;1496076244972494943;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);0B1E37C9249F5E6ED5D3ABB9BBABEA94;6081829821787145054;1496076244966423093;1496076244972493195;e752ce4c0f18;2;2
$1;1496076244973870104;HTTP_VisitsService.GET;0B1E37C9249F5E6ED5D3ABB9BBABEA94;6081829821787145054;1496076244965626554;1496076244973847622;e752ce4c0f18;1;1
$1;1496076245192855836;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);0F062950A5781EC354D42219D70855CA;6081829821787145061;1496076245189673904;1496076245192849880;e752ce4c0f18;4;4
$1;1496076245195103284;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);0F062950A5781EC354D42219D70855CA;6081829821787145061;1496076245187982217;1496076245195100318;e752ce4c0f18;3;3
$1;1496076245195139782;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);0F062950A5781EC354D42219D70855CA;6081829821787145061;1496076245187963109;1496076245195138055;e752ce4c0f18;2;2
$1;1496076245196810099;HTTP_VisitsService.GET;0F062950A5781EC354D42219D70855CA;6081829821787145061;1496076245187152626;1496076245196789581;e752ce4c0f18;1;1
$1;1496076245410743882;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);A749665F3A195D50384CA5B0441DF2BA;6081829821787145068;1496076245407358987;1496076245410733981;e752ce4c0f18;4;4
$1;1496076245413236236;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);A749665F3A195D50384CA5B0441DF2BA;6081829821787145068;1496076245404640324;1496076245413234323;e752ce4c0f18;3;3
$1;1496076245413273210;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);A749665F3A195D50384CA5B0441DF2BA;6081829821787145068;1496076245404621473;1496076245413267839;e752ce4c0f18;2;2
$1;1496076245415115959;HTTP_VisitsService.GET;A749665F3A195D50384CA5B0441DF2BA;6081829821787145068;1496076245403770561;1496076245415091660;e752ce4c0f18;1;1
$1;1496076245628861772;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);EC39F6FF4CC22E0118D833B4E7A96911;6081829821787145075;1496076245626138028;1496076245628856529;e752ce4c0f18;4;4
$1;1496076245630791998;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);EC39F6FF4CC22E0118D833B4E7A96911;6081829821787145075;1496076245624353208;1496076245630789411;e752ce4c0f18;3;3
$1;1496076245630823467;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);EC39F6FF4CC22E0118D833B4E7A96911;6081829821787145075;1496076245624335382;1496076245630821872;e752ce4c0f18;2;2
$1;1496076245632287596;HTTP_VisitsService.GET;EC39F6FF4CC22E0118D833B4E7A96911;6081829821787145075;1496076245623442748;1496076245632265540;e752ce4c0f18;1;1
$1;1496076245843848161;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);87EE459A77C9CA51255780E75561261F;6081829821787145082;1496076245841274396;1496076245843842488;e752ce4c0f18;4;4
$1;1496076245846086183;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);87EE459A77C9CA51255780E75561261F;6081829821787145082;1496076245839385293;1496076245846083177;e752ce4c0f18;3;3
$1;1496076245846123162;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);87EE459A77C9CA51255780E75561261F;6081829821787145082;1496076245839368172;1496076245846121590;e752ce4c0f18;2;2
$1;1496076245847622177;HTTP_VisitsService.GET;87EE459A77C9CA51255780E75561261F;6081829821787145082;1496076245838613283;1496076245847600973;e752ce4c0f18;1;1
$1;1496076246090029806;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);D6C49B9C16A59825F3B61329D5F750FD;6081829821787145089;1496076246078638475;1496076246090023815;e752ce4c0f18;4;4
$1;1496076246095240814;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);D6C49B9C16A59825F3B61329D5F750FD;6081829821787145089;1496076246074345742;1496076246095234161;e752ce4c0f18;3;3
$1;1496076246095417432;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);D6C49B9C16A59825F3B61329D5F750FD;6081829821787145089;1496076246074313725;1496076246095415331;e752ce4c0f18;2;2
$1;1496076246102050072;HTTP_VisitsService.GET;D6C49B9C16A59825F3B61329D5F750FD;6081829821787145089;1496076246071492143;1496076246100122574;e752ce4c0f18;1;1
$1;1496076246315287173;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);A55CA8448D2467B751998A3C7A777425;6081829821787145096;1496076246311818643;1496076246315282396;e752ce4c0f18;4;4
$1;1496076246317475873;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);A55CA8448D2467B751998A3C7A777425;6081829821787145096;1496076246309032934;1496076246317473112;e752ce4c0f18;3;3
$1;1496076246317549769;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);A55CA8448D2467B751998A3C7A777425;6081829821787145096;1496076246309003062;1496076246317548037;e752ce4c0f18;2;2
$1;1496076246319290406;HTTP_VisitsService.GET;A55CA8448D2467B751998A3C7A777425;6081829821787145096;1496076246308092674;1496076246319267535;e752ce4c0f18;1;1
$1;1496076246491682099;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);24CCDA80F18826DCAE1ABF184E002D3F;6081829821787145103;1496076246489406835;1496076246491676045;e752ce4c0f18;4;4
$1;1496076246493806270;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);24CCDA80F18826DCAE1ABF184E002D3F;6081829821787145103;1496076246487699815;1496076246493803708;e752ce4c0f18;3;3
$1;1496076246493843033;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);24CCDA80F18826DCAE1ABF184E002D3F;6081829821787145103;1496076246487679164;1496076246493843033;e752ce4c0f18;2;2
$1;1496076246495348382;HTTP_VisitsService.GET;24CCDA80F18826DCAE1ABF184E002D3F;6081829821787145103;1496076246486548693;1496076246495325011;e752ce4c0f18;1;1
$1;1496076246719293004;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);ABCE02308C3A923E8A99723B0C3A3964;6081829821787145110;1496076246717056052;1496076246719287077;e752ce4c0f18;4;4
$1;1496076246721437144;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);ABCE02308C3A923E8A99723B0C3A3964;6081829821787145110;1496076246715196457;1496076246721431087;e752ce4c0f18;3;3
$1;1496076246721472976;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);ABCE02308C3A923E8A99723B0C3A3964;6081829821787145110;1496076246715178479;1496076246721472976;e752ce4c0f18;2;2
$1;1496076246722951767;HTTP_VisitsService.GET;ABCE02308C3A923E8A99723B0C3A3964;6081829821787145110;1496076246714410065;1496076246722930655;e752ce4c0f18;1;1
$1;1496076246940064232;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);90ACBE75F20E923D2550AC01138CF026;6081829821787145117;1496076246937800393;1496076246940059270;e752ce4c0f18;4;4
$1;1496076246942031964;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);90ACBE75F20E923D2550AC01138CF026;6081829821787145117;1496076246936188732;1496076246942028877;e752ce4c0f18;3;3
$1;1496076246942059125;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);90ACBE75F20E923D2550AC01138CF026;6081829821787145117;1496076246936170326;1496076246942057444;e752ce4c0f18;2;2
$1;1496076246943509087;HTTP_VisitsService.GET;90ACBE75F20E923D2550AC01138CF026;6081829821787145117;1496076246935270205;1496076246943487346;e752ce4c0f18;1;1
$1;1496076247153458993;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);0234568ABD402E6E48637CBD6C82EBCB;6081829821787145124;1496076247151227329;1496076247153453434;e752ce4c0f18;4;4
$1;1496076247155578407;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);0234568ABD402E6E48637CBD6C82EBCB;6081829821787145124;1496076247149493396;1496076247155575030;e752ce4c0f18;3;3
$1;1496076247155615562;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);0234568ABD402E6E48637CBD6C82EBCB;6081829821787145124;1496076247149474607;1496076247155615562;e752ce4c0f18;2;2
$1;1496076247157173895;HTTP_VisitsService.GET;0234568ABD402E6E48637CBD6C82EBCB;6081829821787145124;1496076247148659663;1496076247157150242;e752ce4c0f18;1;1
$1;1496076247372774618;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);4483E85BCA7AEE8BD2C684E6B45A5100;6081829821787145131;1496076247370711510;1496076247372769410;e752ce4c0f18;4;4
$1;1496076247375008057;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);4483E85BCA7AEE8BD2C684E6B45A5100;6081829821787145131;1496076247369103112;1496076247375000970;e752ce4c0f18;3;3
$1;1496076247375065674;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);4483E85BCA7AEE8BD2C684E6B45A5100;6081829821787145131;1496076247369086680;1496076247375063935;e752ce4c0f18;2;2
$1;1496076247376768997;HTTP_VisitsService.GET;4483E85BCA7AEE8BD2C684E6B45A5100;6081829821787145131;1496076247368368537;1496076247376745450;e752ce4c0f18;1;1
$1;1496076247595587909;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);E81E77454806DDA4176A9B47331378AE;6081829821787145138;1496076247593354367;1496076247595582055;e752ce4c0f18;4;4
$1;1496076247597595221;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);E81E77454806DDA4176A9B47331378AE;6081829821787145138;1496076247591647389;1496076247597592444;e752ce4c0f18;3;3
$1;1496076247597631061;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);E81E77454806DDA4176A9B47331378AE;6081829821787145138;1496076247591629210;1496076247597629090;e752ce4c0f18;2;2
$1;1496076247599217285;HTTP_VisitsService.GET;E81E77454806DDA4176A9B47331378AE;6081829821787145138;1496076247590848168;1496076247599193768;e752ce4c0f18;1;1
$1;1496076247813248388;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);4FC0D3DFE6ECC3B97EFB0A57A6CBD0F1;6081829821787145145;1496076247810967435;1496076247813243004;e752ce4c0f18;4;4
$1;1496076247815638085;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);4FC0D3DFE6ECC3B97EFB0A57A6CBD0F1;6081829821787145145;1496076247809322421;1496076247815635387;e752ce4c0f18;3;3
$1;1496076247815673138;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);4FC0D3DFE6ECC3B97EFB0A57A6CBD0F1;6081829821787145145;1496076247809305381;1496076247815671500;e752ce4c0f18;2;2
$1;1496076247817156154;HTTP_VisitsService.GET;4FC0D3DFE6ECC3B97EFB0A57A6CBD0F1;6081829821787145145;1496076247808555678;1496076247817133700;e752ce4c0f18;1;1
$1;1496076248034771678;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);8B04AA128B6A18EF6CBEF28A5C03FE03;6081829821787145152;1496076248031847558;1496076248034766056;e752ce4c0f18;4;4
$1;1496076248037240227;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);8B04AA128B6A18EF6CBEF28A5C03FE03;6081829821787145152;1496076248030216447;1496076248037236742;e752ce4c0f18;3;3
$1;1496076248037278137;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);8B04AA128B6A18EF6CBEF28A5C03FE03;6081829821787145152;1496076248030200795;1496076248037276342;e752ce4c0f18;2;2
$1;1496076248038871899;HTTP_VisitsService.GET;8B04AA128B6A18EF6CBEF28A5C03FE03;6081829821787145152;1496076248029363181;1496076248038849903;e752ce4c0f18;1;1
$1;1496076248315590399;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);47B896E1A18B7E2350107812363A8C46;6081829821787145159;1496076248311997524;1496076248315583565;e752ce4c0f18;4;4
$1;1496076248318152380;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);47B896E1A18B7E2350107812363A8C46;6081829821787145159;1496076248308290971;1496076248318149039;e752ce4c0f18;3;3
$1;1496076248318194891;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);47B896E1A18B7E2350107812363A8C46;6081829821787145159;1496076248308271802;1496076248318192818;e752ce4c0f18;2;2
$1;1496076248320094743;HTTP_VisitsService.GET;47B896E1A18B7E2350107812363A8C46;6081829821787145159;1496076248307278351;1496076248320068992;e752ce4c0f18;1;1
$1;1496076248537073943;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);81C95194D5DA365AA2B243A7942E8EA0;6081829821787145166;1496076248534937891;1496076248537068963;e752ce4c0f18;4;4
$1;1496076248538988616;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);81C95194D5DA365AA2B243A7942E8EA0;6081829821787145166;1496076248533194753;1496076248538985638;e752ce4c0f18;3;3
$1;1496076248539027468;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);81C95194D5DA365AA2B243A7942E8EA0;6081829821787145166;1496076248533174907;1496076248539025832;e752ce4c0f18;2;2
$1;1496076248540547949;HTTP_VisitsService.GET;81C95194D5DA365AA2B243A7942E8EA0;6081829821787145166;1496076248532370748;1496076248540526656;e752ce4c0f18;1;1
$1;1496076248728037946;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);4393E2ACCBA6FBC962B8A74B8839088D;6081829821787145173;1496076248726039292;1496076248728032021;e752ce4c0f18;4;4
$1;1496076248730149885;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);4393E2ACCBA6FBC962B8A74B8839088D;6081829821787145173;1496076248724396303;1496076248730146720;e752ce4c0f18;3;3
$1;1496076248730185484;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);4393E2ACCBA6FBC962B8A74B8839088D;6081829821787145173;1496076248724377705;1496076248730183869;e752ce4c0f18;2;2
$1;1496076248731941996;HTTP_VisitsService.GET;4393E2ACCBA6FBC962B8A74B8839088D;6081829821787145173;1496076248723529859;1496076248731916731;e752ce4c0f18;1;1
$1;1496076248933318436;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);607B11016CDF782CBAC1BAD06C9CF7EC;6081829821787145180;1496076248931171085;1496076248933312665;e752ce4c0f18;4;4
$1;1496076248935267506;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);607B11016CDF782CBAC1BAD06C9CF7EC;6081829821787145180;1496076248929545052;1496076248935264759;e752ce4c0f18;3;3
$1;1496076248935299672;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);607B11016CDF782CBAC1BAD06C9CF7EC;6081829821787145180;1496076248929528024;1496076248935297704;e752ce4c0f18;2;2
$1;1496076248936701680;HTTP_VisitsService.GET;607B11016CDF782CBAC1BAD06C9CF7EC;6081829821787145180;1496076248928762785;1496076248936679642;e752ce4c0f18;1;1
$1;1496076249148876710;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);38351D87567887A6318B646400C04FF2;6081829821787145187;1496076249146624744;1496076249148872342;e752ce4c0f18;4;4
$1;1496076249151155349;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);38351D87567887A6318B646400C04FF2;6081829821787145187;1496076249144628029;1496076249151152641;e752ce4c0f18;3;3
$1;1496076249151183496;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);38351D87567887A6318B646400C04FF2;6081829821787145187;1496076249144610239;1496076249151182025;e752ce4c0f18;2;2
$1;1496076249152646518;HTTP_VisitsService.GET;38351D87567887A6318B646400C04FF2;6081829821787145187;1496076249143732823;1496076249152623404;e752ce4c0f18;1;1
$1;1496076249363047798;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);8ECD6374302A48E1ACF1D973A1B72618;6081829821787145194;1496076249361089704;1496076249363042938;e752ce4c0f18;4;4
$1;1496076249365390808;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);8ECD6374302A48E1ACF1D973A1B72618;6081829821787145194;1496076249358575292;1496076249365388227;e752ce4c0f18;3;3
$1;1496076249365425233;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);8ECD6374302A48E1ACF1D973A1B72618;6081829821787145194;1496076249358558865;1496076249365423286;e752ce4c0f18;2;2
$1;1496076249366839513;HTTP_VisitsService.GET;8ECD6374302A48E1ACF1D973A1B72618;6081829821787145194;1496076249357833991;1496076249366816524;e752ce4c0f18;1;1
