$0;1496994187694548875;1.10;KIEKER-SINGLETON;7ca41592d0e1;1;false;0;NANOSECONDS;1
$1;1496994503357197181;api.petsNumberedGET;66E66E5AB4431391BCDEEAB439E7A46A;7612490745139699812;1496994503354636599;1496994503357195561;7ca41592d0e1;0;0
$1;1496994503364254143;api.visitsGET;66E66E5AB4431391BCDEEAB439E7A46A;7612490745139699813;1496994503358382020;1496994503364251870;7ca41592d0e1;0;0
$1;1496994503366793239;_API-Gateway.gateway.GET;3141890262F00F7E60DFD163F7503C73;7612490745139699814;1496994503365840951;1496994503366771771;7ca41592d0e1;0;0
$1;1496994503373269155;api.vetsGET;3141890262F00F7E60DFD163F7503C73;7612490745139699815;1496994503367840250;1496994503373266734;7ca41592d0e1;0;0
$1;1496994503377880649;api.ownersGET;3141890262F00F7E60DFD163F7503C73;7612490745139699816;1496994503374405520;1496994503377877999;7ca41592d0e1;0;0
$1;1496994503381027449;api.ownersNumberedGET;3141890262F00F7E60DFD163F7503C73;7612490745139699817;1496994503378912865;1496994503381025966;7ca41592d0e1;0;0
$1;1496994503390012455;api.petsNumberedGET;3141890262F00F7E60DFD163F7503C73;7612490745139699818;1496994503386560518;1496994503390010455;7ca41592d0e1;0;0
$1;1496994503397444910;api.visitsGET;3141890262F00F7E60DFD163F7503C73;7612490745139699819;1496994503391438268;1496994503397441975;7ca41592d0e1;0;0
$1;1496994503399975117;_API-Gateway.gateway.GET;757040EB98CFE394D2C302AF89E99F34;7612490745139699820;1496994503399000451;1496994503399953990;7ca41592d0e1;0;0
$1;1496994503406603197;api.vetsGET;757040EB98CFE394D2C302AF89E99F34;7612490745139699821;1496994503401062669;1496994503406600172;7ca41592d0e1;0;0
$1;1496994503411539187;api.ownersGET;757040EB98CFE394D2C302AF89E99F34;7612490745139699822;1496994503407660661;1496994503411537902;7ca41592d0e1;0;0
$1;1496994503414866615;api.ownersNumberedGET;757040EB98CFE394D2C302AF89E99F34;7612490745139699823;1496994503412609416;1496994503414865286;7ca41592d0e1;0;0
$1;1496994503423752896;api.petsNumberedGET;757040EB98CFE394D2C302AF89E99F34;7612490745139699824;1496994503420556590;1496994503423750455;7ca41592d0e1;0;0
$1;1496994503431265770;api.visitsGET;757040EB98CFE394D2C302AF89E99F34;7612490745139699825;1496994503425033756;1496994503431263543;7ca41592d0e1;0;0
$1;1496994503433758279;_API-Gateway.gateway.GET;FFA4EA5FE4AEF861AA0419A1CFABEA56;7612490745139699826;1496994503432813011;1496994503433736843;7ca41592d0e1;0;0
$1;1496994503440288292;api.vetsGET;FFA4EA5FE4AEF861AA0419A1CFABEA56;7612490745139699827;1496994503434802618;1496994503440285975;7ca41592d0e1;0;0
$1;1496994503444927646;api.ownersGET;FFA4EA5FE4AEF861AA0419A1CFABEA56;7612490745139699828;1496994503441347884;1496994503444926110;7ca41592d0e1;0;0
$1;1496994503448213103;api.ownersNumberedGET;FFA4EA5FE4AEF861AA0419A1CFABEA56;7612490745139699829;1496994503445912956;1496994503448211809;7ca41592d0e1;0;0
$1;1496994503458568335;api.petsNumberedGET;FFA4EA5FE4AEF861AA0419A1CFABEA56;7612490745139699830;1496994503453902308;1496994503458565907;7ca41592d0e1;0;0
$1;1496994503466092948;api.visitsGET;FFA4EA5FE4AEF861AA0419A1CFABEA56;7612490745139699831;1496994503459845721;1496994503466090528;7ca41592d0e1;0;0
$1;1496994503468595261;_API-Gateway.gateway.GET;F67B4D344CD157B1BD00AB7B01B93558;7612490745139699832;1496994503467638564;1496994503468573904;7ca41592d0e1;0;0
$1;1496994503475174319;api.vetsGET;F67B4D344CD157B1BD00AB7B01B93558;7612490745139699833;1496994503469642809;1496994503475171254;7ca41592d0e1;0;0
$1;1496994503481669604;api.ownersGET;F67B4D344CD157B1BD00AB7B01B93558;7612490745139699834;1496994503476441665;1496994503481667488;7ca41592d0e1;0;0
$1;1496994503487864737;api.ownersNumberedGET;F67B4D344CD157B1BD00AB7B01B93558;7612490745139699835;1496994503484338992;1496994503487862621;7ca41592d0e1;0;0
$1;1496994503497438733;api.petsNumberedGET;F67B4D344CD157B1BD00AB7B01B93558;7612490745139699836;1496994503493644018;1496994503497434259;7ca41592d0e1;0;0
$1;1496994503505227120;api.visitsGET;F67B4D344CD157B1BD00AB7B01B93558;7612490745139699837;1496994503498790675;1496994503505225306;7ca41592d0e1;0;0
$1;1496994503507822183;_API-Gateway.gateway.GET;D6B33A79AB8CBCD6308015C64C74433B;7612490745139699838;1496994503506748631;1496994503507801477;7ca41592d0e1;0;0
$1;1496994503514192547;api.vetsGET;D6B33A79AB8CBCD6308015C64C74433B;7612490745139699839;1496994503508935662;1496994503514189791;7ca41592d0e1;0;0
$1;1496994503520549041;api.ownersGET;D6B33A79AB8CBCD6308015C64C74433B;7612490745139699840;1496994503515348766;1496994503520546864;7ca41592d0e1;0;0
$1;1496994503525056509;api.ownersNumberedGET;D6B33A79AB8CBCD6308015C64C74433B;7612490745139699841;1496994503521754122;1496994503525054692;7ca41592d0e1;0;0
$1;1496994503534625852;api.petsNumberedGET;D6B33A79AB8CBCD6308015C64C74433B;7612490745139699842;1496994503530944005;1496994503534624255;7ca41592d0e1;0;0
$1;1496994503542060068;api.visitsGET;D6B33A79AB8CBCD6308015C64C74433B;7612490745139699843;1496994503536001274;1496994503542057850;7ca41592d0e1;0;0
$1;1496994503544461988;_API-Gateway.gateway.GET;D9617BFA08047B029ABF76952EEC69BD;7612490745139699844;1496994503543461681;1496994503544441434;7ca41592d0e1;0;0
$1;1496994503550989903;api.vetsGET;D9617BFA08047B029ABF76952EEC69BD;7612490745139699845;1496994503545561054;1496994503550987708;7ca41592d0e1;0;0
$1;1496994503577410704;api.ownersGET;D9617BFA08047B029ABF76952EEC69BD;7612490745139699846;1496994503552089604;1496994503577408729;7ca41592d0e1;0;0
$1;1496994503581969977;api.ownersNumberedGET;D9617BFA08047B029ABF76952EEC69BD;7612490745139699847;1496994503578618509;1496994503581968343;7ca41592d0e1;0;0
$1;1496994503591664551;api.petsNumberedGET;D9617BFA08047B029ABF76952EEC69BD;7612490745139699848;1496994503587910727;1496994503591662710;7ca41592d0e1;0;0
$1;1496994503597622716;api.visitsGET;D9617BFA08047B029ABF76952EEC69BD;7612490745139699849;1496994503593003447;1496994503597621185;7ca41592d0e1;0;0
$1;1496994503599885477;_API-Gateway.gateway.GET;AE8DA7C68A5CCCE67CC0CFF4102EF1DB;7612490745139699850;1496994503598875444;1496994503599865146;7ca41592d0e1;0;0
$1;1496994503606105699;api.vetsGET;AE8DA7C68A5CCCE67CC0CFF4102EF1DB;7612490745139699851;1496994503600829333;1496994503606103146;7ca41592d0e1;0;0
$1;1496994503612436710;api.ownersGET;AE8DA7C68A5CCCE67CC0CFF4102EF1DB;7612490745139699852;1496994503607230073;1496994503612434710;7ca41592d0e1;0;0
$1;1496994503616844315;api.ownersNumberedGET;AE8DA7C68A5CCCE67CC0CFF4102EF1DB;7612490745139699853;1496994503613548058;1496994503616842432;7ca41592d0e1;0;0
$1;1496994503626236567;api.petsNumberedGET;AE8DA7C68A5CCCE67CC0CFF4102EF1DB;7612490745139699854;1496994503622614515;1496994503626234530;7ca41592d0e1;0;0
$1;1496994503631599134;api.visitsGET;AE8DA7C68A5CCCE67CC0CFF4102EF1DB;7612490745139699855;1496994503627586336;1496994503631597618;7ca41592d0e1;0;0
$1;1496994503633787510;_API-Gateway.gateway.GET;18F455B22D8A6818B8B623BF01283253;7612490745139699856;1496994503632836062;1496994503633766969;7ca41592d0e1;0;0
$1;1496994503640200898;api.vetsGET;18F455B22D8A6818B8B623BF01283253;7612490745139699857;1496994503634886264;1496994503640198837;7ca41592d0e1;0;0
$1;1496994503646753883;api.ownersGET;18F455B22D8A6818B8B623BF01283253;7612490745139699858;1496994503641338650;1496994503646750956;7ca41592d0e1;0;0
$1;1496994503676805836;api.ownersNumberedGET;18F455B22D8A6818B8B623BF01283253;7612490745139699859;1496994503648081934;1496994503676802898;7ca41592d0e1;0;0
$1;1496994503688627084;api.visitsGET;18F455B22D8A6818B8B623BF01283253;7612490745139699861;1496994503684693296;1496994503688620428;7ca41592d0e1;0;0
$1;1496994503691915110;_API-Gateway.gateway.GET;9F70BFFB93CD7D3310425CE6B8AA90EA;7612490745139699862;1496994503690998682;1496994503691896438;7ca41592d0e1;0;0
$1;1496994503699104685;api.vetsGET;9F70BFFB93CD7D3310425CE6B8AA90EA;7612490745139699863;1496994503693044572;1496994503699102632;7ca41592d0e1;0;0
$1;1496994503705191953;api.ownersGET;9F70BFFB93CD7D3310425CE6B8AA90EA;7612490745139699864;1496994503700330356;1496994503705190440;7ca41592d0e1;0;0
$1;1496994503708821715;api.ownersNumberedGET;9F70BFFB93CD7D3310425CE6B8AA90EA;7612490745139699865;1496994503706124911;1496994503708819167;7ca41592d0e1;0;0
$1;1496994503720010608;api.visitsGET;9F70BFFB93CD7D3310425CE6B8AA90EA;7612490745139699867;1496994503715809421;1496994503720009291;7ca41592d0e1;0;0
$1;1496994503721713505;_API-Gateway.gateway.GET;9201709A1974B139A2CCEC4B8CE2601A;7612490745139699868;1496994503720995295;1496994503721699484;7ca41592d0e1;0;0
$1;1496994503726992546;api.vetsGET;9201709A1974B139A2CCEC4B8CE2601A;7612490745139699869;1496994503722441430;1496994503726989427;7ca41592d0e1;0;0
$1;1496994503731598275;api.ownersGET;9201709A1974B139A2CCEC4B8CE2601A;7612490745139699870;1496994503727961684;1496994503731598275;7ca41592d0e1;0;0
$1;1496994503743886899;api.visitsGET;9201709A1974B139A2CCEC4B8CE2601A;7612490745139699873;1496994503740275713;1496994503743885562;7ca41592d0e1;0;0
$1;1496994503745820332;_API-Gateway.gateway.GET;65C2F3A7012297381BEFB9DF714842FE;7612490745139699874;1496994503745004413;1496994503745804992;7ca41592d0e1;0;0
$1;1496994503750597862;api.vetsGET;65C2F3A7012297381BEFB9DF714842FE;7612490745139699875;1496994503746609109;1496994503750594944;7ca41592d0e1;0;0
$1;1496994503755290201;api.ownersGET;65C2F3A7012297381BEFB9DF714842FE;7612490745139699876;1496994503751563173;1496994503755288648;7ca41592d0e1;0;0
$1;1496994503776862785;api.ownersNumberedGET;65C2F3A7012297381BEFB9DF714842FE;7612490745139699877;1496994503756054958;1496994503776861096;7ca41592d0e1;0;0
$1;1496994503787726706;api.visitsGET;65C2F3A7012297381BEFB9DF714842FE;7612490745139699879;1496994503784108006;1496994503787725011;7ca41592d0e1;0;0
$1;1496994503789823543;_API-Gateway.gateway.GET;3F5201C4AB40821DACA359F794CC7728;7612490745139699880;1496994503789004924;1496994503789807772;7ca41592d0e1;0;0
$1;1496994503795120643;api.vetsGET;3F5201C4AB40821DACA359F794CC7728;7612490745139699881;1496994503790840588;1496994503795118150;7ca41592d0e1;0;0
$1;1496994503801193963;api.ownersGET;3F5201C4AB40821DACA359F794CC7728;7612490745139699882;1496994503796309981;1496994503801190974;7ca41592d0e1;0;0
$1;1496994503804992297;api.ownersNumberedGET;3F5201C4AB40821DACA359F794CC7728;7612490745139699883;1496994503802245370;1496994503804991045;7ca41592d0e1;0;0
$1;1496994503813318128;api.petsNumberedGET;3F5201C4AB40821DACA359F794CC7728;7612490745139699884;1496994503810484265;1496994503813316765;7ca41592d0e1;0;0
$1;1496994503819589566;api.visitsGET;3F5201C4AB40821DACA359F794CC7728;7612490745139699885;1496994503814982704;1496994503819587187;7ca41592d0e1;0;0
$1;1496994503822076294;_API-Gateway.gateway.GET;3996FF265E41A81B19D8EAE3494ACC14;7612490745139699886;1496994503821038572;1496994503822049594;7ca41592d0e1;0;0
$1;1496994503827647362;api.vetsGET;3996FF265E41A81B19D8EAE3494ACC14;7612490745139699887;1496994503823135820;1496994503827639993;7ca41592d0e1;0;0
$1;1496994503834069636;api.ownersGET;3996FF265E41A81B19D8EAE3494ACC14;7612490745139699888;1496994503828645474;1496994503834067079;7ca41592d0e1;0;0
$1;1496994503838629140;api.ownersNumberedGET;3996FF265E41A81B19D8EAE3494ACC14;7612490745139699889;1496994503835238486;1496994503838627435;7ca41592d0e1;0;0
$1;1496994503875558746;api.petsNumberedGET;3996FF265E41A81B19D8EAE3494ACC14;7612490745139699890;1496994503844533286;1496994503875556191;7ca41592d0e1;0;0
$1;1496994503883644538;api.visitsGET;3996FF265E41A81B19D8EAE3494ACC14;7612490745139699891;1496994503877053705;1496994503883642359;7ca41592d0e1;0;0
$1;1496994503886229442;_API-Gateway.gateway.GET;FEA98AB16F71D6F9D02BBC13D9620C3C;7612490745139699892;1496994503885237016;1496994503886208048;7ca41592d0e1;0;0
$1;1496994503893148447;api.vetsGET;FEA98AB16F71D6F9D02BBC13D9620C3C;7612490745139699893;1496994503887478061;1496994503893145475;7ca41592d0e1;0;0
$1;1496994503899626126;api.ownersGET;FEA98AB16F71D6F9D02BBC13D9620C3C;7612490745139699894;1496994503894226958;1496994503899623563;7ca41592d0e1;0;0
$1;1496994503904237948;api.ownersNumberedGET;FEA98AB16F71D6F9D02BBC13D9620C3C;7612490745139699895;1496994503900729992;1496994503904230970;7ca41592d0e1;0;0
$1;1496994503975507561;api.petsNumberedGET;FEA98AB16F71D6F9D02BBC13D9620C3C;7612490745139699896;1496994503910108973;1496994503975505523;7ca41592d0e1;0;0
$1;1496994503983277782;api.visitsGET;FEA98AB16F71D6F9D02BBC13D9620C3C;7612490745139699897;1496994503976799899;1496994503983275546;7ca41592d0e1;0;0
$1;1496994503985772541;_API-Gateway.gateway.GET;FFD73C34A3C9B7CB43FEBAFEF32586C2;7612490745139699898;1496994503984769264;1496994503985749190;7ca41592d0e1;0;0
$1;1496994503992387225;api.vetsGET;FFD73C34A3C9B7CB43FEBAFEF32586C2;7612490745139699899;1496994503986864825;1496994503992385187;7ca41592d0e1;0;0
$1;1496994503999043216;api.ownersGET;FFD73C34A3C9B7CB43FEBAFEF32586C2;7612490745139699900;1496994503993466074;1496994503999039330;7ca41592d0e1;0;0
$1;1496994504080924518;api.ownersNumberedGET;FFD73C34A3C9B7CB43FEBAFEF32586C2;7612490745139699901;1496994504075649888;1496994504080921347;7ca41592d0e1;0;0
$1;1496994504090684999;api.petsNumberedGET;FFD73C34A3C9B7CB43FEBAFEF32586C2;7612490745139699902;1496994504087018290;1496994504090682124;7ca41592d0e1;0;0
$1;1496994504098272634;api.visitsGET;FFD73C34A3C9B7CB43FEBAFEF32586C2;7612490745139699903;1496994504091920236;1496994504098270034;7ca41592d0e1;0;0
$1;1496994504100806127;_API-Gateway.gateway.GET;E303BCDFF160C6BE8964FAB1A005184F;7612490745139699904;1496994504099793351;1496994504100788012;7ca41592d0e1;0;0
$1;1496994504181095193;api.vetsGET;E303BCDFF160C6BE8964FAB1A005184F;7612490745139699905;1496994504175473621;1496994504181092348;7ca41592d0e1;0;0
$1;1496994504187552768;api.ownersGET;E303BCDFF160C6BE8964FAB1A005184F;7612490745139699906;1496994504182234402;1496994504187550452;7ca41592d0e1;0;0
$1;1496994504191913376;api.ownersNumberedGET;E303BCDFF160C6BE8964FAB1A005184F;7612490745139699907;1496994504188592544;1496994504191911756;7ca41592d0e1;0;0
$1;1496994504201241240;api.petsNumberedGET;E303BCDFF160C6BE8964FAB1A005184F;7612490745139699908;1496994504197790397;1496994504201238668;7ca41592d0e1;0;0
$1;1496994504208747241;api.visitsGET;E303BCDFF160C6BE8964FAB1A005184F;7612490745139699909;1496994504202526722;1496994504208745477;7ca41592d0e1;0;0
$1;1496994504210990126;_API-Gateway.gateway.GET;F1C2016B25BA2EBF5E3FB3678D29358D;7612490745139699910;1496994504210076548;1496994504210972533;7ca41592d0e1;0;0
$1;1496994504217322480;api.vetsGET;F1C2016B25BA2EBF5E3FB3678D29358D;7612490745139699911;1496994504212057168;1496994504217320839;7ca41592d0e1;0;0
$1;1496994504280319072;api.ownersGET;F1C2016B25BA2EBF5E3FB3678D29358D;7612490745139699912;1496994504275339805;1496994504280317487;7ca41592d0e1;0;0
$1;1496994504284667552;api.ownersNumberedGET;F1C2016B25BA2EBF5E3FB3678D29358D;7612490745139699913;1496994504281481370;1496994504284665954;7ca41592d0e1;0;0
$1;1496994504294012157;api.petsNumberedGET;F1C2016B25BA2EBF5E3FB3678D29358D;7612490745139699914;1496994504290543185;1496994504294009888;7ca41592d0e1;0;0
$1;1496994504301935155;api.visitsGET;F1C2016B25BA2EBF5E3FB3678D29358D;7612490745139699915;1496994504295363144;1496994504301931898;7ca41592d0e1;0;0
$1;1496994504304848846;_API-Gateway.gateway.GET;97BA1BEE54123B429B07BFF655866D1E;7612490745139699916;1496994504303819550;1496994504304825533;7ca41592d0e1;0;0
$1;1496994504381513625;api.vetsGET;97BA1BEE54123B429B07BFF655866D1E;7612490745139699917;1496994504375411707;1496994504381510714;7ca41592d0e1;0;0
$1;1496994504388276226;api.ownersGET;97BA1BEE54123B429B07BFF655866D1E;7612490745139699918;1496994504382659038;1496994504388273717;7ca41592d0e1;0;0
$1;1496994504393352041;api.ownersNumberedGET;97BA1BEE54123B429B07BFF655866D1E;7612490745139699919;1496994504389595811;1496994504393350322;7ca41592d0e1;0;0
$1;1496994504405072072;api.petsNumberedGET;97BA1BEE54123B429B07BFF655866D1E;7612490745139699920;1496994504399340456;1496994504405069356;7ca41592d0e1;0;0
$1;1496994504414454611;api.visitsGET;97BA1BEE54123B429B07BFF655866D1E;7612490745139699921;1496994504406519629;1496994504414452414;7ca41592d0e1;0;0
$1;1496994504417147261;_API-Gateway.gateway.GET;4586FFE58EAC4BFBA230B3E41164D742;7612490745139699922;1496994504416138980;1496994504417125354;7ca41592d0e1;0;0
$1;1496994504475698136;api.vetsGET;4586FFE58EAC4BFBA230B3E41164D742;7612490745139699923;1496994504418213146;1496994504475695764;7ca41592d0e1;0;0
$1;1496994504482235884;api.ownersGET;4586FFE58EAC4BFBA230B3E41164D742;7612490745139699924;1496994504476890784;1496994504482233659;7ca41592d0e1;0;0
$1;1496994504487260245;api.ownersNumberedGET;4586FFE58EAC4BFBA230B3E41164D742;7612490745139699925;1496994504483581254;1496994504487258193;7ca41592d0e1;0;0
$1;1496994504497094404;api.petsNumberedGET;4586FFE58EAC4BFBA230B3E41164D742;7612490745139699926;1496994504493124311;1496994504497092343;7ca41592d0e1;0;0
$1;1496994504504918200;api.visitsGET;4586FFE58EAC4BFBA230B3E41164D742;7612490745139699927;1496994504498437610;1496994504504914676;7ca41592d0e1;0;0
$1;1496994504507720203;_API-Gateway.gateway.GET;820CD9297B7183E26B05952690BC9CB8;7612490745139699928;1496994504506751922;1496994504507701450;7ca41592d0e1;0;0
$1;1496994504514559969;api.vetsGET;820CD9297B7183E26B05952690BC9CB8;7612490745139699929;1496994504508887604;1496994504514556900;7ca41592d0e1;0;0
$1;1496994504521072608;api.ownersGET;820CD9297B7183E26B05952690BC9CB8;7612490745139699930;1496994504515742117;1496994504521069895;7ca41592d0e1;0;0
$1;1496994504533762708;api.petsNumberedGET;820CD9297B7183E26B05952690BC9CB8;7612490745139699932;1496994504529878180;1496994504533759828;7ca41592d0e1;0;0
$1;1496994504541637584;api.visitsGET;820CD9297B7183E26B05952690BC9CB8;7612490745139699933;1496994504535093689;1496994504541634306;7ca41592d0e1;0;0
$1;1496994504544266808;_API-Gateway.gateway.GET;8FDCF7640B6A1043BC5B13953AF2C85A;7612490745139699934;1496994504543299895;1496994504544247363;7ca41592d0e1;0;0
$1;1496994504582496489;api.vetsGET;8FDCF7640B6A1043BC5B13953AF2C85A;7612490745139699935;1496994504575768507;1496994504582493912;7ca41592d0e1;0;0
$1;1496994504589089395;api.ownersGET;8FDCF7640B6A1043BC5B13953AF2C85A;7612490745139699936;1496994504583679987;1496994504589086284;7ca41592d0e1;0;0
$1;1496994504593629098;api.ownersNumberedGET;8FDCF7640B6A1043BC5B13953AF2C85A;7612490745139699937;1496994504590155979;1496994504593627129;7ca41592d0e1;0;0
$1;1496994504609591640;api.visitsGET;8FDCF7640B6A1043BC5B13953AF2C85A;7612490745139699939;1496994504600875383;1496994504609588251;7ca41592d0e1;0;0
$1;1496994504612177708;_API-Gateway.gateway.GET;9B8AA78F67BCCD87138A9B78934076F6;7612490745139699940;1496994504611175133;1496994504612155079;7ca41592d0e1;0;0
$1;1496994504619096044;api.vetsGET;9B8AA78F67BCCD87138A9B78934076F6;7612490745139699941;1496994504613267189;1496994504619093598;7ca41592d0e1;0;0
$1;1496994504625693736;api.ownersGET;9B8AA78F67BCCD87138A9B78934076F6;7612490745139699942;1496994504620275065;1496994504625691163;7ca41592d0e1;0;0
$1;1496994504630368271;api.ownersNumberedGET;9B8AA78F67BCCD87138A9B78934076F6;7612490745139699943;1496994504626742152;1496994504630365827;7ca41592d0e1;0;0
$1;1496994504644209514;api.visitsGET;9B8AA78F67BCCD87138A9B78934076F6;7612490745139699945;1496994504637882202;1496994504644207013;7ca41592d0e1;0;0
$1;1496994504646837474;_API-Gateway.gateway.GET;68E1DB52D1CED9B9AFF58CF773902422;7612490745139699946;1496994504645746911;1496994504646814444;7ca41592d0e1;0;0
$1;1496994504653513098;api.vetsGET;68E1DB52D1CED9B9AFF58CF773902422;7612490745139699947;1496994504647949628;1496994504653510798;7ca41592d0e1;0;0
$1;1496994504676243711;api.ownersGET;68E1DB52D1CED9B9AFF58CF773902422;7612490745139699948;1496994504654727563;1496994504676242015;7ca41592d0e1;0;0
$1;1496994504681306792;api.ownersNumberedGET;68E1DB52D1CED9B9AFF58CF773902422;7612490745139699949;1496994504677586247;1496994504681304044;7ca41592d0e1;0;0
$1;1496994504695159541;api.visitsGET;68E1DB52D1CED9B9AFF58CF773902422;7612490745139699951;1496994504688858414;1496994504695157133;7ca41592d0e1;0;0
$1;1496994504697794130;_API-Gateway.gateway.GET;502E5BD4D0430A32D4E99A914B14E140;7612490745139699952;1496994504696810066;1496994504697773266;7ca41592d0e1;0;0
$1;1496994504704670706;api.vetsGET;502E5BD4D0430A32D4E99A914B14E140;7612490745139699953;1496994504699070872;1496994504704667992;7ca41592d0e1;0;0
$1;1496994504711353565;api.ownersGET;502E5BD4D0430A32D4E99A914B14E140;7612490745139699954;1496994504705859859;1496994504711351480;7ca41592d0e1;0;0
$1;1496994504716317523;api.ownersNumberedGET;502E5BD4D0430A32D4E99A914B14E140;7612490745139699955;1496994504712605617;1496994504716315497;7ca41592d0e1;0;0
$1;1496994504730010190;api.visitsGET;502E5BD4D0430A32D4E99A914B14E140;7612490745139699957;1496994504723685132;1496994504730007734;7ca41592d0e1;0;0
$1;1496994504732646021;_API-Gateway.gateway.GET;408BF9285AA6114A485DE375B4007B27;7612490745139699958;1496994504731650491;1496994504732624045;7ca41592d0e1;0;0
$1;1496994504739813807;api.vetsGET;408BF9285AA6114A485DE375B4007B27;7612490745139699959;1496994504733711871;1496994504739810890;7ca41592d0e1;0;0
$1;1496994504746436268;api.ownersGET;408BF9285AA6114A485DE375B4007B27;7612490745139699960;1496994504741024005;1496994504746433901;7ca41592d0e1;0;0
$1;1496994504775848592;api.ownersNumberedGET;408BF9285AA6114A485DE375B4007B27;7612490745139699961;1496994504747786957;1496994504775845970;7ca41592d0e1;0;0
$1;1496994504785481573;api.petsNumberedGET;408BF9285AA6114A485DE375B4007B27;7612490745139699962;1496994504781602782;1496994504785478904;7ca41592d0e1;0;0
$1;1496994504793160254;api.visitsGET;408BF9285AA6114A485DE375B4007B27;7612490745139699963;1496994504786803664;1496994504793157895;7ca41592d0e1;0;0
$1;1496994504796038271;_API-Gateway.gateway.GET;55BBC8A179CA8228152D82B16289F124;7612490745139699964;1496994504794687772;1496994504796016695;7ca41592d0e1;0;0
$1;1496994504802725377;api.vetsGET;55BBC8A179CA8228152D82B16289F124;7612490745139699965;1496994504797110728;1496994504802723271;7ca41592d0e1;0;0
$1;1496994504809272733;api.ownersGET;55BBC8A179CA8228152D82B16289F124;7612490745139699966;1496994504803924059;1496994504809270727;7ca41592d0e1;0;0
$1;1496994504814214959;api.ownersNumberedGET;55BBC8A179CA8228152D82B16289F124;7612490745139699967;1496994504810624004;1496994504814212649;7ca41592d0e1;0;0
$1;1496994504823812886;api.petsNumberedGET;55BBC8A179CA8228152D82B16289F124;7612490745139699968;1496994504820038303;1496994504823810837;7ca41592d0e1;0;0
$1;1496994504831466447;api.visitsGET;55BBC8A179CA8228152D82B16289F124;7612490745139699969;1496994504825085860;1496994504831464255;7ca41592d0e1;0;0
$1;1496994504834009702;_API-Gateway.gateway.GET;7EC8CBADAC1FE2881A5CA9619816C8D9;7612490745139699970;1496994504832975015;1496994504833988619;7ca41592d0e1;0;0
$1;1496994504840873590;api.vetsGET;7EC8CBADAC1FE2881A5CA9619816C8D9;7612490745139699971;1496994504835113816;1496994504840869563;7ca41592d0e1;0;0
$1;1496994504847616764;api.ownersGET;7EC8CBADAC1FE2881A5CA9619816C8D9;7612490745139699972;1496994504842085064;1496994504847614886;7ca41592d0e1;0;0
$1;1496994504876379676;api.ownersNumberedGET;7EC8CBADAC1FE2881A5CA9619816C8D9;7612490745139699973;1496994504848763791;1496994504876377445;7ca41592d0e1;0;0
$1;1496994504886312908;api.petsNumberedGET;7EC8CBADAC1FE2881A5CA9619816C8D9;7612490745139699974;1496994504882291639;1496994504886310562;7ca41592d0e1;0;0
$1;1496994504920048437;api.visitsGET;7EC8CBADAC1FE2881A5CA9619816C8D9;7612490745139699975;1496994504887653684;1496994504920045470;7ca41592d0e1;0;0
$1;1496994504923042769;_API-Gateway.gateway.GET;400CFF5BE074BFC7966C857BCA31DC68;7612490745139699976;1496994504921895460;1496994504923019411;7ca41592d0e1;0;0
$1;1496994504930250406;api.vetsGET;400CFF5BE074BFC7966C857BCA31DC68;7612490745139699977;1496994504924240726;1496994504930247406;7ca41592d0e1;0;0
$1;1496994504938801903;api.ownersGET;400CFF5BE074BFC7966C857BCA31DC68;7612490745139699978;1496994504933026905;1496994504938799439;7ca41592d0e1;0;0
$1;1496994504944423146;api.ownersNumberedGET;400CFF5BE074BFC7966C857BCA31DC68;7612490745139699979;1496994504940049397;1496994504944420982;7ca41592d0e1;0;0
$1;1496994504975645110;api.petsNumberedGET;400CFF5BE074BFC7966C857BCA31DC68;7612490745139699980;1496994504951198421;1496994504975641676;7ca41592d0e1;0;0
$1;1496994504986116419;api.visitsGET;400CFF5BE074BFC7966C857BCA31DC68;7612490745139699981;1496994504977547497;1496994504986115128;7ca41592d0e1;0;0
$1;1496994504988719565;_API-Gateway.gateway.GET;2E047E41CD0D70CF1531A229398AE9B2;7612490745139699982;1496994504987804020;1496994504988700461;7ca41592d0e1;0;0
$1;1496994504995514318;api.vetsGET;2E047E41CD0D70CF1531A229398AE9B2;7612490745139699983;1496994504989804955;1496994504995513126;7ca41592d0e1;0;0
$1;1496994505001874450;api.ownersGET;2E047E41CD0D70CF1531A229398AE9B2;7612490745139699984;1496994504996603888;1496994505001870066;7ca41592d0e1;0;0
$1;1496994505006159174;api.ownersNumberedGET;2E047E41CD0D70CF1531A229398AE9B2;7612490745139699985;1496994505003059728;1496994505006155497;7ca41592d0e1;0;0
$1;1496994505015490136;api.petsNumberedGET;2E047E41CD0D70CF1531A229398AE9B2;7612490745139699986;1496994505012061973;1496994505015487402;7ca41592d0e1;0;0
$1;1496994505023188396;api.visitsGET;2E047E41CD0D70CF1531A229398AE9B2;7612490745139699987;1496994505016695727;1496994505023185397;7ca41592d0e1;0;0
$1;1496994505025689452;_API-Gateway.gateway.GET;D0E40C3FF16333516740F6C9E9CF75C9;7612490745139699988;1496994505024756874;1496994505025670657;7ca41592d0e1;0;0
$1;1496994505032336126;api.vetsGET;D0E40C3FF16333516740F6C9E9CF75C9;7612490745139699989;1496994505026757549;1496994505032333114;7ca41592d0e1;0;0
$1;1496994505038328969;api.ownersGET;D0E40C3FF16333516740F6C9E9CF75C9;7612490745139699990;1496994505033310469;1496994505038327614;7ca41592d0e1;0;0
